context,decision,predicted_decision
"## Context
Our current development process uses ['Experimental features'](./2023-05-10-experimental-features.md) to publish features in an early state to gather feedback regarding those features.
During the implementation, developers may encounter challenges related to the effective management of extensive code scattered throughout the platform, particularly in connection with specific experimental features. This codebase fragmentation presents impediments to the tracking, maintenance, and comprehensive understanding of each feature's scope, thereby hindering our development progress.
 
Potential problems:
* Update `stableVersion` property for Prolonged Experiments
    * When a decision is made to extend an experiment, locating all relevant sections of code for updating the property `stableVersion` in `@experimental` annotation becomes a cumbersome task.
* Deprecation of Killed Features
    * Identifying and marking as deprecated the components associated with a deprecated experimental feature is problematic, particularly when multiple experimental features coexist simultaneously within the platform.
    * The ['Experimental features'](./2023-05-10-experimental-features.md) stipulates the ""Killing Feature"" rule, which mandates that a feature must remain within the platform's codebase until the next major version and be appropriately marked as deprecated. However, it is hardly possible to check with current annotation.

In all the above case main problem is detection to which feature belongs experimental code.","## Decision  
We will introduce **feature-scoped experimental code organization** to improve traceability, maintainability, and lifecycle management of experimental features. To address the challenges of fragmented experimental code, we adopt the following practices:

1. **Feature Directory Co-location**:  
   All code related to a specific experimental feature (including implementation, tests, documentation, configuration, and annotations) must be co-located within a dedicated directory named after the feature under a top-level `experiments/` directory (e.g., `experiments/user-auth-refresh/`). This ensures that all artifacts for a given experiment are physically grouped and easily discoverable.

2. **Centralized Feature Manifest**:  
   Each experimental feature must have a manifest file (`feature.json` or `feature.edn`) inside its directory that includes:
   - Feature name
   - Owner(s)
   - Start date
   - Current status (`proposed`, `active`, `extended`, `killed`)
   - Target stable version (`stableVersion`)
   - List of affected modules/components
   - Link to ADR or design doc

   This manifest serves as the single source of truth for feature metadata and enables tooling support.

3. **Tooling for Automation**:  
   We will develop lightweight tooling (scripts or CLI commands) to:
   - Scan and list all active experimental features
   - Update `stableVersion` across all relevant files in a feature scope
   - Identify and flag components belonging to a killed feature for deprecation
   - Validate compliance with the ""Killing Feature"" rule prior to major releases

4. **Annotation Enforcement via Linting**:  
   The `@experimental` annotation must include a reference to the feature name (e.g., `@experimental user-auth-refresh`).  
   A custom linter will enforce that every `@experimental` usage references a valid, existing feature in the `experiments/` directory, ensuring traceability.

5. **Deprecation Workflow Integration**:  
   When a feature is killed:
   - Its status in the manifest is updated to `killed`
   - All associated symbols must be marked with `@deprecated`, referencing the feature name and removal timeline
   - The linter will flag any use of non-deprecated symbols from killed features

6. **Review Gate in CI**:  
   Pull requests modifying experimental code must specify the affected feature. CI will validate that changes are consistent with the feature’s current status and manifest.

This decision enhances transparency, reduces technical debt accumulation in experimental code, and supports disciplined evolution of features toward stabilization or removal. It aligns with Arachne’s principles of modularity, introspection, and shared understanding by making the lifecycle of experimental functionality explicit and machine-auditable.","## Decision
To address the existing challenges, we propose implementing a refined approach to the use of the `@experimental` annotation. 

The key modifications are as follows:
* Mandatory `feature` property: 
  * Every `@experimental` annotation will now require a mandatory `feature` property. This property is a string that must contain the name of the associated feature.
* Uniform feature Naming: 
  * To enhance code organization and traceability, all sections of code related to a particular feature must use the same feature name in the `feature` property of the `@experimental` annotation.
  * Feature names should follow the conventions.
    * Feature names cannot contain spaces
    * Feature names should be written in `ALL_CAPS`."
"## Context
In the current implementation, there exists a challenge for extension developers in uniquely identifying payment and shipping methods using identifiers.
This issue is particularly significant for app servers, as it necessitates calls to the Shopware Admin API for the identification of payment and shipping methods based on their respective IDs.","## Decision  
We will adopt a namespaced identifier system for payment and shipping methods to ensure global uniqueness and avoid identifier collisions across extensions and integrations.

Each payment or shipping method must be identified by a composite key consisting of:
- A namespace (e.g., the extension or app name, such as `com.example.my-payment-gateway`)
- A local identifier (e.g., `stripe-card`, `flat-rate-shipping`)

The full identifier will take the form: `{namespace}/{local-id}` (e.g., `com.example.my-payment-gateway/stripe-card`).

This approach ensures that:
- Extension developers retain control over their own identifier space.
- App servers can resolve methods unambiguously without requiring runtime lookups via the Shopware Admin API.
- Identifiers are predictable, stable, and resolvable at configuration or deployment time.
- The system remains extensible and modular, allowing third-party apps to integrate seamlessly.

These identifiers will be declared in the application’s configuration data structure (as defined in prior ADRs) and will be validated against the schema at initialization time. The schema will enforce structure and uniqueness constraints on method identifiers.

Additionally, we will provide tooling and validators to help developers generate and manage these identifiers consistently, and documentation outlining best practices for namespace selection (e.g., using reverse domain notation).","## Decision
We will introduce a new property called `technicalName` to both the `payment_method` and `shipping_method` entities.
This `technicalName` property will serve as a unique identifier for payment and shipping methods, significantly simplifying the identification process.

While the `technicalName` field will be optional within the database and API to ensure backward compatibility, it will be made mandatory in the Administration.
This ensures that merchants will update their payment and shipping methods accordingly for the upcoming requirement.
An unique index will ensure uniqueness.
Starting from version 6.7.0.0, this `technicalName` field will also become required within the database and the API.

As part of the database migration process, the `technicalName` field will be automatically generated for the default payment and shipping methods provided by Shopware, as illustrated below:

| Type     | Name             | Technical Name          |
|----------|------------------|-------------------------|
| Payment  | Debit            | payment_debitpayment    |
| Payment  | Invoice          | payment_invoicepayment  |
| Payment  | Cash on Delivery | payment_cashpayment     |
| Payment  | Pre Payment      | payment_prepayment      |
| Shipping | Standard         | shipping_standard       |
| Shipping | Express          | shipping_express        |

Furthermore, all payment and shipping methods provided by apps will also benefit from the automatic generation of their `technicalName`.
This generation will be based on the app's name and the `identifier` defined for the payment method in the manifest:

| App Name | Identifier         | Technical Name                    |
|----------|--------------------|-----------------------------------|
| MyApp    | my_payment_method  | payment_MyApp_my_payment_method   |
| MyApp    | my_shipping_method | shipping_MyApp_my_shipping_method |"
"## Context

At the moment the Storefront is implementing a lot of custom SCSS inside `app/storefront/src/scss`.
Some custom SCSS is not necessary, and it already exists within Bootstrap as a utility.
For example default spacing with a custom selector:

```scss
.register-login-collapse-toogle {
    margin-bottom: $spacer;
}
```

This can be replaced with a Bootstrap [spacing utility](https://getbootstrap.com/docs/5.2/utilities/spacing/) in the HTML and the SCSS can be completely removed:

```diff
- <div class=""register-login-collapse-toogle""><div>
+ <div class=""register-login-collapse-toogle mb-3""><div>
```

A class like `register-login-collapse-toogle` should stay in the HTML in case a developer wants to style this specific element.
But there is no need to introduce a new CSS rule using a custom selector to apply a default spacing.

If you implement new UI using mostly utility classes, please consider to still add CSS classes that offer the possibility for themes to add individual styling. For example:

```html
<!-- Classes ""shipping-modal-actions"", ""shipping-abort"" and ""shipping-submit"" are added for better semantics and CSS extensibility, but ship no default CSS. -->
<div class=""border p-3 mb-3 shipping-modal-actions"">
    <button class=""btn btn-light shipping-abort"">Abort</button>
    <button class=""btn btn-primary shipping-submit"">Submit</button>
</div>
```

This principle cannot be applied everywhere. 
For more complex layouts it can still be valid to use custom SCSS because it is not possible to build with default components and utilities, or it would produce a messy template with too many generic utility classes. 
However, for simpler stuff like ""add a border here, add some spacing there"" it's not necessary to implement additional custom styling.","## Decision  
We will minimize the use of custom SCSS in the Storefront by leveraging Bootstrap’s utility classes for styling related to spacing, borders, typography, and other presentational attributes. Custom SCSS should only be introduced when achieving a design requirement that cannot be reasonably met using Bootstrap’s existing utilities or components.

Utility-first styling promotes faster development, reduces CSS bloat, and improves consistency across the application. However, semantic class names must still be added to key elements to support extensibility and theming. These classes (e.g., `shipping-modal-actions`, `shipping-submit`) do not carry styles by default but serve as anchor points for future customization or theme overrides.

### Guidelines:
1. **Prefer Bootstrap Utilities**: Use utility classes (e.g., `mb-3`, `p-2`, `border`, `text-center`) directly in templates for layout and basic styling.
2. **Preserve Semantic Class Names**: Retain meaningful, descriptive class names on elements to enable targeted styling by themes or extensions, even if no custom CSS is currently applied.
3. **Limit Custom SCSS**: Only write custom SCSS when:
   - Creating complex, reusable components not covered by Bootstrap.
   - Achieving visual designs that would result in excessively cluttered or unreadable markup if built solely with utilities.
   - Implementing theme-specific overrides or responsive behaviors beyond utility capabilities.
4. **Remove Redundant Rules**: Refactor existing SCSS to eliminate rules that merely replicate utility functionality (e.g., `.my-class { margin-bottom: $spacer; }` → use `mb-*` instead).

This approach ensures a lean, maintainable stylesheet architecture while preserving flexibility for future design evolution and third-party theming.","## Decision

We want to make more use of Bootstrap utilities and get rid of custom SCSS that is not needed.

In order to do so we want to remove unneeded SCSS and add a utility class to the HTML instead (e.g. `mb-3`).
However, this can break styling overrides of themes/apps because most Bootstrap utility classes apply `!important` by default.

Let's stick to the example of `.register-login-collapse-toogle`.
* The core Storefront adds a bottom margin of `$spacer` which equals `1rem`.
* Then `CustomTheme` overrides this selector with a margin bottom of `80px`:

```diff
/* CustomTheme */
.register-login-collapse-toogle {
+    margin-bottom: 80px;
}

/* Storefront */
.register-login-collapse-toogle {
-    margin-bottom: 1rem;
}
```

If the core Storefront would migrate to the utility class it would suddenly overrule the styling of `CustomTheme` because of the `!important` property:

```diff
/* Utility class from HTML overrules CustomTheme */
.mb-3 {
+    margin-bottom: 1rem !important;
}

/* CustomTheme */
.register-login-collapse-toogle {
-    margin-bottom: 80px;
}

/* Storefront */
.register-login-collapse-toogle {
-    margin-bottom: 1rem;
}
```

The theme developer would have no other choice other than using `!important` as well, or modifying the Twig template.

Because of this, we have decided to remove the `!important` from Bootstrap utility classes by changing the [Importance](https://getbootstrap.com/docs/5.2/utilities/api/#importance) variable `$enable-important-utilities` to `false`.
By doing this, we can use more utilities while at the same time allowing themes to override the same CSS property without using `!important` or editing the template.

Since it is currently expected that Bootstrap utilities add `!important` and overrule almost everything, we do not want to change this right away but from `v6.6.0` onwards."
"## Context
For our ambitions to consequently reduce manual testing in favour for test automation the current E2E test suite, based on Cypress, is not sufficient anymore. It has several flaws that have become a big road-blocker. The test suite is tightly coupled to the state of the test environment, which leads to tests that are not very deterministic and tend to be slow and flaky. Tests are often created in different ways and don't follow a specific strategy. In addition, the test suite is currently not able to test against our cloud environment.

Our goal is to create a test suite that fulfills the following requirements:

*  Deterministic tests that can run against any environment.
*  Fast and reliable tests that follow a certain test strategy.
*  Tests that are derived from real product requirements and validate behaviour.
*  A test framework that is easy to learn and using a readable syntax that also non-tech people can comprehend.","## Decision  
We will replace the current Cypress-based E2E test suite with a **contract-based, API-first testing strategy** using **Playwright** for browser automation and **Pact** (or equivalent contract testing tools) for service-level validation, supported by a clear **testing pyramid implementation**.

The new test architecture will follow these principles:

1. **Shift Left with Contract Testing**:  
   We will introduce consumer-driven contract tests using Pact to validate interactions between our frontend and backend services. This decouples test execution from environment state, ensures API reliability, and enables testing against production-like contracts without requiring a fully synchronized backend.

2. **Adopt Playwright for E2E Tests**:  
   Replace Cypress with Playwright due to its superior resilience, parallel execution capabilities, cross-browser support, and better handling of modern web patterns. Playwright’s auto-waiting and trace recording features improve determinism and debugging.

3. **Environment-Agnostic Test Execution**:  
   All tests will be designed to run against any environment (local, staging, cloud) by externalizing configuration (e.g., base URLs, credentials, feature flags) via environment variables. Test data will be seeded programmatically or via API calls to ensure consistency.

4. **Implement a Clear Test Strategy Based on the Testing Pyramid**:  
   - **Unit & Component Tests** (largest layer): Enforce behaviour at the code level.  
   - **Integration/Contract Tests** (middle layer): Validate service interactions using Pact or REST/SOAP mocks.  
   - **End-to-End Tests** (smallest layer): Focus only on critical user journeys (e.g., login, checkout, signup), written in a **Gherkin-style syntax** (Given-When-Then) using Cucumber or similar BDD framework to enhance readability for non-technical stakeholders.

5. **Derive Tests from Requirements**:  
   Establish a traceability mechanism where each automated test maps directly to a specific product requirement or user story in our issue tracking system (e.g., Jira). This ensures coverage of real business behaviour and supports auditability.

6. **Standardize Test Design and Syntax**:  
   Introduce a standardized page object or screenplay pattern across all automated tests. Use domain-specific language (DSL) abstractions to make test steps expressive and maintainable (e.g., `Given.IAmLoggedInAs(""admin"")`, `When.IClickOn(""Submit Button"")`).

7. **Enable Cloud Environment Testing**:  
   Extend CI/CD pipelines to execute selected test suites against the cloud environment during designated stages (e.g., pre-production), using ephemeral test data and isolated test accounts.

This approach will result in a faster, more reliable, and maintainable test suite that aligns with real product needs, reduces flakiness, and supports collaboration across technical and non-technical team members.","## Decision
In order to achieve this goal we decided to not further invest time in the existing test suite, but start from scratch. This offers the opportunity to also switch to another test framework that better fulfills our needs. 

After some evaluation we chose Playwright as the new test framework. First benchmarks have shown that it is faster and more stable than Cypress. Additionally, it is easy to learn, has very good documentation and uses a syntax that is easily to understand. It also offers the functionality of creating reusable traces, which come in handy when debugging failing tests from pipelines."
"## Context
1. If flow actions want to interact with the database in a transactional manner, they need to handle it themselves by starting and committing transactions.

2. When there is a problem committing the transaction, the error will be caught and ignored by the flow dispatcher. A vague error message will be logged, but the flows will continue to execute.
This is problematic if a transaction was already started before the flow is executed. If the connection is configured without save points (which is the default with Shopware), when a nested commit fails (eg during a flow action) the connection will be marked as rollback only.
When the outer transaction attempts to commit, eg the calling code, it will be unaware of the previous inner commit failure and thus will also fail.","## Decision
Flow actions that require transactional database interactions must not manage transactions independently. Instead, transaction management will be centralized and handled by the flow execution framework.

To resolve the issues outlined in the context:

1. The flow dispatcher will be updated to detect and propagate transaction-related errors instead of catching and ignoring them.
2. Transaction control (begin, commit, rollback) will be moved to the outermost flow execution layer, ensuring a single transaction boundary per flow execution unless explicitly scoped otherwise.
3. Flow actions needing database access will participate in the ambient transaction but will not initiate or commit their own.
4. In cases where fine-grained transaction control is required (e.g., partial failure tolerance), explicit transaction-scoped sub-flows or actions with savepoint support may be introduced—only when underlying databases support such features (e.g., PostgreSQL, MySQL with proper configuration).

This change ensures predictable transaction behavior, prevents silent failures from invalidating parent transactions unknowingly, and aligns with best practices for nested transaction handling in distributed control environments. A new ADR will be created if savepoints or sub-transaction capabilities are later deemed necessary.","## Decision

We introduce a new marker interface `\Shopware\Core\Content\Flow\Dispatching\TransactionalAction` which flow actions can implement.

The flow executor will wrap any action in a database transaction which implements the interface.

Before:

```php
class SetOrderStateAction extends FlowAction implements DelayableAction
{
    public function handleFlow(StorableFlow $flow): void
    {
        $this->connection->beginTransaction();
        
        //do stuff
        
        try {
            $this->connection->commit();
        } catch (\Throwable $e) {
                
        }
    }
}
```

After:

```php

class SetOrderStateAction extends FlowAction implements DelayableAction, TransactionalAction
{
    public function handleFlow(StorableFlow $flow): void
    {        
        //do stuff - will be wrapped in a transaction
    }
}
```

You can also force the flow executor to rollback the transaction by throwing an instance of `\Shopware\Core\Content\Flow\Dispatching\TransactionFailedException`. You can use the static `because` method to create the exception from another one. Eg:

```php

class SetOrderStateAction extends FlowAction implements DelayableAction, TransactionalAction
{
    public function handleFlow(StorableFlow $flow): void
    {        
        try {
            //search for some record
            $entity = $this->repo->find(...);
        } catch (NotFoundException $e) {
            throw TransactionFailedException::because($e);
        }
    }
}
```

The transaction will be rollback if either of the following are true:

1. If Doctrine throws an instance of `Doctrine\DBAL\Exception` during commit.
2. If the action throws an instance of `TransactionFailedException` during execution.
3. If another non-handled exception is thrown during the action execution. This is to aid debugging.

If the transaction fails, then the error will be logged. Also, if the transaction has been performed inside a nested transaction without save points enabled, the exception will be rethrown.
So that the calling code knows something went wrong and is able to handle it correctly, by rolling back instead of committing. As, in this instance, the connection will be marked as rollback only."
"## Context

Vue 3 introduced a new compatibility mode to ease the migration from Vue 2 to Vue 3. This mode is enabled by default
and allows the use of most Vue 2 features in a Vue 3 application. This mode is only recommended for the transition period
and should be turned off as soon as possible.

We have kept the compatibility mode enabled in the administration because it makes it easier for plugins to migrate 
and results in fewer breaking changes during the major release. This splits the work of migrating the administration
and the plugins into two separate majors instead of one.","## Decision  
We will disable the Vue 3 compatibility mode in the core administration application once all built-in features and officially maintained plugins have been fully migrated to Vue 3's modern API patterns (Composition API, new lifecycle hooks, v-model changes, etc).

Until that time, the compatibility mode will remain enabled by default to:
- Minimize disruption for third-party plugin developers
- Allow staggered migration across the ecosystem
- Reduce the risk and complexity of a simultaneous framework and API upgrade during the major release

The following steps will be taken to ensure a smooth transition:
1. Maintain a public tracker of remaining Vue 2 API usage in core and official plugins.
2. Provide detailed migration guides and codemods for common patterns.
3. Emit runtime deprecation warnings for internal use of deprecated APIs to aid debugging.
4. Set a clear timeline for disabling compatibility mode, communicated to all stakeholders.

Once compatibility mode is disabled:
- New code must use Vue 3 idioms exclusively.
- A separate, opt-in compatibility build may be provided for legacy plugins if needed.
- Documentation and tooling will reflect the post-migration standard.

A new Architecture Decision Record will be created when the time comes to formally deprecate and remove any temporary escape hatches or shims introduced during the transition.","## Decision

Migrating all components in one by disabling the compatibility mode for the whole administration is a huge task and
would make it hard to keep the administration stable during the migration. We decided to disable the compatibility mode
per component level. This allows us to migrate components one by one and keep the administration stable during the migration.

This gives all teams and plugin developers the possibility to migrate their components to Vue 3 without waiting for the
whole administration to be migrated and for the global removal of the compatibility mode.

To activate the new mode, the `DISABLE_VUE_COMPAT` feature flag must be enabled. Then, it is possible to disable the
compatibility mode on a per-component level by setting the `compatConfig` option in the component to our custom configuration.
This custom configuration is exposed in `Shopware.compatConfig` and has all compatibility features disabled if the 
feature flag is activated."
"## Context
It was brought to our attention that the latest version of Vuex `4.1.0` contains a bug that destroys getter reactivity under specific circumstances. The proposed fix was to downgrade to `4.0.2`. However, downgrading was not possible as `4.0.2` contains other bugs that caused modules to fail.","## Decision  
We will upgrade to Vuex `4.1.1` once the release is published, as it includes a confirmed fix for the getter reactivity issue without reintroducing the bugs present in `4.0.2`.  

In the interim, we will apply a local workaround in our codebase to preserve reactivity by restructuring affected getters to avoid the specific conditions that trigger the bug in `4.1.0` (namely, deeply nested getter dependencies accessed during component initialization). The workaround will be clearly documented and flagged with a TODO referencing this ADR and the target Vuex version for removal.

We will also implement an automated test suite specifically designed to detect regressions in getter reactivity, ensuring future upgrades can be validated quickly and safely.

This approach allows us to maintain forward momentum while upholding our commitment to stability, transparency, and avoiding regression risks from downgrading. Once `4.1.1` is available, we will upgrade immediately and remove the workaround.","## Decision
Pinia is the new documented standard with Vue 3; therefore, we will switch to Pinia."
"## Context

In our current architecture, we rely heavily on PHP decoration, Adapter, and Factory patterns to allow for extensions and customizations by third-party developers. While these patterns are effective, they present significant challenges:

1. **Backward and Forward Compatibility:**
    - Maintaining backward and forward compatibility with these patterns is complex and labor-intensive. Each change or update can potentially break existing extensions or require extensive rework to ensure compatibility.

2. **Process Extension Limitations:**
    - These patterns do not inherently allow for the extension of subprocesses unless these subprocesses are extracted into separate classes and interfaces. This extraction often results in a proliferation of interfaces, abstract classes, and their implementations.

3. **Proliferation of Code:**
    - The need to extract subprocesses into separate entities leads to an overwhelming number of interfaces and abstract classes. This proliferation makes the codebase more difficult to understand and maintain, and increases the cognitive load on developers.","## Decision  
We will transition from a class-based extension model (relying on PHP's decoration, Adapter, and Factory patterns) to a **composition-over-inheritance** and **plugin-driven architecture** centered around **explicit extension points** and **data-driven configuration**.

Instead of requiring third-party developers to extend abstract classes or implement interfaces to customize behavior, we will:

1. **Define explicit, versioned extension points** in the core system where custom logic can be plugged in via simple, well-documented function contracts or message handlers.
2. **Use a plugin registration system** that allows extensions to declare their contributions declaratively through configuration or manifest files, reducing reliance on class hierarchy manipulation.
3. **Replace deep inheritance chains with composable units of behavior**, implemented as pure functions or lightweight service objects, which are registered into the system at runtime.
4. **Leverage an evented or middleware-style pipeline** where applicable, allowing plugins to participate in processing flows without subclassing or decorating core components.
5. **Maintain backward compatibility via adapter layers only at extension point boundaries**, rather than throughout the class hierarchy, making upgrades safer and more predictable.

This approach reduces the fragility of inheritance-based customization, minimizes interface proliferation, improves long-term maintainability, and supports both forward and backward compatibility by decoupling core evolution from extension implementation.

Existing uses of Adapter and Factory patterns will be refactored incrementally, with new functionality developed using the new model. Documentation and tooling will be provided to help external developers migrate to the new paradigm.","## Decision

To address these challenges, we have decided to transition to an event-based extension system. This new approach will replace the existing decoration, Adapter, and Factory patterns as the primary method for extending and customizing our system."
"## Context

Currently, our component tests in Jest are running with enabled compat mode. To remove the compat mode for each
component, we need to add a new Jest runner with disabled compat mode to make sure that the tests are running without compat mode.","## Decision  
We will introduce a dedicated Jest test runner configuration that explicitly disables React's compatibility (compat) mode for component tests. This new runner will be used to ensure all new and existing component tests are executed in strict, forward-compatible conditions.

The implementation will follow this plan:

1. Create a new Jest runner configuration file (e.g., `jest.runner.strict.js`) that extends the base Jest config but sets React-specific options to disable compat mode.
2. Update the test setup so that component tests are run using this strict configuration either by default or via a flag.
3. Migrate component tests incrementally by running them under the strict runner and fixing any failures caused by deprecated patterns or invalid assumptions exposed when compat mode is disabled.
4. Once all component tests pass under the strict runner, deprecate and eventually remove usage of the compat-mode-enabled runner.
5. Add documentation outlining the requirements for writing tests in strict mode, including proper cleanup, use of modern React testing utilities, and avoidance of legacy lifecycle behaviors.

This change supports our goal of maintaining high code quality and ensures our components are tested under conditions that reflect production usage without deprecated features. It also aligns with React’s long-term direction and improves the reliability and maintainability of our test suite.","## Decision

I added a new runner command in the NPM scripts to run the Jest tests without compat mode. The new runner command is
`unit:disabled-compat` and `unit-watch:disabled-compat`. Also, the composer commands are added to run the tests. These commands are `admin:unit:disabled-compat` and `admin:unit-watch:disabled-compat`. These commands are using the environment variable `DISABLE_JEST_COMPAT_MODE` to disable the compat mode.

For the pipeline, I added a new stage to run the Jest tests without compat mode. The stage is `Jest (Administration with disabled compat mode)`.

To mark a test file working without the compat mode you need to add a comment with the `@group` tag. The tag is `@group disabledCompat`.

Example:
```javascript
/**
 * @package admin
 * @group disabledCompat
 */

import { mount } from '@vue/test-utils';

async function createWrapper() {
...
```

With this tag, the test file is running without compat mode. To make a component working for both modes, you can use the
compatUtils helper function from Vue compat:
```javascript
// Example
import { compatUtils } from '@vue/compat';

...

if (compatUtils.isCompatEnabled('INSTANCE_LISTENERS')) {
    return this.$listeners;
}

return {};

...
```


Important: the test still runs also with compat mode activated in parallel."
"## Context

In some instances, a system rollout was completed where an error in certain system functionalities was not detected until the system was live.

A software system is made up of many components that work together to provide a service. The software system can still be healthy even if some of its components are not fully in a healthy state.  System health checks are a way to monitor the health of a system and detect failures early.","## Decision  
We will implement a hierarchical, composable health checking system for Arachne that enables both fine-grained component-level monitoring and holistic system-level status reporting.

Each modular component (e.g., database connection pools, caches, external service clients, HTTP servers) may expose a health check function that returns structured data indicating its status (`:healthy`, `:degraded`, or `:unhealthy`), along with contextual metadata such as latency, error rates, or timestamps.

These individual health checks are declared *as data* within the Arachne configuration model, allowing them to be registered, composed, and managed without tight coupling to runtime lifecycle phases or global state.

The overall system health is derived by aggregating component statuses according to configurable policies (e.g., ""if any critical component is unhealthy, mark system as unhealthy; if non-critical components are degraded, mark system as degraded""). This aggregation is also defined in configuration, enabling operators to tailor behavior per environment (development, staging, production).

Health endpoints (e.g., `/health`) will be automatically generated based on the configuration and exposed via standard HTTP routes. These return machine-readable responses suitable for integration with orchestration platforms (e.g., Kubernetes, Consul), while also providing human-readable explanations when possible.

To prevent undetected failures post-rollout:
- Health checks must be implemented for all externally dependent services and critical internal subsystems.
- Deployment pipelines should include a ""warm-up"" phase that queries the health endpoint before routing traffic.
- Degraded states do not block startup but must emit clear telemetry and alerts.

By modeling health as a first-class concept in the configuration and making it transparent and inspectable at all levels, we align with Arachne’s goals of modularity, introspection, and operational clarity.","## Decision

We will implement system health checks in Shopware to monitor certain parts of the system with the aim to detect failures and issues early.
This system should be extensible and allow for custom health checks to be added with ease."
"## Context

The `Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\Subscriber\TestPreparationStartedSubscriber` only allows
the `Shopware\Tests\Unit` namespace to be considered when enabling the major feature in the unit tests suite.","## Decision  
We will modify the `TestPreparationStartedSubscriber` to allow configurable test namespaces for feature flag enabling, rather than hardcoding enforcement to only `Shopware\Tests\Unit`.

The current restriction limits flexibility and creates unnecessary friction when organizing or expanding unit tests outside the predefined namespace (e.g., for component-specific or integration-style unit tests that still belong in a broader ""unit"" category).

To maintain control while improving extensibility:
1. The list of allowed namespaces for major feature flag activation during test preparation will be configurable via a central testing configuration.
2. A default configuration will include `Shopware\Tests\Unit` to preserve existing behavior.
3. Additional namespaces can be added per project or suite needs without modifying core extension code.

This change supports better separation of concerns, improves test organization freedom, and aligns with principles of configurability and modularity — allowing teams to structure tests appropriately while retaining the safety and intent of feature-flag-aware testing.","## Decision

To be able to unit test the upcoming major feature in other plugins we will enable the possibility to add other
namespaces to
the `Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\Subscriber\TestPreparationStartedSubscriber`.

We'll add a static method called `addNamespace()` method to the
`Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\FeatureFlagExtension` and by this we are able to add other namespaces
to the allowlist of the namespaces to be considered when enabling the major flags in the unit test suite.

This can be useful for plugins that wants to enable the major flags in their unit tests suite.

Therefore, add the extension to the extension list in the `phpunit.xml`:

```xml

<extensions>
    ...
    <bootstrap class=""Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\FeatureFlagExtension""/>
</extensions>
```

And register your test namespace in your test bootstrap file:

```php
FeatureFlagExtension::addTestNamespace('Your\\Unit\\Tests\\Namespace\\');
```

For example, in the Commercial plugin, we added the following code to the `tests/TestBootstrap.php` file:

```php
FeatureFlagExtension::addTestNamespace('Shopware\\Commercial\\Tests\\Unit\\');
```"
