context,decision,predicted_decision
"## Context

Vue 3 introduced a new compatibility mode to ease the migration from Vue 2 to Vue 3. This mode is enabled by default
and allows the use of most Vue 2 features in a Vue 3 application. This mode is only recommended for the transition period
and should be turned off as soon as possible.

We have kept the compatibility mode enabled in the administration because it makes it easier for plugins to migrate 
and results in fewer breaking changes during the major release. This splits the work of migrating the administration
and the plugins into two separate majors instead of one.","## Decision

We have decided to keep the Vue 3 compatibility mode enabled in the administration application for the duration of the transition period. This approach allows the administration to continue supporting most Vue 2 features, thereby minimizing breaking changes during the major release. It also enables plugin developers to migrate their plugins independently and at a more manageable pace, effectively splitting the migration effort into two separate major updates: one for the administration and one for the plugins.

This decision prioritizes a smoother and less disruptive migration experience for both the core administration and plugin ecosystem. Once the plugins have been updated and the migration is complete, we will disable the compatibility mode to fully embrace Vue 3's new features and improvements.","## Decision

Migrating all components in one by disabling the compatibility mode for the whole administration is a huge task and
would make it hard to keep the administration stable during the migration. We decided to disable the compatibility mode
per component level. This allows us to migrate components one by one and keep the administration stable during the migration.

This gives all teams and plugin developers the possibility to migrate their components to Vue 3 without waiting for the
whole administration to be migrated and for the global removal of the compatibility mode.

To activate the new mode, the `DISABLE_VUE_COMPAT` feature flag must be enabled. Then, it is possible to disable the
compatibility mode on a per-component level by setting the `compatConfig` option in the component to our custom configuration.
This custom configuration is exposed in `Shopware.compatConfig` and has all compatibility features disabled if the 
feature flag is activated."
"## Context
It was brought to our attention that the latest version of Vuex `4.1.0` contains a bug that destroys getter reactivity under specific circumstances. The proposed fix was to downgrade to `4.0.2`. However, downgrading was not possible as `4.0.2` contains other bugs that caused modules to fail.","## Decision  
Given the critical bug in Vuex `4.1.0` that breaks getter reactivity and the incompatibility issues in `4.0.2`, we have decided to refrain from downgrading Vuex at this time. Instead, we will:  

- Temporarily freeze the Vuex version at `4.1.0` and implement workarounds in the application code to mitigate the getter reactivity issues where possible.  
- Monitor the Vuex repository closely for patches or updates that address the getter reactivity bug without introducing new module failures.  
- Evaluate alternative state management libraries or solutions if the issue persists beyond a reasonable timeframe and severely impacts application stability or developer productivity.  

This approach balances stability and reactivity correctness until an official fix is released.","## Decision
Pinia is the new documented standard with Vue 3; therefore, we will switch to Pinia."
"## Context

In our current architecture, we rely heavily on PHP decoration, Adapter, and Factory patterns to allow for extensions and customizations by third-party developers. While these patterns are effective, they present significant challenges:

1. **Backward and Forward Compatibility:**
    - Maintaining backward and forward compatibility with these patterns is complex and labor-intensive. Each change or update can potentially break existing extensions or require extensive rework to ensure compatibility.

2. **Process Extension Limitations:**
    - These patterns do not inherently allow for the extension of subprocesses unless these subprocesses are extracted into separate classes and interfaces. This extraction often results in a proliferation of interfaces, abstract classes, and their implementations.

3. **Proliferation of Code:**
    - The need to extract subprocesses into separate entities leads to an overwhelming number of interfaces and abstract classes. This proliferation makes the codebase more difficult to understand and maintain, and increases the cognitive load on developers.","## Decision

To address these challenges, we will transition from relying primarily on PHP decoration, Adapter, and Factory patterns toward a more modular and declarative extension mechanism based on a plugin architecture coupled with event-driven and service container approaches.

Specifically:

- **Adopt a Plugin System:** Introduce a formal plugin system where extensions can register themselves via configuration files or metadata, enabling clean and explicit extension points without pervasive use of decoration or adapters.

- **Leverage Event-Driven Architecture:** Use an event dispatcher to allow third-party developers to hook into key lifecycle events and subprocesses, facilitating extensibility without rigid inheritance hierarchies or deep decoration chains.

- **Utilize Dependency Injection Container:** Employ a service container to manage dependencies and allow for flexible substitution or decoration of services in a more controlled manner, improving maintainability and testability.

This approach will reduce coupling, improve backward and forward compatibility by isolating extensions, and minimize the proliferation of interfaces and abstract classes by centralizing extension points and subprocess hooks. It will also lower the cognitive load on developers by providing clear, declarative mechanisms for extension and customization.","## Decision

To address these challenges, we have decided to transition to an event-based extension system. This new approach will replace the existing decoration, Adapter, and Factory patterns as the primary method for extending and customizing our system."
"## Context

Currently, our component tests in Jest are running with enabled compat mode. To remove the compat mode for each
component, we need to add a new Jest runner with disabled compat mode to make sure that the tests are running without compat mode.","## Decision

We will introduce a new Jest runner configuration specifically for running component tests with compat mode disabled. This new runner will coexist alongside the existing compat mode runner, allowing us to gradually migrate components to run without compat mode. By doing this, we can ensure tests run accurately in both modes during the transition period without disrupting existing test coverage. Over time, as all components are updated and verified to work without compat mode, we will deprecate and remove the compat mode runner configuration.","## Decision

I added a new runner command in the NPM scripts to run the Jest tests without compat mode. The new runner command is
`unit:disabled-compat` and `unit-watch:disabled-compat`. Also, the composer commands are added to run the tests. These commands are `admin:unit:disabled-compat` and `admin:unit-watch:disabled-compat`. These commands are using the environment variable `DISABLE_JEST_COMPAT_MODE` to disable the compat mode.

For the pipeline, I added a new stage to run the Jest tests without compat mode. The stage is `Jest (Administration with disabled compat mode)`.

To mark a test file working without the compat mode you need to add a comment with the `@group` tag. The tag is `@group disabledCompat`.

Example:
```javascript
/**
 * @package admin
 * @group disabledCompat
 */

import { mount } from '@vue/test-utils';

async function createWrapper() {
...
```

With this tag, the test file is running without compat mode. To make a component working for both modes, you can use the
compatUtils helper function from Vue compat:
```javascript
// Example
import { compatUtils } from '@vue/compat';

...

if (compatUtils.isCompatEnabled('INSTANCE_LISTENERS')) {
    return this.$listeners;
}

return {};

...
```


Important: the test still runs also with compat mode activated in parallel."
"## Context

In some instances, a system rollout was completed where an error in certain system functionalities was not detected until the system was live.

A software system is made up of many components that work together to provide a service. The software system can still be healthy even if some of its components are not fully in a healthy state.  System health checks are a way to monitor the health of a system and detect failures early.","## Decision

To improve early detection of errors during system rollouts, we will implement comprehensive, component-level health checks that run continuously in pre-production and production environments. These health checks will monitor each critical component's status independently, allowing us to detect partial failures even when the overall system appears healthy. 

Additionally, we will integrate automated validation tests that exercise key functionalities during deployment processes, ensuring that errors are caught before the system is fully live. By combining detailed health monitoring with automated rollout validations, we can detect and address faults early, minimizing the impact of errors discovered post-deployment.","## Decision

We will implement system health checks in Shopware to monitor certain parts of the system with the aim to detect failures and issues early.
This system should be extensible and allow for custom health checks to be added with ease."
"## Context

The `Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\Subscriber\TestPreparationStartedSubscriber` only allows
the `Shopware\Tests\Unit` namespace to be considered when enabling the major feature in the unit tests suite.","## Decision

To ensure that the major feature flag is only enabled during unit tests within the `Shopware\Tests\Unit` namespace, we will retain the current implementation of the `TestPreparationStartedSubscriber`. This subscriber will continue to restrict the feature flag activation exclusively to the `Shopware\Tests\Unit` namespace during the PHPUnit test preparation phase. By doing so, we maintain isolation of the feature flag to the intended test scope, preventing unintended side effects in other test suites or namespaces.","## Decision

To be able to unit test the upcoming major feature in other plugins we will enable the possibility to add other
namespaces to
the `Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\Subscriber\TestPreparationStartedSubscriber`.

We'll add a static method called `addNamespace()` method to the
`Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\FeatureFlagExtension` and by this we are able to add other namespaces
to the allowlist of the namespaces to be considered when enabling the major flags in the unit test suite.

This can be useful for plugins that wants to enable the major flags in their unit tests suite.

Therefore, add the extension to the extension list in the `phpunit.xml`:

```xml

<extensions>
    ...
    <bootstrap class=""Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\FeatureFlagExtension""/>
</extensions>
```

And register your test namespace in your test bootstrap file:

```php
FeatureFlagExtension::addTestNamespace('Your\\Unit\\Tests\\Namespace\\');
```

For example, in the Commercial plugin, we added the following code to the `tests/TestBootstrap.php` file:

```php
FeatureFlagExtension::addTestNamespace('Shopware\\Commercial\\Tests\\Unit\\');
```"
"## Context

Our Vue.js application currently uses the Options API, which is the traditional way of writing Vue components in Vue 2. With the release of Vue 3, the Composition API was introduced, offering improved code organization, better TypeScript support, and enhanced reusability of component logic. For more detailed information about the reasons for migrating to the Composition API, see the [documentation entry](https://developer.shopware.com/docs/guides/plugins/plugins/administration/system-updates/vue-native.html).

To modernize our codebase and take advantage of these benefits, we need to migrate our existing Vue 2 Options API components to use the Vue 3 Composition API. Manual conversion of numerous components would be time-consuming and error-prone. Therefore, we need an automated solution to assist in this migration process.","## Decision

We will adopt an automated migration tool to convert our existing Vue 2 Options API components to Vue 3 Composition API syntax. This tool will parse and transform component code, minimizing manual effort and reducing the risk of errors during migration. The migration process will be integrated into our development workflow, including code review steps to ensure correctness and maintainability of the transformed components. By leveraging automation, we aim to accelerate the upgrade while maintaining code quality and consistency throughout the codebase.","## Decision

We have decided to implement a Codemod in the form of an ESLint rule to automatically convert Vue 2 Options API components to Vue 3 Composition API. This Codemod will:

1. Identify Vue component definitions in the codebase.
2. Convert the following Options API features to their Composition API equivalents:
    - Convert `data` properties to `ref` or `reactive`.
    - Convert `computed` properties to `computed()` functions.
    - Convert `methods` to regular functions within the `setup()` function.
    - Convert lifecycle hooks to their Composition API equivalents (e.g., `mounted` to `onMounted`).
    - Convert Vue 2 specific lifecycle hooks to their Vue 3 equivalents.
    - Convert `watch` properties to `watch()` functions.
    - Handle `props` and `inject` conversions.
    - Replace `this` references with direct references to reactive variables.
    - Convert writable computed properties.
    - Handle reactive object reassignments using `Object.assign`
    - Handle correct usage of `ref` and replace the access to the value with `.value`.

3. Generate a `setup()` function containing the converted code.
4. Add necessary imports for Composition API functions (e.g., `ref`, `reactive`, `computed`, `watch`).

The Codemod will be implemented as an ESLint rule to leverage the existing ESLint ecosystem and allow for easy integration into our development workflow."
"## Context
The current block system relies on TwigJs for creating reusable and extendable component template.
This system allows plugin developers to override or extend content in predefined blocks using TwigJsÃÂÃÂ¡ÃÂÃÂ¯s inheritance mechanisms. Vue.js offers a more dynamic and reactive component-based architecture which is better suited for modern frontend development.

To replace TwigJs with a native Vue.js approach we need to introduce two new component `sw-block` and `sw-block-parent`.

The new `sw-block` and `sw-block-parent` components in Vue.js aim to replicate and improve on the TwigJs block system by providing a component-based approach. These components offer enhanced flexibility by allowing dynamic content overriding and extension directly in VueÃÂÃÂ¡ÃÂÃÂ¯s templating and reactivity model.","## Decision

We will replace the existing TwigJs-based block system with a native Vue.js component-based system by introducing two new components: `sw-block` and `sw-block-parent`. This change will leverage Vue.js’s templating and reactivity features to provide a more dynamic, flexible, and intuitive way for plugin developers to override and extend content within predefined blocks. The new system will maintain the concept of content inheritance and extensibility but shift to a modern frontend architecture that better supports component reusability, reactivity, and maintainability.","## Decision
We have decided to migrate from the TwigJs-based block system to the Vue.js-based `sw-block` system. This decision aligns with the following goals:

1. **Uniform Frontend Stack**: Vue.js is already used for the frontend in Shopware Administration. Moving blocks from TwigJs to Vue.js creates consistency in the technology stack, simplifying development and reducing the cognitive load on developers who previously had to switch between TwigJs and Vue.js.

2. **Improved Flexibility**: With Vue.js blocks we have control over the provided access to the componentÃÂÃÂ¡ÃÂÃÂ¯s internals, allowing for more granular control over block behavior and content. This allows us to create a public API for any component, making it easier to extend and modify internal behavior, without breaking the public API."
"## Context

Currently, all product prices that are displayed in the default Storefront have an asterisk `*` next to them, for example: `ÃÂÃÂ 50,00 *`
This asterisk refers to the tax and shipping costs information in the page footer `* All prices incl. VAT plus shipping costs and possible delivery charges, if not stated otherwise.`

Using the asterisk `*` next to every price has several downsides that we want to address:","## Decision

We will replace the asterisk `*` next to product prices with a tooltip icon or a hover-over info indicator that explicitly explains the tax and shipping cost details. This approach keeps the price display clean and avoids confusion caused by the asterisk, while still providing clear and accessible information about additional costs.

Specifically, the following changes will be made:
- Remove the asterisk `*` from all product price labels.
- Add a small information icon (e.g., an ""i"" in a circle) next to the price.
- On hover or tap of this icon, display a tooltip or popover that reads: ""All prices include VAT plus shipping costs and possible delivery charges, if not stated otherwise.""
- Ensure the footer note is either simplified or removed to avoid redundancy.

This decision improves user experience by making the cost information more discoverable and less visually intrusive, aligning with modern UI/UX best practices.","## Decision

The asterisk `*` next to every price will be removed because of the reasons mentioned above.
In most areas of the Storefront, the information that the asterisk `*` refers to is already given, and it is therefore redundant.
In areas where the asterisk `*` was actually needed, it will be replaced by the actual text ""Prices incl. VAT plus shipping costs"" instead to resolve the accessibility issues."
"## Context

To comply with Web Content Accessibility Guidelines (WCAG), we aim to make Shopware 6's document solution accessible (A11y-compliant). This ensures that our solution remains usable while meeting legal requirements and making documents accessible to customers with disabilities. 

Currently, our PDF generation library, DomPDF, does not meet accessibility standards, posing a significant challenge.","## Decision

We will replace DomPDF with an accessibility-compliant PDF generation library that fully supports WCAG guidelines. After evaluating available options, we have chosen to integrate PrinceXML as the new PDF renderer due to its robust support for tagged PDFs, semantic structure, and other accessibility features.

This change requires refactoring the document generation pipeline in Shopware 6 to accommodate PrinceXML’s input format and API. Additionally, we will implement automated tests to validate accessibility compliance of generated PDFs to ensure ongoing adherence to A11y standards. 

If technical constraints or licensing costs of PrinceXML present challenges, we will explore open-source alternatives such as PDFTron or wkhtmltopdf with accessibility plugins, ensuring accessibility remains the priority. Transitioning to an accessibility-compliant library thus addresses the current limitation of DomPDF and aligns our solution with legal and ethical accessibility requirements.","## Decision

We have decided to make HTML documents available in addition to PDF documents, as these are more accessible.

- **Better for Accessibility**: HTML is naturally organized, making it easier for accessibility tools to read and present content to people with disabilities.

- **Lack of Support**: As our current PDFs lack support for accessibility. Few tools, especially in PHP, can create accessible tagged PDFs, making it difficult to maintain PDF accessibility.

- **Industry Trends**: Many organizations are already moving from PDFs to HTML for accessibility. For example, government websites have been required to meet accessibility standards since the early 2000s. Most of them now use HTML for most of their content because it meets these standards better.

Providing HTML documents aligns with these trends and ensures we are using best practices for accessibility."
"## Context
The existing rule system is flexible but complex, making it difficult to evolve and maintain. Allowing unrestricted extensions of rule classes slows down improvements and increases the complexity of the system.

See RFC: https://github.com/shopware/shopware/discussions/5785","## Decision

We will introduce a well-defined extension mechanism for the rule system that restricts arbitrary subclassing of rule classes. Instead of allowing unrestricted creation of new rule subclasses, we will establish a plugin-based or configuration-driven approach where new rules can be added through registered handlers or factories adhering to a stable interface.

This approach will:

- Reduce complexity by limiting direct subclassing
- Enable easier maintenance and evolution of the rule system
- Allow controlled extensibility through clear extension points
- Foster consistency and predictability in how rules are defined and integrated

We will document the extension guidelines and provide tooling support to assist developers in implementing new rules within the approved framework.","## Decision
We will mark existing rule classes as internal, limiting direct usage by third parties. Developers should create new rule classes instead of modifying existing ones. 

Nearly all rule classes will be marked as internal, with a few exceptions: 

```
LineItemOfTypeRule
LineItemProductStatesRule
PromotionCodeOfTypeRule
ZipCodeRule
BillingZipCodeRule
ShippingZipCodeRule
```

These classes will remain public for now, because they rely on configuration which is reasonably expected to be extended by third-party developers."
"## Context

The Storefront JavaScript currently offers a helper class `src/helper/iterator.helper.js` that can iterate over different objects like Maps, FormData, plain arrays etc.
Using this approach has several downsides we want to address.

* It creates an unnecessary abstraction over the native alternative. Very often the `Iterator.iterate()` directly uses js plain `forEach` loop without any additional logic. Using the abstraction is actually creating more complexity.
* It prevents the developer from using the appropriate loop for the given data type and instead passes it to an iterator that does it with arbitrary data types.
* The iterator is a special shopware syntax that needs to be understood and documented. It is way easier to use web standards that everyone knows and that is also officially documented already.
* The usage throughout the codebase is inconsistent and the iterator helper is used alongside the native loops which can create confusion.
* It creates the impression that the data that is being iterated is some special custom object that needs a special iterator helper. In reality, it is a simple `NodeList` in 90% of the time.
* It creates an additional dependency/import in every file that is using it.","## Decision

We will deprecate and remove the `src/helper/iterator.helper.js` abstraction and refactor the codebase to use native JavaScript iteration methods consistently. From now on, developers should use standard iterations such as `forEach`, `for...of` loops, or other appropriate native loops depending on the data structure (e.g., `for...of` for arrays and NodeLists, `for...of` or `for...of` with `.entries()` for Maps, etc.).

This decision aligns with web standards, reduces complexity and cognitive overhead, improves code readability and consistency across the codebase, and eliminates unnecessary dependencies and imports. Documentation and developer guidelines will be updated to reflect and encourage this native iteration practice.","## Decision

For all the above reasons we have decided to deprecate `src/helper/iterator.helper.js`, stop using it, and use native alternatives instead.
We want to have a more lean and simple Storefront JavaScript that needs less special things to learn and understand."
"## Context

Currently, flows are executed during the business process. A business
process is any event that is triggered by the user, like a checkout or
a product update. Flows are used to react to these events and execute user defined actions.

There are several downsides to this approach. The most straightforward is the possibility of a fatal error during
the execution of any flow. This will inevitably cancel the in progress business process. While there are remedies in place
to avoid any trivial errors in flow execution disrupting the business process, certain errors can not be avoided.

Further, even if all flows execute without error, they noticeably impact business process performance. Flows are often 
employed to, for example, send mails, an expensive operation that is not necessary to complete the business process.

In addition to these concrete disadvantages, there are also some more abstract ones. For one, currently flows are executed directly
from a decorator of Symfony's `EventDispatcher`, leading to cumbersome debugging and bloated stack traces. This would
be improved if flows are executed by a dedicated event listener. Additionally moving flows to their own execution
environment would not only simplify debugging, but also potentially make expanding their capabilities easier.

> *The following is all experimental and only takes effect if the associated feature flag `FLOW_EXECUTION_AFTER_BUSINESS_PROCESS` is enabled*","# Decision

Flows will be executed asynchronously after the business process completes successfully, triggered by a dedicated event listener rather than directly during the business process execution or from an EventDispatcher decorator. This behavior will be controlled by a feature flag `FLOW_EXECUTION_AFTER_BUSINESS_PROCESS` to allow gradual adoption and experimentation.

# Rationale

- Executing flows after the business process avoids the risk of fatal errors in flows terminating or rolling back the main business operation.
- Decoupling flow execution improves performance of the business process by avoiding expensive or non-essential operations like email sending from blocking core activities.
- Using a dedicated event listener for flow execution simplifies debugging by reducing stack trace complexity and separating concerns.
- Running flows in their own execution environment facilitates easier extension, improved isolation, and error handling.
- A feature flag allows incremental rollout and validation of this approach without disrupting existing behavior.

# Implications

- Business processes become more robust and performant since flows no longer block or interfere directly.
- Flow execution errors won't impact the main process but must be monitored separately.
- Developers need to adapt to new debugging and tracing patterns for flows.
- Eventually, all flow execution can migrate to asynchronous handling, paving the way for further enhancements.","## Decision


We will move the flow execution after the business process. As outlined above we believe that this will simplify the
development around flows, while also improving their performance and safeguarding the main execution environment.

To ensure that flows are executed as close to the business process that triggered them as possible, we will
'queue' the flow execution. This means that flows will be executed after the business process has finished.
Flows are stored in memory and executed as soon as the execution environment signals, that it has
finished a unit of work. The associated events are as follows:

1. After a controller action has been executed (Web) => `KernelEvents::TERMINATE`
2. After a queued message has been processed (Queue) => `WorkerMessageHandledEvent`
3. After a command has been executed (CLI) => `ConsoleEvents::TERMINATE`

Another option would be to handle flow executions as queue messages. This would entirely remove
flow executions from the runtime of the business process. While this would be a simpler solution,
it would both make debugging more complex and introduce an unpredictable delay between the business
process and the flow execution. While this delay could be mitigated by using a high priority queue,
it could not reliably be kept under a certain threshold. To entirely avoid this delay, we decided
that the flow execution should be handled as close to the business process as possible."
"## Context and Problem Statement

We want to record architectural decisions made in this project.
Which format and structure should these records follow?","## Decision

We will adopt the widely recognized Architectural Decision Record (ADR) format as popularized by Michael Nygard. Each ADR will be a plain text or markdown file that captures the key elements of the decision making process, including context, decision, status, consequences, and alternatives considered. This structure ensures clarity, consistency, and ease of maintenance. The ADR files will be stored in a dedicated directory within the project repository (e.g., `/docs/adr/`) to keep them organized and easily accessible for future reference.","## Decision Outcome

Chosen option: ""MADR 2.1.2"", because

* Implicit assumptions should be made explicit.
  Design documentation is important to enable people understanding the decisions
  later on.
* The MADR structure is comprehensible and facilitates usage & maintenance."
"## Context and Problem Statement

The Metadata API provides a modern Python API for accessing individual pieces
of metadata. It does not provide any wider context help to someone looking to
implement a TUF repository.

The legacy python-tuf implementation offers tools for this but suffers from
some issues (as do many other implementations):
* There is a _very_ large amount of code to maintain: repo.py,
  repository_tool.py and repository_lib.py alone are almost 7000 lines of code.
* The ""library like"" parts of the implementation do not form a good coherent
  API: methods routinely have a large number of arguments, code still depends
  on globals in a major way and application (repo.py) still implements a lot of
  ""repository code"" itself
* The ""library like"" parts of the implementation make decisions that look like
  application decisions. As an example, repository_tool loads _every_ metadata
  file in the repository: this is fine for CLI that operates on a small
  repository but is unlikely to be a good choice for a large scale server.","## Decision

We will design and implement a new, coherent, and modular repository management library for TUF in Python that builds on top of the modern Metadata API. This new library will encapsulate repository logic and workflows in a clear, well-structured API, avoiding the pitfalls of the legacy codebase by:

- Minimizing code duplication and reducing overall code size through modular design and clear separation of concerns.
- Providing concise, explicit method interfaces with well-defined arguments to replace sprawling functions relying on globals.
- Avoiding assumptions about application-specific behavior within the library, instead exposing flexible hooks or configuration options that allow diverse usage patterns (e.g., loading metadata files on-demand rather than all at once).
- Clearly distinguishing between library-level repository manipulation and application-level concerns, enabling reuse across different tools and contexts with better maintainability and scalability.

This approach will improve developer experience, facilitate large-scale server implementations, and enable better long-term maintenance of the TUF repository tooling ecosystem.","## Decision Drivers

* There is a consensus on removing the legacy code from python-tuf due to
  maintainability issues
* Metadata API makes modifying metadata far easier than legacy code base: this
  makes significantly different designs possible
* Not providing a ""repository library"" (and leaving implementers on their own)
  may be a short term solution because of the previous point, but to make
  adoption easier and to help adopters create safe implementations the project
  would benefit from some shared repository code and a shared repository design 
* Maintainability of new library code must be a top concern
* Allowing a wide range of repository implementations (from CLI tools to
  minimal in-memory implementations to large scale application servers)
  would be good: unfortunately these can have wildly differing requirements"
"## Context

Primer React components was originally released without TypeScript type definitions, making it difficult for engineers to consume the library in TypeScript applications. In [July 2019](https://github.com/primer/react/commit/2983c935ea9ad600c04078adb25e40c3624c11fa#diff-7aa4473ede4abd9ec099e87fec67fd57afafaf39e05d493ab4533acc38547eb8), we created an [ambient declaration](https://www.geeksforgeeks.org/typescript-ambients-declaration/) file (`index.d.ts`) file to provide type definitions for TypeScript applications without having to rewrite Primer React components in TypeScript.

`index.d.ts` has been an effective stopgap, enabling teams to build complex applications with Primer React components and TypeScript. However, because `index.d.ts` is disconnected from the implementation code, we've struggled to keep the type definitions up-to-date and accurate, as evidenced by [many](https://github.com/primer/react/issues/906) [TypeScript](https://github.com/primer/react/issues/540) [bug](https://github.com/primer/react/issues/520) [reports](https://github.com/primer/react/issues/534). As the library continues to grow in size and complexity, manually maintaining type definitions will become unsustainable.","## Decision

We will migrate Primer React components from JavaScript with separate ambient TypeScript declarations to full TypeScript implementation. This means rewriting the component source code in TypeScript and co-locating type definitions with the implementation. By doing so, type definitions will remain accurate and synchronized with the codebase, reducing TypeScript-related bugs and improving developer experience for consumers of the library. Additionally, this migration will enable better editor support and easier maintenance as the library evolves.","## Decision

We will rewrite Primer React components in TypeScript."
"## Context

In Primer React and consuming applications, we use many different patterns for creating React components. Two common patterns are:

1. Creating components with styled-components

   ```tsx
   const Avatar = styled.img.attrs<StyledAvatarProps>(props => ({
     height: props.size,
     width: props.size,
   }))<StyledAvatarProps>`
     display: inline-block;
     overflow: hidden;
     line-height: ${get('lineHeights.condensedUltra')};
     border-radius: ${props => getBorderRadius(props)};
     ${sx}
   `
   ```

   [Show full code example ÃÂÃÂ¡ÃÂÃÂº](https://github.com/primer/react/pull/2019/files?diff=split&w=0)

2. Creating components with Box

   ```tsx
   const Avatar: React.FC<AvatarProps> = ({size = 20, alt = '', square = false, sx = {}, ...props}) => {
     const styles: BetterSystemStyleObject = {
       display: 'inline-block',
       overflow: 'hidden',
       lineHeight: 'condensedUltra',
       borderRadius: getBorderRadius({size, square}),
     }

     return (
       <Box
         as=""img""
         alt={alt}
         sx={merge<BetterSystemStyleObject>(styles, sx)} // styles needs to merge with props.sx
         {...props}
       />
     )
   }
   ```

   [Show full code example ÃÂÃÂ¡ÃÂÃÂº](https://github.com/primer/react/pull/2019/files?diff=split&w=0)

&nbsp;","## Decision

We will standardize on using the Box component pattern for creating React components in Primer React and consuming applications.

### Rationale

- **Consistency:** Using Box provides a single consistent method for styling components across the codebase.

- **Flexibility:** Box allows for dynamic merging of styles via the `sx` prop, enabling easier style overrides and theming without the constraints of styled-components syntax.

- **Performance:** Box components leverage the underlying system efficiently, potentially resulting in better runtime performance and easier debugging.

- **Developer Experience:** Using Box keeps the component code straightforward and declarative, enabling clearer separation between styles and markup.

- **Maintainability:** Consolidating on Box reduces maintenance overhead by avoiding multiple styling paradigms and simplifies onboarding for new contributors.

This decision promotes a unified, flexible, and maintainable approach to building components in our React ecosystem.","## Decision

Prefer using method #2: Creating components with Box for the following reasons:

- Better authoring experience with Typescript. With Box, we can improve the API and autocomplete for consuming primitives. [See research](https://github.com/github/primer/discussions/755#discussioncomment-2318144)
- The styling library (i.e. styled-components) becomes an implementation detail and can be changed later with minimal breaking changes for consumers. (Avoids leaky abstractions)
- We have had issues with exporting types, we can increase confidence by keeping the exported types close to what we author.

See diff for moving Avatar from approach 1 to 2: https://github.com/primer/react/pull/2019/files?diff=split&w=0"
"## Context

`Drafts` were introduced in [ADR-006](./adrs/adr-006-drafts.md) as a way of creating components outside of the root bundle of `@primer/react`. This helps us create, test and maintain multiple versions of the same component in parallel.

Example:

```js
// default version of component exported from root of package
import {UnderlineNav} from '@primer/react'

// new version of component exported from /drafts
import {UnderlineNav} from '@primer/react/drafts'
```

We have also used this method for components that are still a work in progress and we don't want developers to start using them in production without collaborating with us first.

Example:

```js
// this component only exists in drafts and not in the roof of the package
import {TreeView} from '@primer/react/drafts'
```","## Decision

We will continue using the `drafts` folder and the `@primer/react/drafts` import path pattern to isolate components that are experimental, under active development, or represent new versions of existing components. This approach allows us to:

- Maintain multiple component versions in parallel without impacting the stable public API.
- Enable developers to test and iterate on new designs and APIs without prematurely exposing them as stable.
- Clearly communicate the stability and readiness of components via their import path, discouraging production use of unstable components.
- Simplify migration and adoption by allowing opt-in usage of draft components.

We will maintain documentation and guidelines encouraging use of the draft import for experimental components and tracking promotion of these components into the main package exports once they are stable and ready for production. This strategy balances innovation and stability, streamlining component evolution within the `@primer/react` library.","## Decision

We should drop the `draft` label and use `experimental` instead.

While not completely accurate (UnderlineNav2 is much more polished than `experimental` maturity), the lack of confusion makes it a good trade-off.

Fine-grained information about component maturity, useful for maintainers, is also communicated by the [status checklist in the component documentation](https://primer.style/react/drafts/UnderlineNav2#status)."
