context,decision,predicted_decision
"## Context
We often need a way between the different Shopware versions to provide a one-time update for data. This is currently done on the way to extend an indexer to this logic and then trigger this via a migration. 
This is of course a possible way to enable certain migrations of data, but this migration is also executed again and again when the indexer is executed. 
With certain data this is critical and can lead to system errors. For example, the one-time migration of media path information.","## Decision
We will remove the current way of extending the indexer to enable migrations.
Instead, we will add an additional service called `DataUpdater` that will serve as a central location to enable one-time migrations for data between different Shopware versions.
The advantages of this approach are:
- A clear separation between the migration logic and the indexer logic.
- The migrations are only executed once when the `DataUpdater` is triggered, thus avoiding repeated executions and potential system errors.
- The `DataUpdater` can be triggered via a migration, ensuring that the data migration is part of the Shopware update process.
- The `DataUpdater` can be extended by modules to provide their own data migrations.","## Decision

We implement a new `PostUpdateIndexer`. This is an extension of the `EntityIndexer` and the system can be adapted 1:1. Also, the indexing registration via database migration can be adapted 1:1. 
However, the indexer is not triggered via the `IndexerRegistry` when a full re-index or an entity written event is triggered.
These indexers are only included after the update process.
In addition to the one-time update of the data, we then often also provide a command that can be used to trigger the migration of the data again."
"## Context
Our current development process uses ['Experimental features'](./2023-05-10-experimental-features.md) to publish features in an early state to gather feedback regarding those features.
During the implementation, developers may encounter challenges related to the effective management of extensive code scattered throughout the platform, particularly in connection with specific experimental features. This codebase fragmentation presents impediments to the tracking, maintenance, and comprehensive understanding of each feature's scope, thereby hindering our development progress.
 
Potential problems:
* Update `stableVersion` property for Prolonged Experiments
    * When a decision is made to extend an experiment, locating all relevant sections of code for updating the property `stableVersion` in `@experimental` annotation becomes a cumbersome task.
* Deprecation of Killed Features
    * Identifying and marking as deprecated the components associated with a deprecated experimental feature is problematic, particularly when multiple experimental features coexist simultaneously within the platform.
    * The ['Experimental features'](./2023-05-10-experimental-features.md) stipulates the ""Killing Feature"" rule, which mandates that a feature must remain within the platform's codebase until the next major version and be appropriately marked as deprecated. However, it is hardly possible to check with current annotation.

In all the above case main problem is detection to which feature belongs experimental code.","## Decision

We will introduce a new directory named `_experiments` inside `packages/`, which will serve as a centralized location for all experimental features. Each experimental feature will have its own dedicated subdirectory within `_experiments`.
This new directory will be structured as follows:

```
packages/
|-- _experiments/
|   |-- <experiment-name>/
|   |   |-- src/
|   |   |-- package.json
|   |   |-- tsconfig.json
|   |-- <another-experiment-name>/
|       |-- src/
|       |-- package.json
|       |-- tsconfig.json
|-- <existing-package>/
```

Here's how this new structure will address the identified problems:

*   **Update `stableVersion` property for Prolonged Experiments:** Each experimental feature will have its own `package.json` file. This allows us to define the `stableVersion` within the feature's dedicated package. When an experiment is extended, only the `package.json` file within that specific experiment's directory needs to be updated. This eliminates the need to scan through the entire codebase.

*   **Deprecation of Killed Features:** When an experimental feature is deprecated (""killed""), its entire subdirectory within `_experiments` can be easily identified and marked as deprecated (e.g., by updating its `package.json` with a deprecation flag or by moving it to an `_archived_experiments` directory if we choose to retain it for a major version). This provides a clear and contained way to manage deprecated features, even when multiple experiments are active.

By centralizing experimental features into their own dedicated directories, we achieve a more organized and maintainable codebase. This structure improves the traceability, maintenance, and overall understanding of each experimental feature's scope, leading to more efficient development and adherence to our experimental feature guidelines.","## Decision
To address the existing challenges, we propose implementing a refined approach to the use of the `@experimental` annotation. 

The key modifications are as follows:
* Mandatory `feature` property: 
  * Every `@experimental` annotation will now require a mandatory `feature` property. This property is a string that must contain the name of the associated feature.
* Uniform feature Naming: 
  * To enhance code organization and traceability, all sections of code related to a particular feature must use the same feature name in the `feature` property of the `@experimental` annotation.
  * Feature names should follow the conventions.
    * Feature names cannot contain spaces
    * Feature names should be written in `ALL_CAPS`."
"## Context
In the current implementation, there exists a challenge for extension developers in uniquely identifying payment and shipping methods using identifiers.
This issue is particularly significant for app servers, as it necessitates calls to the Shopware Admin API for the identification of payment and shipping methods based on their respective IDs.","## Decision
Introduce a new concept of a **technical name** for payment and shipping methods. The technical name will serve as a permanent, unambiguous identifier for these methods, remaining consistent across different instances and over time.

### Key Aspects:
*   **Unique Identification**: Each payment and shipping method will be assigned a unique technical name.
*   **Stability**: Once assigned, a technical name will not change, providing a stable reference even if the display name or other properties of the method are altered.
*   **Developer-Friendly**: App servers and other extensions will be able to reference payment and shipping methods directly by their technical name, eliminating the need for dynamic lookups via the Admin API using internal IDs.
*   **Consistency Across Instances**: The technical name will be consistent across different Shopware instances (e.g., development, staging, production), simplifying deployment and configuration management for extensions.

### Workflow:
1.  **Definition**: When a new payment or shipping method is created (either by Shopware core, a plugin, or a custom development), a technical name will be defined for it.
2.  **Referencing**: Extension developers will use this technical name in their code to identify and interact with specific payment and shipping methods.
3.  **API Integration**: The Shopware APIs (including the Store API and potentially the Admin API for certain operations) will be updated to allow identification and interaction with payment and shipping methods using their technical name.

This decision directly addresses the challenge of identifying payment and shipping methods by providing a robust and consistent identifier, thereby improving the developer experience and reducing the complexity of integrating with Shopware.","## Decision
We will introduce a new property called `technicalName` to both the `payment_method` and `shipping_method` entities.
This `technicalName` property will serve as a unique identifier for payment and shipping methods, significantly simplifying the identification process.

While the `technicalName` field will be optional within the database and API to ensure backward compatibility, it will be made mandatory in the Administration.
This ensures that merchants will update their payment and shipping methods accordingly for the upcoming requirement.
An unique index will ensure uniqueness.
Starting from version 6.7.0.0, this `technicalName` field will also become required within the database and the API.

As part of the database migration process, the `technicalName` field will be automatically generated for the default payment and shipping methods provided by Shopware, as illustrated below:

| Type     | Name             | Technical Name          |
|----------|------------------|-------------------------|
| Payment  | Debit            | payment_debitpayment    |
| Payment  | Invoice          | payment_invoicepayment  |
| Payment  | Cash on Delivery | payment_cashpayment     |
| Payment  | Pre Payment      | payment_prepayment      |
| Shipping | Standard         | shipping_standard       |
| Shipping | Express          | shipping_express        |

Furthermore, all payment and shipping methods provided by apps will also benefit from the automatic generation of their `technicalName`.
This generation will be based on the app's name and the `identifier` defined for the payment method in the manifest:

| App Name | Identifier         | Technical Name                    |
|----------|--------------------|-----------------------------------|
| MyApp    | my_payment_method  | payment_MyApp_my_payment_method   |
| MyApp    | my_shipping_method | shipping_MyApp_my_shipping_method |"
"## Context

At the moment the Storefront is implementing a lot of custom SCSS inside `app/storefront/src/scss`.
Some custom SCSS is not necessary, and it already exists within Bootstrap as a utility.
For example default spacing with a custom selector:

```scss
.register-login-collapse-toogle {
    margin-bottom: $spacer;
}
```

This can be replaced with a Bootstrap [spacing utility](https://getbootstrap.com/docs/5.2/utilities/spacing/) in the HTML and the SCSS can be completely removed:

```diff
- <div class=""register-login-collapse-toogle""><div>
+ <div class=""register-login-collapse-toogle mb-3""><div>
```

A class like `register-login-collapse-toogle` should stay in the HTML in case a developer wants to style this specific element.
But there is no need to introduce a new CSS rule using a custom selector to apply a default spacing.

If you implement new UI using mostly utility classes, please consider to still add CSS classes that offer the possibility for themes to add individual styling. For example:

```html
<!-- Classes ""shipping-modal-actions"", ""shipping-abort"" and ""shipping-submit"" are added for better semantics and CSS extensibility, but ship no default CSS. -->
<div class=""border p-3 mb-3 shipping-modal-actions"">
    <button class=""btn btn-light shipping-abort"">Abort</button>
    <button class=""btn btn-primary shipping-submit"">Submit</button>
</div>
```

This principle cannot be applied everywhere. 
For more complex layouts it can still be valid to use custom SCSS because it is not possible to build with default components and utilities, or it would produce a messy template with too many generic utility classes. 
However, for simpler stuff like ""add a border here, add some spacing there"" it's not necessary to implement additional custom styling.","## Decision 
In the future, for any new UI or refactoring of an existing UI, we will primarily use Bootstrap utility classes.

If the required styles can be implemented using existing Bootstrap utility classes (e.g., spacing, borders, colors, flexbox, etc.), we will favor adding these classes directly to the HTML over writing custom SCSS rules.

For semantic clarity and future extensibility (e.g., for theming or specific styling not covered by utilities), we will continue to add meaningful custom CSS classes to HTML elements, even if those classes don't initially ship with any default CSS rules. These classes serve as hooks for potential future custom styling or for more complex layouts where utilities are insufficient.

Custom SCSS will only be introduced when:
- The desired styling cannot be achieved effectively or efficiently with Bootstrap utility classes.
- The complexity of the layout or component warrants a more structured CSS approach.
- The styling involves custom logic, animations, or specific interactions that are beyond the scope of utility classes.

This approach aims to reduce the amount of custom SCSS, improve maintainability, leverage the well-tested and responsive features of Bootstrap, and promote consistency across the Storefront UI.","## Decision

We want to make more use of Bootstrap utilities and get rid of custom SCSS that is not needed.

In order to do so we want to remove unneeded SCSS and add a utility class to the HTML instead (e.g. `mb-3`).
However, this can break styling overrides of themes/apps because most Bootstrap utility classes apply `!important` by default.

Let's stick to the example of `.register-login-collapse-toogle`.
* The core Storefront adds a bottom margin of `$spacer` which equals `1rem`.
* Then `CustomTheme` overrides this selector with a margin bottom of `80px`:

```diff
/* CustomTheme */
.register-login-collapse-toogle {
+    margin-bottom: 80px;
}

/* Storefront */
.register-login-collapse-toogle {
-    margin-bottom: 1rem;
}
```

If the core Storefront would migrate to the utility class it would suddenly overrule the styling of `CustomTheme` because of the `!important` property:

```diff
/* Utility class from HTML overrules CustomTheme */
.mb-3 {
+    margin-bottom: 1rem !important;
}

/* CustomTheme */
.register-login-collapse-toogle {
-    margin-bottom: 80px;
}

/* Storefront */
.register-login-collapse-toogle {
-    margin-bottom: 1rem;
}
```

The theme developer would have no other choice other than using `!important` as well, or modifying the Twig template.

Because of this, we have decided to remove the `!important` from Bootstrap utility classes by changing the [Importance](https://getbootstrap.com/docs/5.2/utilities/api/#importance) variable `$enable-important-utilities` to `false`.
By doing this, we can use more utilities while at the same time allowing themes to override the same CSS property without using `!important` or editing the template.

Since it is currently expected that Bootstrap utilities add `!important` and overrule almost everything, we do not want to change this right away but from `v6.6.0` onwards."
"## Context
For our ambitions to consequently reduce manual testing in favour for test automation the current E2E test suite, based on Cypress, is not sufficient anymore. It has several flaws that have become a big road-blocker. The test suite is tightly coupled to the state of the test environment, which leads to tests that are not very deterministic and tend to be slow and flaky. Tests are often created in different ways and don't follow a specific strategy. In addition, the test suite is currently not able to test against our cloud environment.

Our goal is to create a test suite that fulfills the following requirements:

*  Deterministic tests that can run against any environment.
*  Fast and reliable tests that follow a certain test strategy.
*  Tests that are derived from real product requirements and validate behaviour.
*  A test framework that is easy to learn and using a readable syntax that also non-tech people can comprehend.","## Decision
Given the requirements and the desire for a robust, maintainable, and understandable E2E testing solution, we will adopt the **Playwright framework with a Behavior-Driven Development (BDD) approach using Cucumber.js**.

The key decisions are:

1.  **Framework Choice: Playwright**
    *   **Reasoning:** Playwright offers superior cross-browser support (Chromium, Firefox, WebKit), built-in auto-waiting, parallel execution capabilities, robust API for network interception, and strong tooling for debugging (trace viewer, codegen). Its modern architecture and active development align well with our need for fast, reliable, and deterministic tests that can run against any environment (including cloud). It's also known for being less flaky than Cypress due to its ability to interact directly with the browser engine.

2.  **Test Strategy: Behavior-Driven Development (BDD) with Cucumber.js**
    *   **Reasoning:** BDD using Gherkin syntax (Given/When/Then) executed by Cucumber.js directly addresses the requirement for tests that are derived from real product requirements and are comprehensible to non-technical stakeholders.
        *   **Deterministic and Reliable:** By structuring tests around observable behaviors, BDD encourages a focus on the desired outcome rather than intricate UI interactions, making tests more robust to minor UI changes.
        *   **Readability and Collaboration:** The Gherkin syntax acts as a common language between product owners, QAs, and developers, fostering collaboration and ensuring everyone understands the expected behavior.
        *   **Maintainability:** Step definitions allow for reusing code, reducing duplication and making the test suite easier to maintain as the application evolves.
        *   **Any Environment:** The BDD approach itself is agnostic to the environment, and Playwright's capabilities will ensure the underlying automation can execute against various environments.

3.  **Test Data Management: Seeded and Isolated Test Data**
    *   **Reasoning:** To ensure deterministic tests and reduce flakiness, tests will operate on isolated and known data states.
        *   **Pre-conditions (Given steps):** Data necessary for a test scenario will be programmatically provisioned *before* the test runs, either directly through API calls, database seeding, or a dedicated test data management service.
        *   **Cleanup (After hooks):** Test data will be cleaned up *after* each scenario to prevent bleed-over between tests, ensuring isolation.
        *   **Environment Agnostic:** This approach decouples tests from the pre-existing state of an environment, allowing them to run reliably anywhere.

This combination provides a powerful and flexible solution for building a maintainable, understandable, and robust E2E test suite that meets all stated requirements.","## Decision
In order to achieve this goal we decided to not further invest time in the existing test suite, but start from scratch. This offers the opportunity to also switch to another test framework that better fulfills our needs. 

After some evaluation we chose Playwright as the new test framework. First benchmarks have shown that it is faster and more stable than Cypress. Additionally, it is easy to learn, has very good documentation and uses a syntax that is easily to understand. It also offers the functionality of creating reusable traces, which come in handy when debugging failing tests from pipelines."
"## Context
1. If flow actions want to interact with the database in a transactional manner, they need to handle it themselves by starting and committing transactions.

2. When there is a problem committing the transaction, the error will be caught and ignored by the flow dispatcher. A vague error message will be logged, but the flows will continue to execute.
This is problematic if a transaction was already started before the flow is executed. If the connection is configured without save points (which is the default with Shopware), when a nested commit fails (eg during a flow action) the connection will be marked as rollback only.
When the outer transaction attempts to commit, eg the calling code, it will be unaware of the previous inner commit failure and thus will also fail.","## Decision
Flow actions will no longer commit transactions. Instead, they will receive a Connection instance from the FlowExecutionContext which they can use to interact with the database.
If a flow action requires transactional database interactions, it will use the existing transaction mechanisms of the Connection instance it receives. This allows the calling code to retain control over when to start and commit transactions. If the calling code does not start a transaction, the flow action will operate without one.
When a transaction is explicitly started and managed by the calling code, any commit failures within the flow action will propagate as expected, allowing the calling code to handle the error appropriately.
This change ensures that transactional integrity is maintained and that errors related to database operations within flow actions are not silently ignored, providing clearer error handling and preventing unexpected rollback-only connection states.","## Decision

We introduce a new marker interface `\Shopware\Core\Content\Flow\Dispatching\TransactionalAction` which flow actions can implement.

The flow executor will wrap any action in a database transaction which implements the interface.

Before:

```php
class SetOrderStateAction extends FlowAction implements DelayableAction
{
    public function handleFlow(StorableFlow $flow): void
    {
        $this->connection->beginTransaction();
        
        //do stuff
        
        try {
            $this->connection->commit();
        } catch (\Throwable $e) {
                
        }
    }
}
```

After:

```php

class SetOrderStateAction extends FlowAction implements DelayableAction, TransactionalAction
{
    public function handleFlow(StorableFlow $flow): void
    {        
        //do stuff - will be wrapped in a transaction
    }
}
```

You can also force the flow executor to rollback the transaction by throwing an instance of `\Shopware\Core\Content\Flow\Dispatching\TransactionFailedException`. You can use the static `because` method to create the exception from another one. Eg:

```php

class SetOrderStateAction extends FlowAction implements DelayableAction, TransactionalAction
{
    public function handleFlow(StorableFlow $flow): void
    {        
        try {
            //search for some record
            $entity = $this->repo->find(...);
        } catch (NotFoundException $e) {
            throw TransactionFailedException::because($e);
        }
    }
}
```

The transaction will be rollback if either of the following are true:

1. If Doctrine throws an instance of `Doctrine\DBAL\Exception` during commit.
2. If the action throws an instance of `TransactionFailedException` during execution.
3. If another non-handled exception is thrown during the action execution. This is to aid debugging.

If the transaction fails, then the error will be logged. Also, if the transaction has been performed inside a nested transaction without save points enabled, the exception will be rethrown.
So that the calling code knows something went wrong and is able to handle it correctly, by rolling back instead of committing. As, in this instance, the connection will be marked as rollback only."
"## Context

Vue 3 introduced a new compatibility mode to ease the migration from Vue 2 to Vue 3. This mode is enabled by default
and allows the use of most Vue 2 features in a Vue 3 application. This mode is only recommended for the transition period
and should be turned off as soon as possible.

We have kept the compatibility mode enabled in the administration because it makes it easier for plugins to migrate 
and results in fewer breaking changes during the major release. This splits the work of migrating the administration
and the plugins into two separate majors instead of one.","## Decision 
We decided to remove the compatibility mode with Vue 2 in the administration. This means that all plugins must be 
compatible with Vue 3 and no longer rely on Vue 2 compatibility features.
This change will be rolled out in two phases:
1. First, we will mark the compatibility mode as deprecated and log warnings when it is used. This will give plugin 
   developers time to adapt their plugins.
2. After a deprecation period of at least 6 months, we will remove the compatibility mode completely.

This decision was made for the following reasons:
- **Maintainability**: The compatibility mode adds a lot of complexity to the codebase and makes it harder to maintain.
- **Performance**: The compatibility mode has a negative impact on performance, as it adds an additional layer of 
  abstraction.
- **Bundle size**: The compatibility mode increases the bundle size of the administration, which negatively impacts 
  the loading time.
- **Future compatibility**: The compatibility mode is only a temporary solution and will not be supported in future 
  Vue versions. Removing it now ensures that we are compatible with future Vue versions.","## Decision

Migrating all components in one by disabling the compatibility mode for the whole administration is a huge task and
would make it hard to keep the administration stable during the migration. We decided to disable the compatibility mode
per component level. This allows us to migrate components one by one and keep the administration stable during the migration.

This gives all teams and plugin developers the possibility to migrate their components to Vue 3 without waiting for the
whole administration to be migrated and for the global removal of the compatibility mode.

To activate the new mode, the `DISABLE_VUE_COMPAT` feature flag must be enabled. Then, it is possible to disable the
compatibility mode on a per-component level by setting the `compatConfig` option in the component to our custom configuration.
This custom configuration is exposed in `Shopware.compatConfig` and has all compatibility features disabled if the 
feature flag is activated."
"## Context
It was brought to our attention that the latest version of Vuex `4.1.0` contains a bug that destroys getter reactivity under specific circumstances. The proposed fix was to downgrade to `4.0.2`. However, downgrading was not possible as `4.0.2` contains other bugs that caused modules to fail.","## Decision
We've decided to proceed with the following approach to address the Vuex issue:

1.  **Stay on Vuex `4.1.0`:** Given the unsuitability of `4.0.2`, we will continue to use `4.1.0` and its known getter reactivity bug.

2.  **Mitigate the reactivity bug:** To prevent the getter reactivity bug from affecting our application, we will adopt a specific pattern:
    *   **Direct state access in `mapGetters` and `mapState`:** When using `mapGetters` or `mapState` in components, instead of mapping directly to the getter or state, we will define a local computed property that accesses the getter/state directly from the store instance.

    *   **Example:**
        ```javascript
        // Instead of:
        // computed: {
        //   ...mapGetters('myModule', ['myGetter']),
        // }

        // Use this pattern:
        computed: {
          myGetter() {
            return this.$store.getters['myModule/myGetter'];
          },
        }
        ```
    *   This pattern ensures that reactivity is preserved by bypassing the specific mechanism in `4.1.0` that causes the issue with `mapGetters`.

3.  **Monitor for future Vuex updates:** We will keep a close eye on future releases of Vuex and upgrade as soon as a stable version that addresses the identified issues is available. This mitigation is a temporary workaround until an official fix is released.","## Decision
Pinia is the new documented standard with Vue 3; therefore, we will switch to Pinia."
"## Context

In our current architecture, we rely heavily on PHP decoration, Adapter, and Factory patterns to allow for extensions and customizations by third-party developers. While these patterns are effective, they present significant challenges:

1. **Backward and Forward Compatibility:**
    - Maintaining backward and forward compatibility with these patterns is complex and labor-intensive. Each change or update can potentially break existing extensions or require extensive rework to ensure compatibility.

2. **Process Extension Limitations:**
    - These patterns do not inherently allow for the extension of subprocesses unless these subprocesses are extracted into separate classes and interfaces. This extraction often results in a proliferation of interfaces, abstract classes, and their implementations.

3. **Proliferation of Code:**
    - The need to extract subprocesses into separate entities leads to an overwhelming number of interfaces and abstract classes. This proliferation makes the codebase more difficult to understand and maintain, and increases the cognitive load on developers.","## Decision
We will transition from our current PHP decoration, Adapter, and Factory-based extension model to a pipeline-based extension model utilizing an **Event Emitter** or **Event Dispatcher** pattern.

### Motivation

This approach aims to address the shortcomings of our current model:

1.  **Improved Backward and Forward Compatibility:**
    *   Events provide a more stable API for extensions. As long as the event structure and the points at which events are dispatched remain consistent, internal refactoring of the emitting code has a much lower impact on external extensions. New events can be added without breaking existing listeners (forward compatibility), and existing listeners will continue to work even if new events are introduced (backward compatibility).

2.  **Enhanced Process Extension:**
    *   By dispatching events at key points within a process (e.g., ""before step X,"" ""after step X,"" ""on validation failure""), developers can inject custom logic without needing to modify or override entire classes. This allows for fine-grained control over subprocesses without requiring them to be extracted into separate interfaces and implementations.

3.  **Reduced Code Proliferation:**
    *   The event-based model eliminates the need for numerous interfaces and abstract classes whose sole purpose is to enable extension. Instead, core logic can remain cohesive within its classes, with well-defined event points serving as the primary extension mechanism. This will lead to a cleaner, more readable, and more maintainable codebase.

### Mechanics

*   **Event Emitter/Dispatcher:** A central component will be responsible for dispatching events throughout the application lifecycle.
*   **Events:** Custom event objects will carry relevant data that listeners can access and, in some cases, modify (e.g., a `FilterEvent` allowing listeners to transform data).
*   **Listeners/Subscribers:** Third-party developers (and our own modules) will register listeners for specific events. These listeners will execute custom logic when the corresponding event is dispatched.
*   **Defined Event Points:** We will clearly define and document the specific points within our core processes where events will be dispatched, along with the data contained within each event.

This transition will allow us to create a more flexible, maintainable, and developer-friendly extension ecosystem.","## Decision

To address these challenges, we have decided to transition to an event-based extension system. This new approach will replace the existing decoration, Adapter, and Factory patterns as the primary method for extending and customizing our system."
"## Context

Currently, our component tests in Jest are running with enabled compat mode. To remove the compat mode for each
component, we need to add a new Jest runner with disabled compat mode to make sure that the tests are running without compat mode.","## Decision
We will introduce a new Jest runner specifically for component tests with disabled `compat` mode.
This new runner will ensure that the tests are running without `compat` mode, allowing us to accurately test components in their native environment.
The existing runner with `compat` mode enabled will remain for other test suites that may still require it, providing a clear separation and incremental migration path.","## Decision

I added a new runner command in the NPM scripts to run the Jest tests without compat mode. The new runner command is
`unit:disabled-compat` and `unit-watch:disabled-compat`. Also, the composer commands are added to run the tests. These commands are `admin:unit:disabled-compat` and `admin:unit-watch:disabled-compat`. These commands are using the environment variable `DISABLE_JEST_COMPAT_MODE` to disable the compat mode.

For the pipeline, I added a new stage to run the Jest tests without compat mode. The stage is `Jest (Administration with disabled compat mode)`.

To mark a test file working without the compat mode you need to add a comment with the `@group` tag. The tag is `@group disabledCompat`.

Example:
```javascript
/**
 * @package admin
 * @group disabledCompat
 */

import { mount } from '@vue/test-utils';

async function createWrapper() {
...
```

With this tag, the test file is running without compat mode. To make a component working for both modes, you can use the
compatUtils helper function from Vue compat:
```javascript
// Example
import { compatUtils } from '@vue/compat';

...

if (compatUtils.isCompatEnabled('INSTANCE_LISTENERS')) {
    return this.$listeners;
}

return {};

...
```


Important: the test still runs also with compat mode activated in parallel."
"## Context

In some instances, a system rollout was completed where an error in certain system functionalities was not detected until the system was live.

A software system is made up of many components that work together to provide a service. The software system can still be healthy even if some of its components are not fully in a healthy state.  System health checks are a way to monitor the health of a system and detect failures early.","## Decision
We will implement an automated health check to monitor the system's health. 
The health check will:
1. Pings all the system's endpoints and listens for responses.
2. Checks all the system's dependencies. If any dependency is unhealthy, the system is considered unhealthy.
3. Checks the system's metrics. If any metric is outside the acceptable range, the system is considered unhealthy.

This health check will be run every hour, and an alert will be sent to the operations team if the system is unhealthy.
The operations team will investigate the issue and take the necessary actions to restore the system to a healthy state.","## Decision

We will implement system health checks in Shopware to monitor certain parts of the system with the aim to detect failures and issues early.
This system should be extensible and allow for custom health checks to be added with ease."
"## Context

The `Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\Subscriber\TestPreparationStartedSubscriber` only allows
the `Shopware\Tests\Unit` namespace to be considered when enabling the major feature in the unit tests suite.","## Decision
The `Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\Subscriber\TestPreparationStartedSubscriber` will be changed to allow
the `Shopware\Tests` namespace in the unit tests suite. This change will make it possible to enable the major feature for tests within the `Shopware\Tests` namespace, not just `Shopware\Tests\Unit`.

The change will be implemented by modifying the condition that checks the namespace of the current test class. Instead of strictly checking for `Shopware\Tests\Unit`, it will check for `Shopware\Tests`.","## Decision

To be able to unit test the upcoming major feature in other plugins we will enable the possibility to add other
namespaces to
the `Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\Subscriber\TestPreparationStartedSubscriber`.

We'll add a static method called `addNamespace()` method to the
`Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\FeatureFlagExtension` and by this we are able to add other namespaces
to the allowlist of the namespaces to be considered when enabling the major flags in the unit test suite.

This can be useful for plugins that wants to enable the major flags in their unit tests suite.

Therefore, add the extension to the extension list in the `phpunit.xml`:

```xml

<extensions>
    ...
    <bootstrap class=""Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\FeatureFlagExtension""/>
</extensions>
```

And register your test namespace in your test bootstrap file:

```php
FeatureFlagExtension::addTestNamespace('Your\\Unit\\Tests\\Namespace\\');
```

For example, in the Commercial plugin, we added the following code to the `tests/TestBootstrap.php` file:

```php
FeatureFlagExtension::addTestNamespace('Shopware\\Commercial\\Tests\\Unit\\');
```"
"## Context

Our Vue.js application currently uses the Options API, which is the traditional way of writing Vue components in Vue 2. With the release of Vue 3, the Composition API was introduced, offering improved code organization, better TypeScript support, and enhanced reusability of component logic. For more detailed information about the reasons for migrating to the Composition API, see the [documentation entry](https://developer.shopware.com/docs/guides/plugins/plugins/administration/system-updates/vue-native.html).

To modernize our codebase and take advantage of these benefits, we need to migrate our existing Vue 2 Options API components to use the Vue 3 Composition API. Manual conversion of numerous components would be time-consuming and error-prone. Therefore, we need an automated solution to assist in this migration process.","## Decision 
We will use `vue-codemod` as the primary tool for migrating our Vue.js 2 Options API components to Vue 3 Composition API. This decision is based on the following factors:

*   **Automated Conversion:** `vue-codemod` provides a robust set of transformations to automatically convert Options API syntax to Composition API. This significantly reduces manual effort and potential for human error.
*   **Official Tooling:** `vue-codemod` is an officially maintained tool by the Vue team, ensuring compatibility and alignment with best practices for Vue 3.
*   **TypeScript Support:** The tool is designed to work well with TypeScript, which aligns with our goal of improving TypeScript integration and maintainability.
*   **Community and Documentation:** Being an official tool, it benefits from strong community support and comprehensive documentation, which will be valuable during the migration process.

**Migration Strategy:**

1.  **Preparation:**
    *   Ensure our project is using a compatible version of Node.js and npm/yarn.
    *   Create a dedicated branch for the migration to isolate changes and allow for thorough testing.
    *   Back up the current codebase.

2.  **Installation and Configuration:**
    *   Install `vue-codemod` globally or as a dev dependency.
    *   Review the `vue-codemod` documentation for recommended transformation options and configurations specific to our project structure.

3.  **Phased Migration:**
    *   Start with a small, less complex component to understand the tool's behavior and identify common patterns that might require manual adjustments.
    *   Run `vue-codemod` on a subset of components, review the generated code, and make any necessary manual corrections.
    *   Iteratively apply the codemod to larger sections of the codebase, validating changes at each step.

4.  **Testing:**
    *   After each significant batch of components is migrated, conduct thorough unit and integration testing to ensure that functionality remains intact.
    *   Pay close attention to edge cases and complex component interactions that might not be fully handled by the automated tool.

5.  **Refinement and Manual Adjustments:**
    *   While `vue-codemod` automates a large portion of the migration, some patterns or custom logic might require manual refactoring to fully leverage the benefits of the Composition API (e.g., extracting reusable logic into composables).
    *   Address any deprecations or breaking changes introduced in Vue 3 that are not automatically handled by the codemod.

6.  **Code Review:**
    *   Conduct comprehensive code reviews of the migrated components to ensure adherence to new coding standards, best practices for the Composition API, and overall code quality.

By adopting `vue-codemod`, we aim to achieve a streamlined and efficient migration to the Vue 3 Composition API, leading to a more maintainable, performant, and future-proof Vue.js application.","## Decision

We have decided to implement a Codemod in the form of an ESLint rule to automatically convert Vue 2 Options API components to Vue 3 Composition API. This Codemod will:

1. Identify Vue component definitions in the codebase.
2. Convert the following Options API features to their Composition API equivalents:
    - Convert `data` properties to `ref` or `reactive`.
    - Convert `computed` properties to `computed()` functions.
    - Convert `methods` to regular functions within the `setup()` function.
    - Convert lifecycle hooks to their Composition API equivalents (e.g., `mounted` to `onMounted`).
    - Convert Vue 2 specific lifecycle hooks to their Vue 3 equivalents.
    - Convert `watch` properties to `watch()` functions.
    - Handle `props` and `inject` conversions.
    - Replace `this` references with direct references to reactive variables.
    - Convert writable computed properties.
    - Handle reactive object reassignments using `Object.assign`
    - Handle correct usage of `ref` and replace the access to the value with `.value`.

3. Generate a `setup()` function containing the converted code.
4. Add necessary imports for Composition API functions (e.g., `ref`, `reactive`, `computed`, `watch`).

The Codemod will be implemented as an ESLint rule to leverage the existing ESLint ecosystem and allow for easy integration into our development workflow."
