context,decision,predicted_decision
"## Context
We often need a way between the different Shopware versions to provide a one-time update for data. This is currently done on the way to extend an indexer to this logic and then trigger this via a migration. 
This is of course a possible way to enable certain migrations of data, but this migration is also executed again and again when the indexer is executed. 
With certain data this is critical and can lead to system errors. For example, the one-time migration of media path information.","## Decision
Introduce a dedicated mechanism for one-time data migrations that is independent of the indexer. This mechanism will allow developers to define and execute single-use migration scripts explicitly. These scripts will ensure that data updates are performed only once, avoiding unintended re-execution and potential system errors.

The dedicated mechanism could make use of a migration registry where each migration is logged as executed upon successful completion. Future calls to this migration will check against the registry to confirm its prior execution and skip it if it has already been run. This will prevent the duplication of processes like the migration of critical data, e.g., media path information.","## Decision

We implement a new `PostUpdateIndexer`. This is an extension of the `EntityIndexer` and the system can be adapted 1:1. Also, the indexing registration via database migration can be adapted 1:1. 
However, the indexer is not triggered via the `IndexerRegistry` when a full re-index or an entity written event is triggered.
These indexers are only included after the update process.
In addition to the one-time update of the data, we then often also provide a command that can be used to trigger the migration of the data again."
"## Context
Our current development process uses ['Experimental features'](./2023-05-10-experimental-features.md) to publish features in an early state to gather feedback regarding those features.
During the implementation, developers may encounter challenges related to the effective management of extensive code scattered throughout the platform, particularly in connection with specific experimental features. This codebase fragmentation presents impediments to the tracking, maintenance, and comprehensive understanding of each feature's scope, thereby hindering our development progress.
 
Potential problems:
* Update `stableVersion` property for Prolonged Experiments
    * When a decision is made to extend an experiment, locating all relevant sections of code for updating the property `stableVersion` in `@experimental` annotation becomes a cumbersome task.
* Deprecation of Killed Features
    * Identifying and marking as deprecated the components associated with a deprecated experimental feature is problematic, particularly when multiple experimental features coexist simultaneously within the platform.
    * The ['Experimental features'](./2023-05-10-experimental-features.md) stipulates the ""Killing Feature"" rule, which mandates that a feature must remain within the platform's codebase until the next major version and be appropriately marked as deprecated. However, it is hardly possible to check with current annotation.

In all the above case main problem is detection to which feature belongs experimental code.","## Decision
Introduce a Centralized Experimental Feature Registry to track and manage experimental features across the platform.

The registry will serve as a single source of truth where every experimental feature is explicitly registered with its associated metadata. This metadata can include details such as the feature name, `stableVersion`, current status, related components/modules, and deprecation plans. The registry will ensure easy and reliable identification, tracking, and maintenance of experimental features.

Key points of the decision:

1. **Centralized Registry**:
   - Create a dedicated file or data structure (e.g., JSON, YAML, or database) to maintain a clear mapping of experimental features and their related code components. This registry will be committed to the repository and updated regularly.
   - Metadata for each feature can include:
     - Feature name or identifier
     - `stableVersion`
     - Status (e.g., ""active"", ""extended,"" ""deprecated,"" ""killed"")
     - Related components/files/modules/packages
     - Date of introduction and expected deprecation timeline
     - Associated feature owners or teams

2. **Enhanced Annotation for Experimental Code**:
   - Extend the `@experimental` annotation in the codebase to include a reference to the experimental feature's unique identifier from the centralized registry.
   - For example: `@experimental(featureId = ""feature-name"")`.
   - This will allow developers to programmatically link code sections to the corresponding entry in the registry.

3. **Automated Tools for Maintenance**:
   - Develop tools or scripts that leverage the centralized registry to automate:
     - Detecting and updating `@experimental` annotations when extending an experiment (e.g., updating the `stableVersion`).
     - Identifying code components that are eligible for deprecation when a feature is marked as ""killed.""
     - Generating warnings or reports for outdated or inconsistent annotations during code reviews or CI pipelines.
   - Create IDE plugins or integrations where feasible to improve discoverability and correctness of experimental feature usage.

4. **Documentation and Communication Standards**:
   - Maintain clear developer documentation on how to register features, update the registry, and use the extended `@experimental` annotation consistently.
   - Ensure documentation reflects the process for extending experiments, deprecating killed features, and maintaining compliance with the experimental feature rules.

5. **Backlog Refactoring**:
   - Conduct an initial audit of the current experimental features in the platform and populate the registry with existing data. This one-time effort will create a baseline for managing existing experimental features under the new framework.

### Rationale
- A centralized registry ensures a complete and transparent overview of all experimental features, reducing fragmentation and improving traceability.
- By linking experimental code to a central registry, developers can efficiently locate and update experimental code sections when needed, reducing the risk of errors or missed updates.
- Automation of repetitive tasks like metadata updates, deprecation tracking, and compliance checks can save significant developer effort and improve process reliability.
- Clear documentation and communication result in a shared understanding of experimental feature management across teams, fostering better collaboration.

### Trade-offs
- This approach introduces overhead in maintaining an additional registry and tooling, which could initially slow down the adoption among teams.
- During the migration phase, developers will need to invest time auditing and refactoring legacy experimental features to align with the new structure.

### Conclusion
Implementing a Centralized Experimental Feature Registry along with enhanced annotations and developer tools will address the challenges associated with tracking, updating, and maintaining code related to experimental features. By streamlining this process, we can improve development speed, accuracy, and alignment with experimental feature management guidelines.","## Decision
To address the existing challenges, we propose implementing a refined approach to the use of the `@experimental` annotation. 

The key modifications are as follows:
* Mandatory `feature` property: 
  * Every `@experimental` annotation will now require a mandatory `feature` property. This property is a string that must contain the name of the associated feature.
* Uniform feature Naming: 
  * To enhance code organization and traceability, all sections of code related to a particular feature must use the same feature name in the `feature` property of the `@experimental` annotation.
  * Feature names should follow the conventions.
    * Feature names cannot contain spaces
    * Feature names should be written in `ALL_CAPS`."
"## Context
In the current implementation, there exists a challenge for extension developers in uniquely identifying payment and shipping methods using identifiers.
This issue is particularly significant for app servers, as it necessitates calls to the Shopware Admin API for the identification of payment and shipping methods based on their respective IDs.","## Decision
Introduce unique human-readable identifiers for payment and shipping methods in the system. These identifiers will be globally consistent and immutable once assigned, allowing extension developers and app servers to directly reference these methods without requiring additional calls to the Shopware Admin API. This will simplify the process of identification, reduce API overhead, and improve overall system efficiency.","## Decision
We will introduce a new property called `technicalName` to both the `payment_method` and `shipping_method` entities.
This `technicalName` property will serve as a unique identifier for payment and shipping methods, significantly simplifying the identification process.

While the `technicalName` field will be optional within the database and API to ensure backward compatibility, it will be made mandatory in the Administration.
This ensures that merchants will update their payment and shipping methods accordingly for the upcoming requirement.
An unique index will ensure uniqueness.
Starting from version 6.7.0.0, this `technicalName` field will also become required within the database and the API.

As part of the database migration process, the `technicalName` field will be automatically generated for the default payment and shipping methods provided by Shopware, as illustrated below:

| Type     | Name             | Technical Name          |
|----------|------------------|-------------------------|
| Payment  | Debit            | payment_debitpayment    |
| Payment  | Invoice          | payment_invoicepayment  |
| Payment  | Cash on Delivery | payment_cashpayment     |
| Payment  | Pre Payment      | payment_prepayment      |
| Shipping | Standard         | shipping_standard       |
| Shipping | Express          | shipping_express        |

Furthermore, all payment and shipping methods provided by apps will also benefit from the automatic generation of their `technicalName`.
This generation will be based on the app's name and the `identifier` defined for the payment method in the manifest:

| App Name | Identifier         | Technical Name                    |
|----------|--------------------|-----------------------------------|
| MyApp    | my_payment_method  | payment_MyApp_my_payment_method   |
| MyApp    | my_shipping_method | shipping_MyApp_my_shipping_method |"
"## Context

At the moment the Storefront is implementing a lot of custom SCSS inside `app/storefront/src/scss`.
Some custom SCSS is not necessary, and it already exists within Bootstrap as a utility.
For example default spacing with a custom selector:

```scss
.register-login-collapse-toogle {
    margin-bottom: $spacer;
}
```

This can be replaced with a Bootstrap [spacing utility](https://getbootstrap.com/docs/5.2/utilities/spacing/) in the HTML and the SCSS can be completely removed:

```diff
- <div class=""register-login-collapse-toogle""><div>
+ <div class=""register-login-collapse-toogle mb-3""><div>
```

A class like `register-login-collapse-toogle` should stay in the HTML in case a developer wants to style this specific element.
But there is no need to introduce a new CSS rule using a custom selector to apply a default spacing.

If you implement new UI using mostly utility classes, please consider to still add CSS classes that offer the possibility for themes to add individual styling. For example:

```html
<!-- Classes ""shipping-modal-actions"", ""shipping-abort"" and ""shipping-submit"" are added for better semantics and CSS extensibility, but ship no default CSS. -->
<div class=""border p-3 mb-3 shipping-modal-actions"">
    <button class=""btn btn-light shipping-abort"">Abort</button>
    <button class=""btn btn-primary shipping-submit"">Submit</button>
</div>
```

This principle cannot be applied everywhere. 
For more complex layouts it can still be valid to use custom SCSS because it is not possible to build with default components and utilities, or it would produce a messy template with too many generic utility classes. 
However, for simpler stuff like ""add a border here, add some spacing there"" it's not necessary to implement additional custom styling.","## Decision

Remove unnecessary custom SCSS and leverage Bootstrap utility classes for simple styles like spacing, borders, and padding.

### Rationale
1. **Maintainability**: Using Bootstrap utilities reduces the need for custom SCSS, which simplifies the codebase and makes maintaining the Storefront easier.
2. **Consistency**: Aligns the UI with Bootstrap's design system, ensuring a consistent appearance across the application.
3. **Flexibility**: Developers can still add semantic class names for better extensibility and theming, even when leveraging Bootstrap utilities.
4. **Efficiency**: Reduces redundant styling by favoring existing solutions in Bootstrap, making the application more lightweight and performant.

### Implementation Guidelines
1. **Replace Simple Styles**: 
   - Replace all custom SCSS styles that can be achieved through Bootstrap utility classes.
   - Example:
     ```diff
     - <div class=""register-login-collapse-toogle""><div>
     + <div class=""register-login-collapse-toogle mb-3""><div>
     ```

2. **Use Semantic Classes for Extensibility**:
   - Add additional semantic CSS classes for elements to allow future theming or customization, even if no associated SCSS exists initially.
   - Example:
     ```html
     <div class=""border p-3 mb-3 shipping-modal-actions"">
         <button class=""btn btn-light shipping-abort"">Abort</button>
         <button class=""btn btn-primary shipping-submit"">Submit</button>
     </div>
     ```

3. **Evaluate Case-by-Case**:
   - For complex layouts where Bootstrap utilities would lead to overly verbose or unclear HTML, continue using custom SCSS selectively.

4. **Document Changes**:
   - Update development guidelines to encourage using Bootstrap utilities for simple custom styling tasks, along with adding semantic classes for extensions.

5. **Review Process**:
   - As part of code reviews, ensure newly introduced styles are first evaluated for Bootstrap utility compatibility before adding custom SCSS.

### Consequences
- **Positive**:
  - Reduced technical debt and easier debugging.
  - Faster development due to reusable Bootstrap utility classes.
  - Improved adherence to a consistent design system.
- **Negative**:
  - Initial time investment to refactor existing SCSS where applicable.
  - Developers may need to familiarize themselves with Bootstrap utility classes to fully benefit from this approach.

This decision strikes a balance by simplifying unnecessary customization while allowing flexibility for future themes and complex layouts.","## Decision

We want to make more use of Bootstrap utilities and get rid of custom SCSS that is not needed.

In order to do so we want to remove unneeded SCSS and add a utility class to the HTML instead (e.g. `mb-3`).
However, this can break styling overrides of themes/apps because most Bootstrap utility classes apply `!important` by default.

Let's stick to the example of `.register-login-collapse-toogle`.
* The core Storefront adds a bottom margin of `$spacer` which equals `1rem`.
* Then `CustomTheme` overrides this selector with a margin bottom of `80px`:

```diff
/* CustomTheme */
.register-login-collapse-toogle {
+    margin-bottom: 80px;
}

/* Storefront */
.register-login-collapse-toogle {
-    margin-bottom: 1rem;
}
```

If the core Storefront would migrate to the utility class it would suddenly overrule the styling of `CustomTheme` because of the `!important` property:

```diff
/* Utility class from HTML overrules CustomTheme */
.mb-3 {
+    margin-bottom: 1rem !important;
}

/* CustomTheme */
.register-login-collapse-toogle {
-    margin-bottom: 80px;
}

/* Storefront */
.register-login-collapse-toogle {
-    margin-bottom: 1rem;
}
```

The theme developer would have no other choice other than using `!important` as well, or modifying the Twig template.

Because of this, we have decided to remove the `!important` from Bootstrap utility classes by changing the [Importance](https://getbootstrap.com/docs/5.2/utilities/api/#importance) variable `$enable-important-utilities` to `false`.
By doing this, we can use more utilities while at the same time allowing themes to override the same CSS property without using `!important` or editing the template.

Since it is currently expected that Bootstrap utilities add `!important` and overrule almost everything, we do not want to change this right away but from `v6.6.0` onwards."
"## Context
For our ambitions to consequently reduce manual testing in favour for test automation the current E2E test suite, based on Cypress, is not sufficient anymore. It has several flaws that have become a big road-blocker. The test suite is tightly coupled to the state of the test environment, which leads to tests that are not very deterministic and tend to be slow and flaky. Tests are often created in different ways and don't follow a specific strategy. In addition, the test suite is currently not able to test against our cloud environment.

Our goal is to create a test suite that fulfills the following requirements:

*  Deterministic tests that can run against any environment.
*  Fast and reliable tests that follow a certain test strategy.
*  Tests that are derived from real product requirements and validate behaviour.
*  A test framework that is easy to learn and using a readable syntax that also non-tech people can comprehend.","## Decision

Adopt Playwright as the framework for the new E2E test suite.

### Rationale 

1. **Deterministic Tests Across Any Environment**: 
   Playwright supports creating isolated test environments with its built-in ability to run tests in parallel, control browser contexts, and manage test states. This makes it easier to avoid dependencies on the shared test environment, ensuring deterministic test results. Additionally, it supports testing across multiple environments, including modern browsers, mobile emulators, and cloud-based environments.

2. **Fast and Reliable Tests**:
   - Playwright provides enhanced speed through features like headless browser operation and efficient selector engines. Tests created with Playwright are typically faster than Cypress since it utilizes lower-level browser protocols.
   - Features like automatic retries and trace viewer make debugging straightforward and help address test flakiness.

3. **Structured and Strategic Testing**:
   - Playwright encourages the use of Page Object Model (POM) or similar design patterns, which promotes consistency in test creation. 
   - Support for test annotations (e.g., 'skipped' or 'focused' tests) allows teams to enforce a structured testing strategy.

4. **Alignment with Product Requirements**:
   - Test scripts can directly validate user behavior based on product requirements. Playwright's detailed API allows thorough interaction simulation with the application and validation of state changes.
   - It is possible to integrate Playwright with behavior-driven development (BDD) tools like Cucumber for writing tests in a behavior-based syntax tied to requirements.

5. **Ease of Use with Readable Syntax**:
   - Playwright has a modern API with a clean and intuitive syntax, making it easier for both developers and non-technical actors to read and understand test scripts.
   - The auto-waiting mechanism reduces the complexity of manual wait handling, making tests easier to write and maintain.
   - For non-technical stakeholders, the readable syntax combined with additional reporting tools (e.g., Allure Reports) can provide understandable test insights.

6. **Cloud Testing Capabilities**:
   Playwright integrates seamlessly with cloud providers (e.g., BrowserStack, Saucelabs) for cross-browser and cross-environment testing.

### Tradeoffs 

- **Learning Curve**: Current team members familiar with Cypress may undergo a transition period to learn Playwright. However, this is mitigated by Playwright's comprehensive documentation and intuitive API.
- **Dependency on Node.js**: As a Node.js-based tool, teams may need to ensure proper Node.js runtime environments are set up and maintained.

### Next Steps

1. Set up a Playwright prototype to validate its fit for our use case.
2. Establish a testing strategy, potentially including a test pyramid approach, to maximize efficiency and coverage.
3. Train the team in using Playwright and standardize test patterns, such as Page Object Models or Cucumber BDD.
4. Integrate Playwright into the existing CI pipeline and configure it to work across test and production environments.
5. Retire the existing Cypress test suite using a phased migration plan.","## Decision
In order to achieve this goal we decided to not further invest time in the existing test suite, but start from scratch. This offers the opportunity to also switch to another test framework that better fulfills our needs. 

After some evaluation we chose Playwright as the new test framework. First benchmarks have shown that it is faster and more stable than Cypress. Additionally, it is easy to learn, has very good documentation and uses a syntax that is easily to understand. It also offers the functionality of creating reusable traces, which come in handy when debugging failing tests from pipelines."
"## Context
1. If flow actions want to interact with the database in a transactional manner, they need to handle it themselves by starting and committing transactions.

2. When there is a problem committing the transaction, the error will be caught and ignored by the flow dispatcher. A vague error message will be logged, but the flows will continue to execute.
This is problematic if a transaction was already started before the flow is executed. If the connection is configured without save points (which is the default with Shopware), when a nested commit fails (eg during a flow action) the connection will be marked as rollback only.
When the outer transaction attempts to commit, eg the calling code, it will be unaware of the previous inner commit failure and thus will also fail.","## Decision
Implement a transactional wrapper mechanism for flow actions to ensure that database interactions are handled consistently and safely.

1. A transactional wrapper will automatically manage the lifecycle of transactions (start, commit, and rollback) for flow actions that need to interact with the database. This removes the responsibility from individual flow actions.

2. Modify the flow dispatcher to detect and properly handle transaction failures. If an error occurs when committing a transaction, the flow dispatcher will log a detailed error message and ensure that the connection is safely rolled back.

3. Introduce the use of save points in the connection configuration to support nested transactions reliably. This would allow individual flow actions within a larger transaction context to fail safely without impacting the overall transaction.

4. Ensure that the calling code will validate transaction success or failure explicitly by checking transaction states, preventing silent failures or unintended commits.

This approach will improve the robustness of the flow execution in terms of transaction management and provide better error visibility for debugging and resolution.","## Decision

We introduce a new marker interface `\Shopware\Core\Content\Flow\Dispatching\TransactionalAction` which flow actions can implement.

The flow executor will wrap any action in a database transaction which implements the interface.

Before:

```php
class SetOrderStateAction extends FlowAction implements DelayableAction
{
    public function handleFlow(StorableFlow $flow): void
    {
        $this->connection->beginTransaction();
        
        //do stuff
        
        try {
            $this->connection->commit();
        } catch (\Throwable $e) {
                
        }
    }
}
```

After:

```php

class SetOrderStateAction extends FlowAction implements DelayableAction, TransactionalAction
{
    public function handleFlow(StorableFlow $flow): void
    {        
        //do stuff - will be wrapped in a transaction
    }
}
```

You can also force the flow executor to rollback the transaction by throwing an instance of `\Shopware\Core\Content\Flow\Dispatching\TransactionFailedException`. You can use the static `because` method to create the exception from another one. Eg:

```php

class SetOrderStateAction extends FlowAction implements DelayableAction, TransactionalAction
{
    public function handleFlow(StorableFlow $flow): void
    {        
        try {
            //search for some record
            $entity = $this->repo->find(...);
        } catch (NotFoundException $e) {
            throw TransactionFailedException::because($e);
        }
    }
}
```

The transaction will be rollback if either of the following are true:

1. If Doctrine throws an instance of `Doctrine\DBAL\Exception` during commit.
2. If the action throws an instance of `TransactionFailedException` during execution.
3. If another non-handled exception is thrown during the action execution. This is to aid debugging.

If the transaction fails, then the error will be logged. Also, if the transaction has been performed inside a nested transaction without save points enabled, the exception will be rethrown.
So that the calling code knows something went wrong and is able to handle it correctly, by rolling back instead of committing. As, in this instance, the connection will be marked as rollback only."
"## Context

Vue 3 introduced a new compatibility mode to ease the migration from Vue 2 to Vue 3. This mode is enabled by default
and allows the use of most Vue 2 features in a Vue 3 application. This mode is only recommended for the transition period
and should be turned off as soon as possible.

We have kept the compatibility mode enabled in the administration because it makes it easier for plugins to migrate 
and results in fewer breaking changes during the major release. This splits the work of migrating the administration
and the plugins into two separate majors instead of one.","## Decision

**Keep the Compatibility Mode Enabled Temporarily During the Transition Period**  

Given the described context, we will retain the Vue 3 compatibility mode in the administration during the transition period to ensure a smoother migration process. This allows for:  

1. **Easier Plugin Migration**: Plugins dependent on Vue 2 features can continue functioning until they are updated, reducing disruption for plugin developers and maintainers.
2. **Incremental Migration**: Separating the migration of administration and plugins into two phased efforts makes the transition process more manageable and reduces the overall risk of introducing breaking changes at once.
3. **Reduced Development Overhead for the Major Release**: Keeping compatibility mode enabled ensures fewer immediate adjustments to existing codebases, focusing efforts on core application updates first.

However, we will ensure this is a **temporary measure** by setting a clear timeline or plan to fully disable compatibility mode. This includes:  

- **Revising Plugin Development Guidelines**: Clearly communicating to plugin developers that maintaining compatibility with Vue 3 is necessary going forward.  
- **Phased Deprecation Plan**: Setting defined milestones for removing compatibility mode, allowing adequate time for both administration and plugins to complete migration.  
- **Establishing Monitoring and Testing**: Providing sufficient testing coverage and monitoring to ensure the eventual removal of compatibility mode does not result in degradation of functionality.  

In conclusion, the compatibility mode will remain enabled during the current transition period, but with proactive tracking and communication to facilitate its eventual, timely removal.","## Decision

Migrating all components in one by disabling the compatibility mode for the whole administration is a huge task and
would make it hard to keep the administration stable during the migration. We decided to disable the compatibility mode
per component level. This allows us to migrate components one by one and keep the administration stable during the migration.

This gives all teams and plugin developers the possibility to migrate their components to Vue 3 without waiting for the
whole administration to be migrated and for the global removal of the compatibility mode.

To activate the new mode, the `DISABLE_VUE_COMPAT` feature flag must be enabled. Then, it is possible to disable the
compatibility mode on a per-component level by setting the `compatConfig` option in the component to our custom configuration.
This custom configuration is exposed in `Shopware.compatConfig` and has all compatibility features disabled if the 
feature flag is activated."
"## Context
It was brought to our attention that the latest version of Vuex `4.1.0` contains a bug that destroys getter reactivity under specific circumstances. The proposed fix was to downgrade to `4.0.2`. However, downgrading was not possible as `4.0.2` contains other bugs that caused modules to fail.","## Decision 
We will implement a temporary patch to address the getter reactivity issue in Vuex `4.1.0` while waiting for the Vuex maintainers to provide an official fix. This patch will target the specific circumstances causing the bug without affecting broader functionality. Additionally, we will closely monitor the progress of Vuex maintainers and upgrade to the fixed version when available.

If the severity or frequency of the issue increases, we will evaluate alternative state management solutions, such as Pinia or Redux, to mitigate long-term risks. Documentation and tests surrounding the patched area will be updated to ensure visibility and to assist in seamless removal of the patch in the future.","## Decision
Pinia is the new documented standard with Vue 3; therefore, we will switch to Pinia."
"## Context

In our current architecture, we rely heavily on PHP decoration, Adapter, and Factory patterns to allow for extensions and customizations by third-party developers. While these patterns are effective, they present significant challenges:

1. **Backward and Forward Compatibility:**
    - Maintaining backward and forward compatibility with these patterns is complex and labor-intensive. Each change or update can potentially break existing extensions or require extensive rework to ensure compatibility.

2. **Process Extension Limitations:**
    - These patterns do not inherently allow for the extension of subprocesses unless these subprocesses are extracted into separate classes and interfaces. This extraction often results in a proliferation of interfaces, abstract classes, and their implementations.

3. **Proliferation of Code:**
    - The need to extract subprocesses into separate entities leads to an overwhelming number of interfaces and abstract classes. This proliferation makes the codebase more difficult to understand and maintain, and increases the cognitive load on developers.","## Decision

Switch to an **Event-Driven Architecture** for extending and customizing functionality.

### Reasoning:
To address the challenges highlighted in the context, moving to an Event-Driven Architecture (EDA) offers the following benefits:

1. **Backward and Forward Compatibility:**
   - By introducing an event-driven system, customization and extension can be achieved by listening to specific events and implementing handlers. This reduces the need to modify core logic and ensures better backward and forward compatibility because core processes remain isolated from third-party extensions.
   - Changes to the core can occur independently without directly impacting third-party handlers, as long as the existing event contracts remain stable.

2. **Process Extension:**
   - Events inherently allow subprocesses to be extended by triggering custom logic based on emitted events. Third-party developers can hook into specific points in the process flow without needing the core system to expose additional interfaces or abstract classes.
   - For example, instead of creating new adapter layers or abstract factories for subprocesses, developers can write a custom event listener or subscriber.

3. **Reduction in Code Proliferation:**
   - By leveraging event dispatchers and handlers, the need for excessive interfaces and abstract design is reduced. Developers focus on implementing event-specific logic instead of dealing with class hierarchies.
   - Declarative event mappings make the system easier to understand and maintain, reducing the cognitive load for developers.

### Key Elements of the Decision:
- Implement a centralized **Event Dispatcher** in the core system.
- Define a clear contract for events (e.g., event names and payload structures). Ensure these are well-documented for third-party developers.
- Scenarios requiring extensions are transitioned to emit specific events that allow listening or overriding.
- Adhere to SOLID principles (particularly Open/Closed Principle) to ensure the architecture remains scalable.

### Trade-offs:
- **Initial learning curve:** Developers familiar with decoration and adapter patterns may need time to understand event-driven principles.
- **Performance:** Asynchronous event-driven systems can introduce performance bottlenecks if not carefully designed, especially if handlers are long-running or unoptimized.
- **Debugging complexity:** Debugging an event-driven flow may be slightly more complex due to non-linear execution paths.

### Next Steps:
1. Introduce an Event Dispatcher library or service into the application (e.g., Symfony Event Dispatcher or a custom lightweight implementation).
2. Identify key areas in the system where event hooks can replace existing decoration or adaptation patterns.
3. Provide third-party documentation and example listeners or subscribers to facilitate a smooth transition.
4. Gradually refactor older components to reduce dependency on decoration, adapter, and factory patterns.

The adoption of Event-Driven Architecture will mitigate current challenges while ensuring better scalability and maintainability of the system.","## Decision

To address these challenges, we have decided to transition to an event-based extension system. This new approach will replace the existing decoration, Adapter, and Factory patterns as the primary method for extending and customizing our system."
"## Context

Currently, our component tests in Jest are running with enabled compat mode. To remove the compat mode for each
component, we need to add a new Jest runner with disabled compat mode to make sure that the tests are running without compat mode.","## Decision

We will introduce a new Jest runner configuration specifically designed to run component tests without compat mode enabled. This allows us to systematically verify the behavior of our components under the desired settings and transition away from relying on compat mode.

Key steps:

1. **Create a custom Jest runner**:
   - Configure a new Jest runner with compat mode explicitly disabled.
   - Ensure the environment setup aligns with the requirements of our components when compat mode is turned off.

2. **Integrate the new Jest runner**:
   - Gradually migrate existing tests to utilize the new runner.
   - Mark tests that are being run under the new configuration for clarity (e.g., by grouping them or annotating appropriately).

3. **Parallel Testing**:
   - For a transition period, run the tests in both modes (enabled and disabled compat mode) to confirm compatibility and detect any regressions.

4. **Phase-out old compatibility mode usage**:
   - Once tests pass consistently under the new Jest runner, deprecate and eventually remove the usage of compat mode entirely across the relevant test files.

5. **Document the transition**:
   - Update documentation to capture the reasoning behind disabling compat mode and outline how to configure new tests using the updated Jest runner.

This decision ensures a smooth migration while maintaining confidence in the stability and correctness of the components across environments.","## Decision

I added a new runner command in the NPM scripts to run the Jest tests without compat mode. The new runner command is
`unit:disabled-compat` and `unit-watch:disabled-compat`. Also, the composer commands are added to run the tests. These commands are `admin:unit:disabled-compat` and `admin:unit-watch:disabled-compat`. These commands are using the environment variable `DISABLE_JEST_COMPAT_MODE` to disable the compat mode.

For the pipeline, I added a new stage to run the Jest tests without compat mode. The stage is `Jest (Administration with disabled compat mode)`.

To mark a test file working without the compat mode you need to add a comment with the `@group` tag. The tag is `@group disabledCompat`.

Example:
```javascript
/**
 * @package admin
 * @group disabledCompat
 */

import { mount } from '@vue/test-utils';

async function createWrapper() {
...
```

With this tag, the test file is running without compat mode. To make a component working for both modes, you can use the
compatUtils helper function from Vue compat:
```javascript
// Example
import { compatUtils } from '@vue/compat';

...

if (compatUtils.isCompatEnabled('INSTANCE_LISTENERS')) {
    return this.$listeners;
}

return {};

...
```


Important: the test still runs also with compat mode activated in parallel."
"## Context

In some instances, a system rollout was completed where an error in certain system functionalities was not detected until the system was live.

A software system is made up of many components that work together to provide a service. The software system can still be healthy even if some of its components are not fully in a healthy state.  System health checks are a way to monitor the health of a system and detect failures early.","## Decision

Implement a more robust and granular health check mechanism for the software system.

Each component of the system should have its own dedicated health check to monitor its specific functionality and dependencies. In addition to these individual checks, an aggregated system-level health check should be designed to provide a summary view of the overall system health. The health checks should differentiate between critical and non-critical issues to avoid unnecessary rollbacks or delays when non-essential components encounter problems.

Furthermore, automate health check validation within the CI/CD pipeline to detect and resolve errors before the system goes live. Periodically conduct real-time health check drills in staging environments to simulate failures and ensure health check mechanisms are reliable.","## Decision

We will implement system health checks in Shopware to monitor certain parts of the system with the aim to detect failures and issues early.
This system should be extensible and allow for custom health checks to be added with ease."
"## Context

The `Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\Subscriber\TestPreparationStartedSubscriber` only allows
the `Shopware\Tests\Unit` namespace to be considered when enabling the major feature in the unit tests suite.","## Decision

We will extend the scope of `TestPreparationStartedSubscriber` to allow additional namespaces beyond `Shopware\Tests\Unit` to be considered for enabling the major feature in the unit test suite. This will involve introducing a configuration mechanism or a more flexible namespace-checking logic to accommodate various test scenarios while maintaining strict control over namespace validation for stability and consistency.","## Decision

To be able to unit test the upcoming major feature in other plugins we will enable the possibility to add other
namespaces to
the `Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\Subscriber\TestPreparationStartedSubscriber`.

We'll add a static method called `addNamespace()` method to the
`Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\FeatureFlagExtension` and by this we are able to add other namespaces
to the allowlist of the namespaces to be considered when enabling the major flags in the unit test suite.

This can be useful for plugins that wants to enable the major flags in their unit tests suite.

Therefore, add the extension to the extension list in the `phpunit.xml`:

```xml

<extensions>
    ...
    <bootstrap class=""Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\FeatureFlagExtension""/>
</extensions>
```

And register your test namespace in your test bootstrap file:

```php
FeatureFlagExtension::addTestNamespace('Your\\Unit\\Tests\\Namespace\\');
```

For example, in the Commercial plugin, we added the following code to the `tests/TestBootstrap.php` file:

```php
FeatureFlagExtension::addTestNamespace('Shopware\\Commercial\\Tests\\Unit\\');
```"
