context,decision,predicted_decision
"## Context

Vue 3 introduced a new compatibility mode to ease the migration from Vue 2 to Vue 3. This mode is enabled by default
and allows the use of most Vue 2 features in a Vue 3 application. This mode is only recommended for the transition period
and should be turned off as soon as possible.

We have kept the compatibility mode enabled in the administration because it makes it easier for plugins to migrate 
and results in fewer breaking changes during the major release. This splits the work of migrating the administration
and the plugins into two separate majors instead of one.","## Decision 
We will disable the Vue 3 compatibility mode in the administration after the transition period.

### Rationale:
1. **Migration Completeness**: Compatibility mode should only be temporary, as it exists to ease the migration process. Keeping it enabled long-term would mean we are not fully transitioning to Vue 3 and would continue to depend on deprecated features.
2. **Codebase Modernization**: Disabling compatibility mode allows us to take full advantage of Vue 3 features, such as the Composition API, improved performance, and overall modern tooling improvements.
3. **Plugin Updates**: By the time this change is made, plugin developers will have had sufficient time to migrate their plugins to be fully compatible with Vue 3. Disabling compatibility mode ensures plugins align with the latest standards.
4. **Future-proofing**: Relying on the compatibility mode indefinitely creates technical debt and risks compatibility issues with future Vue versions.

### Implementation Plan:
1. Communicate the plan to disable compatibility mode to plugin developers well in advance, giving them a specific timeline and resources to complete their migrations.
2. Update the administration codebase to remove any remaining Vue 2-specific code or features that would break without compatibility mode.
3. Release a migration guide for plugin developers that includes tips, examples, and potential issues to address.
4. Gradually test and remove compatibility mode in staging and ensure the application and plugins function as expected.
5. Disable compatibility mode in a major version release, clearly indicating in the release notes that compatibility mode is no longer enabled or supported.

This decision will allow us to provide a more modern, performant, and maintainable codebase in the long run while ensuring a reasonable transition period for plugin developers.","## Decision

Migrating all components in one by disabling the compatibility mode for the whole administration is a huge task and
would make it hard to keep the administration stable during the migration. We decided to disable the compatibility mode
per component level. This allows us to migrate components one by one and keep the administration stable during the migration.

This gives all teams and plugin developers the possibility to migrate their components to Vue 3 without waiting for the
whole administration to be migrated and for the global removal of the compatibility mode.

To activate the new mode, the `DISABLE_VUE_COMPAT` feature flag must be enabled. Then, it is possible to disable the
compatibility mode on a per-component level by setting the `compatConfig` option in the component to our custom configuration.
This custom configuration is exposed in `Shopware.compatConfig` and has all compatibility features disabled if the 
feature flag is activated."
"## Context
It was brought to our attention that the latest version of Vuex `4.1.0` contains a bug that destroys getter reactivity under specific circumstances. The proposed fix was to downgrade to `4.0.2`. However, downgrading was not possible as `4.0.2` contains other bugs that caused modules to fail.","## Decision  
We will implement a temporary patch to work around the getter reactivity bug in Vuex `4.1.0` until an official fix is released by the Vuex team. Downgrading to `4.0.2` is not a viable option due to the critical failures it introduces.

### Key Steps:
1. Investigate and incorporate the temporary patch specific to mitigating the getter reactivity issue in `4.1.0`. This may require either wrapping or modifying getter behavior in a non-intrusive way.
2. Regularly monitor the Vuex issue tracker and changelogs to stay updated about a permanent fix for the bug.
3. Once an official fix is released in a stable version of Vuex, upgrade to that version and remove the temporary patch, ensuring reactivity and module compatibility remain intact.
4. Document the temporary patch thoroughly, including details about the bug, the changes made, and how to identify the point at which it should be retired. 

### Rationale:
The temporary patch allows us to avoid both the reactivity issues in `4.1.0` and the more critical module failures in `4.0.2`. This ensures application stability and development continuity while waiting for an upstream resolution.","## Decision
Pinia is the new documented standard with Vue 3; therefore, we will switch to Pinia."
"## Context

In our current architecture, we rely heavily on PHP decoration, Adapter, and Factory patterns to allow for extensions and customizations by third-party developers. While these patterns are effective, they present significant challenges:

1. **Backward and Forward Compatibility:**
    - Maintaining backward and forward compatibility with these patterns is complex and labor-intensive. Each change or update can potentially break existing extensions or require extensive rework to ensure compatibility.

2. **Process Extension Limitations:**
    - These patterns do not inherently allow for the extension of subprocesses unless these subprocesses are extracted into separate classes and interfaces. This extraction often results in a proliferation of interfaces, abstract classes, and their implementations.

3. **Proliferation of Code:**
    - The need to extract subprocesses into separate entities leads to an overwhelming number of interfaces and abstract classes. This proliferation makes the codebase more difficult to understand and maintain, and increases the cognitive load on developers.","## Decision  
We will transition from relying heavily on static class-based patterns like PHP Decoration, Adapter, and Factory, to leveraging a **modular event-driven architecture** as the foundation for extensions and customizations.

### Key Changes:  
1. **Event-Based Hooks for Extensions:**
   - Introduce an event-driven system where subprocesses emit specific events at defined points of extension—e.g., `beforeProcess`, `afterProcess`, `validateProcess`, etc. 
   - Third-party developers can listen to and handle these events to customize behavior dynamically without modifying core classes or requiring excessive abstraction.

2. **Centralized Event Dispatcher:**
   - Implement a robust central event dispatcher that mediates between the application and third-party extensions.  
   - This will allow developers to register listeners or subscribers for specific events and define processing order via priorities.

3. **Reduce Class Proliferation:**
   - By embedding extension points in the form of events, we can remove the need to extract subprocesses into numerous interfaces and classes, helping simplify the codebase.

### Benefits:
- **Backward and Forward Compatibility:**
  - Event names and payloads can remain consistent, decoupling the internal workings of subprocesses from extensions. This ensures greater stability and reduces compatibility risks between releases.  
- **Simplified Codebase:**
  - Reduces the explosion of interfaces, abstract classes, and their implementations, resulting in leaner and more maintainable code.
- **Dynamic Extensibility:**
  - Enables runtime customizations and dynamic extensions by simply attaching listeners, avoiding reliance on static class hierarchies.  
- **Improved Modularization:**
  - Each subsystem or module can define its own event schema, making it easier to encapsulate concerns and isolate changes.

### Implementation Steps:
1. Define an initial core event system based on a lightweight dispatcher library or custom implementation.
2. Introduce key events in critical subprocesses of the current architecture.
3. Refactor a pilot subsystem to replace certain Adapter or Factory customizations with event hooks.
4. Deprecate excessive abstract classes and interfaces related to subprocesses gradually, with clear timelines.
5. Provide comprehensive documentation and migration guides for third-party developers to adopt the new event-driven extension model.

This shift will modernize the customization framework, enabling greater flexibility and scalability while reducing the long-term cost of maintaining compatibility and managing code complexity.","## Decision

To address these challenges, we have decided to transition to an event-based extension system. This new approach will replace the existing decoration, Adapter, and Factory patterns as the primary method for extending and customizing our system."
"## Context

Currently, our component tests in Jest are running with enabled compat mode. To remove the compat mode for each
component, we need to add a new Jest runner with disabled compat mode to make sure that the tests are running without compat mode.","## Decision 
We will introduce a new Jest runner configuration with compat mode explicitly disabled. This will enable us to run component tests without compat mode, ensuring the components work correctly without relying on deprecated or transitional features provided by the compat mode. 

The implementation plan is as follows:
1. Create a new Jest runner configuration specifically for non-compat mode tests.
2. Update the Jest test setup to include this additional runner.
3. Gradually migrate existing tests to run under the new non-compat mode runner, ensuring they still pass.
4. New component tests should default to using the non-compat mode runner unless there is a specific reason to test in compat mode.
5. Once all tests have successfully been migrated, the compat mode runner can eventually be deprecated and removed if no longer required.

This approach allows for a smooth transition away from compat mode while maintaining confidence in the functionality of the components.","## Decision

I added a new runner command in the NPM scripts to run the Jest tests without compat mode. The new runner command is
`unit:disabled-compat` and `unit-watch:disabled-compat`. Also, the composer commands are added to run the tests. These commands are `admin:unit:disabled-compat` and `admin:unit-watch:disabled-compat`. These commands are using the environment variable `DISABLE_JEST_COMPAT_MODE` to disable the compat mode.

For the pipeline, I added a new stage to run the Jest tests without compat mode. The stage is `Jest (Administration with disabled compat mode)`.

To mark a test file working without the compat mode you need to add a comment with the `@group` tag. The tag is `@group disabledCompat`.

Example:
```javascript
/**
 * @package admin
 * @group disabledCompat
 */

import { mount } from '@vue/test-utils';

async function createWrapper() {
...
```

With this tag, the test file is running without compat mode. To make a component working for both modes, you can use the
compatUtils helper function from Vue compat:
```javascript
// Example
import { compatUtils } from '@vue/compat';

...

if (compatUtils.isCompatEnabled('INSTANCE_LISTENERS')) {
    return this.$listeners;
}

return {};

...
```


Important: the test still runs also with compat mode activated in parallel."
"## Context

In some instances, a system rollout was completed where an error in certain system functionalities was not detected until the system was live.

A software system is made up of many components that work together to provide a service. The software system can still be healthy even if some of its components are not fully in a healthy state.  System health checks are a way to monitor the health of a system and detect failures early.","## Decision  
We will implement comprehensive system health checks to monitor the health of the software system and its underlying components.  

### Key Aspects of the Health Check Strategy:
1. **Granular Component Checks**: Each critical component of the system will have its own health check to verify its functionality. This includes services, databases, APIs, queues, and other dependencies.
2. **Aggregated System Health Status**: The health checks for all components will roll up into an aggregated system health status. This will help determine the overall state of the system while still allowing detailed investigation of individual components when necessary.
3. **Proactive Failure Detection**: Health checks will be executed regularly, preferably on a schedule or through reactive triggers, to detect issues before they impact end-users.
4. **Actionable Insights**: The health check reports will include clear and actionable details about any failed checks, making debugging faster and more efficient.
5. **Pre-Deployment Validation**: Before deploying to live environments, health checks will be conducted as part of the CI/CD pipeline to catch errors early and avoid rolling out faulty systems.

### Implementation Approach:
- **Health Check Framework**: A standardized health check framework will be selected (or developed if one does not meet our needs) that can test various system components and output standardized results.
- **Thresholds for Health**: A tolerable threshold for system uptime and healthy state vs component failures will be defined, recognizing that the system might remain operational if certain non-critical components experience partial degradation.
- **Alerting and Monitoring Tools**: Integrations with monitoring tools will be established to display real-time health information and send notifications/alerts to the engineering team for failures.
- **Documentation**: Clear documentation for all health check endpoints and methodologies will be provided to ensure ease of use, maintenance, and troubleshooting.

By implementing these health checks, we aim to detect issues early, reduce downtime, and ensure a seamless system experience for users.","## Decision

We will implement system health checks in Shopware to monitor certain parts of the system with the aim to detect failures and issues early.
This system should be extensible and allow for custom health checks to be added with ease."
"## Context

The `Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\Subscriber\TestPreparationStartedSubscriber` only allows
the `Shopware\Tests\Unit` namespace to be considered when enabling the major feature in the unit tests suite.","## Decision  
The `Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\Subscriber\TestPreparationStartedSubscriber` will be updated to allow the inclusion of additional namespaces beyond `Shopware\Tests\Unit`.  

This change will provide greater flexibility for the unit testing suite by enabling feature flags to be turned on for tests outside the strict `Shopware\Tests\Unit` namespace. By introducing this broader namespace support, developers working in other logical components or modules of the codebase can benefit from testing major features without manually adjusting the subscriber or creating workarounds.  

Additionally, this decision aligns with the principles of modularity and configurability, ensuring all critical parts of the application share consistent functionality and runtime behavior during testing.","## Decision

To be able to unit test the upcoming major feature in other plugins we will enable the possibility to add other
namespaces to
the `Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\Subscriber\TestPreparationStartedSubscriber`.

We'll add a static method called `addNamespace()` method to the
`Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\FeatureFlagExtension` and by this we are able to add other namespaces
to the allowlist of the namespaces to be considered when enabling the major flags in the unit test suite.

This can be useful for plugins that wants to enable the major flags in their unit tests suite.

Therefore, add the extension to the extension list in the `phpunit.xml`:

```xml

<extensions>
    ...
    <bootstrap class=""Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\FeatureFlagExtension""/>
</extensions>
```

And register your test namespace in your test bootstrap file:

```php
FeatureFlagExtension::addTestNamespace('Your\\Unit\\Tests\\Namespace\\');
```

For example, in the Commercial plugin, we added the following code to the `tests/TestBootstrap.php` file:

```php
FeatureFlagExtension::addTestNamespace('Shopware\\Commercial\\Tests\\Unit\\');
```"
"## Context

Our Vue.js application currently uses the Options API, which is the traditional way of writing Vue components in Vue 2. With the release of Vue 3, the Composition API was introduced, offering improved code organization, better TypeScript support, and enhanced reusability of component logic. For more detailed information about the reasons for migrating to the Composition API, see the [documentation entry](https://developer.shopware.com/docs/guides/plugins/plugins/administration/system-updates/vue-native.html).

To modernize our codebase and take advantage of these benefits, we need to migrate our existing Vue 2 Options API components to use the Vue 3 Composition API. Manual conversion of numerous components would be time-consuming and error-prone. Therefore, we need an automated solution to assist in this migration process.","## Decision

We will use an automated migration tool to assist in converting our Vue 2 Options API components to Vue 3 Composition API. Specifically, we will adopt [Vue Migration Helper](https://github.com/vuejs/vue-migration-helper) or a comparable tool to streamline the migration process. These tools are designed to detect and transform patterns of Options API usage and convert them into equivalent Composition API syntax where possible.

### Workflow:
1. **Evaluation**: First, we will evaluate the migration tool by running it on a subset of our codebase to verify its reliability and identify common edge cases.
2. **Documentation**: The team will collaboratively compose documentation that outlines best practices for Composition API usage and migration process, as well as notes on manual adjustments that might be needed.
3. **Automated Migration**: Use the migration tool to process the majority of components, reducing manual effort while increasing consistency.
4. **Manual Refinement**: After automated migration, developers will manually audit and refine the converted code, resolving ambiguous cases or adding missing annotations, especially where complex interactions are involved.
5. **Testing**: Comprehensive testing will be conducted for each migrated component to ensure functionality is maintained and that unintended side effects are avoided.
6. **Gradual Rollout**: Migration will proceed incrementally for manageable sections of the codebase. Each migrated section will only be pushed to production after verification and testing.
7. **Future Standards**: Post-migration, all new components will exclusively use the Vue 3 Composition API.

This approach will allow us to modernize our codebase while minimizing disruptions in the development workflow.","## Decision

We have decided to implement a Codemod in the form of an ESLint rule to automatically convert Vue 2 Options API components to Vue 3 Composition API. This Codemod will:

1. Identify Vue component definitions in the codebase.
2. Convert the following Options API features to their Composition API equivalents:
    - Convert `data` properties to `ref` or `reactive`.
    - Convert `computed` properties to `computed()` functions.
    - Convert `methods` to regular functions within the `setup()` function.
    - Convert lifecycle hooks to their Composition API equivalents (e.g., `mounted` to `onMounted`).
    - Convert Vue 2 specific lifecycle hooks to their Vue 3 equivalents.
    - Convert `watch` properties to `watch()` functions.
    - Handle `props` and `inject` conversions.
    - Replace `this` references with direct references to reactive variables.
    - Convert writable computed properties.
    - Handle reactive object reassignments using `Object.assign`
    - Handle correct usage of `ref` and replace the access to the value with `.value`.

3. Generate a `setup()` function containing the converted code.
4. Add necessary imports for Composition API functions (e.g., `ref`, `reactive`, `computed`, `watch`).

The Codemod will be implemented as an ESLint rule to leverage the existing ESLint ecosystem and allow for easy integration into our development workflow."
"## Context
The current block system relies on TwigJs for creating reusable and extendable component template.
This system allows plugin developers to override or extend content in predefined blocks using TwigJsÃÂÃÂ¡ÃÂÃÂ¯s inheritance mechanisms. Vue.js offers a more dynamic and reactive component-based architecture which is better suited for modern frontend development.

To replace TwigJs with a native Vue.js approach we need to introduce two new component `sw-block` and `sw-block-parent`.

The new `sw-block` and `sw-block-parent` components in Vue.js aim to replicate and improve on the TwigJs block system by providing a component-based approach. These components offer enhanced flexibility by allowing dynamic content overriding and extension directly in VueÃÂÃÂ¡ÃÂÃÂ¯s templating and reactivity model.","## Decision  
We will replace the current TwigJs-based block system with a Vue.js-based solution using the new `sw-block` and `sw-block-parent` components.  

### Key Points:
1. **Component-based Architecture:** Leveraging Vue.js’s native capabilities will provide a more modern, dynamic, and reactive frontend architecture compared to the static template-based approach of TwigJs.  
2. **Improved Flexibility:** The introduction of `sw-block` and `sw-block-parent` components will allow developers to override and extend content dynamically, making it easier to customize and adapt compared to TwigJs’s inheritance mechanisms.  
3. **Reactivity Benefits:** Vue.js inherently provides reactivity within its components, enabling seamless state updates and dynamic behavior that would have been more complex or cumbersome to handle with TwigJs.  
4. **Seamless Migration Plan:** Plugin developers will be given clear migration guidelines to adapt their TwigJs components to the new Vue.js structure. Effort will be made to minimize disruption and ensure a smooth transition.

### Implementation Approach:
- Introduce `sw-block` as the main dynamic content container.
- Introduce `sw-block-parent` to allow structured and reusable parent-child relationships among blocks.  
- Apply these components project-wide, refactoring existing functionality gradually.

### Long-term Benefits:
Adopting Vue.js for the block system ensures that we future-proof our architecture, address limitations of TwigJs, and align ourselves with modern frontend development practices. This change positions us to maintain a scalable and maintainable codebase while enhancing developer efficiency and user experience.","## Decision
We have decided to migrate from the TwigJs-based block system to the Vue.js-based `sw-block` system. This decision aligns with the following goals:

1. **Uniform Frontend Stack**: Vue.js is already used for the frontend in Shopware Administration. Moving blocks from TwigJs to Vue.js creates consistency in the technology stack, simplifying development and reducing the cognitive load on developers who previously had to switch between TwigJs and Vue.js.

2. **Improved Flexibility**: With Vue.js blocks we have control over the provided access to the componentÃÂÃÂ¡ÃÂÃÂ¯s internals, allowing for more granular control over block behavior and content. This allows us to create a public API for any component, making it easier to extend and modify internal behavior, without breaking the public API."
"## Context

Currently, all product prices that are displayed in the default Storefront have an asterisk `*` next to them, for example: `ÃÂÃÂ 50,00 *`
This asterisk refers to the tax and shipping costs information in the page footer `* All prices incl. VAT plus shipping costs and possible delivery charges, if not stated otherwise.`

Using the asterisk `*` next to every price has several downsides that we want to address:","## Decision  
We will remove the asterisk `*` from all product prices displayed in the default Storefront. 

Instead, the footer will still include the following text:  
`All prices incl. VAT, plus shipping costs and possible delivery charges unless otherwise stated.`  

This approach achieves the following benefits:  
1. **Improved UX:** Removing the asterisk simplifies visual presentation and improves readability for users.  
2. **Clarity:** The footer retains the essential pricing details, ensuring visitors have the necessary information without cluttering the UI.  
3. **Conformance to Standard Practices:** Many e-commerce websites follow a similar pattern without an asterisk and simply state price-related specifics in a footer or informational section.  

By removing the explicit symbol next to every price and maintaining detailed explanatory text in the footer, we strike a balance between simplicity, transparency, and compliance with regulations.","## Decision

The asterisk `*` next to every price will be removed because of the reasons mentioned above.
In most areas of the Storefront, the information that the asterisk `*` refers to is already given, and it is therefore redundant.
In areas where the asterisk `*` was actually needed, it will be replaced by the actual text ""Prices incl. VAT plus shipping costs"" instead to resolve the accessibility issues."
"## Context

To comply with Web Content Accessibility Guidelines (WCAG), we aim to make Shopware 6's document solution accessible (A11y-compliant). This ensures that our solution remains usable while meeting legal requirements and making documents accessible to customers with disabilities. 

Currently, our PDF generation library, DomPDF, does not meet accessibility standards, posing a significant challenge.","## Decision  
We will replace DomPDF with an alternative PDF generation library that supports creating WCAG-compliant, accessible PDFs.  

### Rationale:  
1. **Accessibility Standards Compliance**: DomPDF does not support generating accessible PDFs, which is a vital requirement to meet WCAG guidelines.  
2. **Legal and Ethical Responsibility**: Ensuring accessibility is critical for meeting legal requirements and providing an inclusive experience for customers with disabilities.  
3. **Future-proofing**: Selecting a library with built-in accessibility features will allow us to maintain compliance without disproportionately increasing technical debt in the future.  

### Implementation Steps:  
1. Evaluate potential libraries that support accessible PDF generation (e.g., PDF/UA compliant).  
   - Candidates could include libraries like Apache PDFBox, mPDF, or wkhtmltopdf, depending on their capabilities and compatibility with our existing system.
2. Validate libraries against key criteria:  
   - Supports tagging structure for accessibility (e.g., semantic tags, alternative texts).
   - Integrates smoothly with Shopware 6.
   - Meets performance and scalability requirements.
3. Once a library is selected, integrate it into the workflow for document generation in Shopware 6.
4. Test the solution for compliance with accessibility standards, using tools and manual review.
5. Replace DomPDF completely and adapt documentation to reflect the new implementation.

### Follow-up:  
This decision will require ongoing maintenance to ensure compliance as guidelines and standards evolve. Regular testing and updates of accessible features should be incorporated into our development lifecycle.","## Decision

We have decided to make HTML documents available in addition to PDF documents, as these are more accessible.

- **Better for Accessibility**: HTML is naturally organized, making it easier for accessibility tools to read and present content to people with disabilities.

- **Lack of Support**: As our current PDFs lack support for accessibility. Few tools, especially in PHP, can create accessible tagged PDFs, making it difficult to maintain PDF accessibility.

- **Industry Trends**: Many organizations are already moving from PDFs to HTML for accessibility. For example, government websites have been required to meet accessibility standards since the early 2000s. Most of them now use HTML for most of their content because it meets these standards better.

Providing HTML documents aligns with these trends and ensures we are using best practices for accessibility."
"## Context
The existing rule system is flexible but complex, making it difficult to evolve and maintain. Allowing unrestricted extensions of rule classes slows down improvements and increases the complexity of the system.

See RFC: https://github.com/shopware/shopware/discussions/5785","## Decision  
We will introduce a new system for rule management that restricts the unrestricted extension of rule classes while preserving enough configurability to meet user needs.  

- **Centralized Rule Definitions**: All rules will be centrally defined and registered in a single rule registry. This guarantees better visibility, discoverability, and avoids system-wide uncontrolled adhoc extensions.  
- **Modular Rule Extensions**: While unrestricted rule extension will no longer be allowed, modules or extensions must explicitly register their rule additions within the framework provided by the core system.  
- **Simplified Rule Structure**: Redesign the internal structure and API of the rule system to simplify extending or refactoring rules where needed while reducing overall complexity and coupling.  
- **Breaking Changes Communication**: Announce this change as a breaking change to ensure that users and developers relying on the previous unrestricted extension mechanic are aware of the migration path. Extend documentation to provide clear migration guidelines to the new system.  

This system balances evolution and maintainability in line with the expressed needs, while acknowledging backward compatibility challenges raised in discussions like the linked RFC.","## Decision
We will mark existing rule classes as internal, limiting direct usage by third parties. Developers should create new rule classes instead of modifying existing ones. 

Nearly all rule classes will be marked as internal, with a few exceptions: 

```
LineItemOfTypeRule
LineItemProductStatesRule
PromotionCodeOfTypeRule
ZipCodeRule
BillingZipCodeRule
ShippingZipCodeRule
```

These classes will remain public for now, because they rely on configuration which is reasonably expected to be extended by third-party developers."
"## Context

The Storefront JavaScript currently offers a helper class `src/helper/iterator.helper.js` that can iterate over different objects like Maps, FormData, plain arrays etc.
Using this approach has several downsides we want to address.

* It creates an unnecessary abstraction over the native alternative. Very often the `Iterator.iterate()` directly uses js plain `forEach` loop without any additional logic. Using the abstraction is actually creating more complexity.
* It prevents the developer from using the appropriate loop for the given data type and instead passes it to an iterator that does it with arbitrary data types.
* The iterator is a special shopware syntax that needs to be understood and documented. It is way easier to use web standards that everyone knows and that is also officially documented already.
* The usage throughout the codebase is inconsistent and the iterator helper is used alongside the native loops which can create confusion.
* It creates the impression that the data that is being iterated is some special custom object that needs a special iterator helper. In reality, it is a simple `NodeList` in 90% of the time.
* It creates an additional dependency/import in every file that is using it.","## Decision 
We will deprecate and eventually remove the `src/helper/iterator.helper.js` from the Storefront JavaScript codebase. Instead, developers should use native JavaScript constructs for iteration, such as `for`, `for...of`, `forEach`, or other appropriate iteration patterns available in modern JavaScript.

### Implementation Steps
1. **Documentation Update**:
   - Update the Storefront development guide to reflect this decision and emphasize the usage of standard JavaScript iteration methods.
   - Clearly communicate the deprecation of `iterator.helper.js` in future releases.

2. **Refactor Existing Code**:
   - Identify all occurrences where `Iterator.iterate()` is used.
   - Replace them with appropriate native iteration constructs based on the data type being iterated (e.g., `NodeList`, `Map`, `FormData`, plain arrays, etc.).
   - Ensure refactored code is consistent and follows best practices.

3. **Deprecation Process**:
   - Mark `iterator.helper.js` as deprecated in the codebase with a clear comment indicating its planned removal in the future.
   - Add a deprecation warning in the console whenever the helper is used, alerting developers to migrate to native solutions.

4. **Removal Timeline**:
   - Announce that the `iterator.helper.js` will be completely removed in a designated major release (e.g., the next major version).
   - Ensure sufficient time for developers to transition away from the helper.

5. **Encourage Standardization**:
   - Promote consistency across the codebase by enforcing the use of native iteration approaches and providing examples where needed.

By deprecating and removing this unnecessary abstraction, we aim to reduce complexity, improve code clarity, and simplify onboarding for developers working with the Storefront JavaScript.","## Decision

For all the above reasons we have decided to deprecate `src/helper/iterator.helper.js`, stop using it, and use native alternatives instead.
We want to have a more lean and simple Storefront JavaScript that needs less special things to learn and understand."
"## Context

Currently, flows are executed during the business process. A business
process is any event that is triggered by the user, like a checkout or
a product update. Flows are used to react to these events and execute user defined actions.

There are several downsides to this approach. The most straightforward is the possibility of a fatal error during
the execution of any flow. This will inevitably cancel the in progress business process. While there are remedies in place
to avoid any trivial errors in flow execution disrupting the business process, certain errors can not be avoided.

Further, even if all flows execute without error, they noticeably impact business process performance. Flows are often 
employed to, for example, send mails, an expensive operation that is not necessary to complete the business process.

In addition to these concrete disadvantages, there are also some more abstract ones. For one, currently flows are executed directly
from a decorator of Symfony's `EventDispatcher`, leading to cumbersome debugging and bloated stack traces. This would
be improved if flows are executed by a dedicated event listener. Additionally moving flows to their own execution
environment would not only simplify debugging, but also potentially make expanding their capabilities easier.

> *The following is all experimental and only takes effect if the associated feature flag `FLOW_EXECUTION_AFTER_BUSINESS_PROCESS` is enabled*","## Decision  
Flows will be decoupled from the immediate execution of the business process and executed asynchronously after the business process has been completed. This approach offers more robustness and scalability while addressing the outlined downsides:

1. **Error Isolation**: Any fatal errors occurring during the execution of a flow will no longer impact the business process. The decoupling ensures that even if a flow fails, the business process completes successfully.

2. **Performance Improvement**: Expensive operations, such as sending emails, will no longer hinder the performance of the business process since flows will be processed in an asynchronous manner.

3. **Improved Debugging and Maintenance**: Flows will be executed by a dedicated event listener instead of being triggered directly from Symfony's `EventDispatcher` decorator. This separation will reduce stack trace complexity and simplify debugging.

4. **Scalability for Flow Capabilities**: Moving flows to a dedicated execution environment lays the groundwork for future enhancements, making flows more flexible and potentially introducing retries, advanced scheduling, or distributed execution mechanisms.

**Implementation Notes**:
- A feature flag `FLOW_EXECUTION_AFTER_BUSINESS_PROCESS` will be used to toggle this new behavior, ensuring the change can be rolled out incrementally and tested on controlled environments.
- Flows execution will be orchestrated through a dedicated system, such as a message queue or task scheduler, ensuring reliable asynchronous processing.
- Logging and monitoring mechanisms will be enhanced to capture and handle flow execution failures independently of the main business process lifecycle.

With this decision, the business process will remain robust and performant, while flows gain greater flexibility and reliability through asynchronous handling.","## Decision


We will move the flow execution after the business process. As outlined above we believe that this will simplify the
development around flows, while also improving their performance and safeguarding the main execution environment.

To ensure that flows are executed as close to the business process that triggered them as possible, we will
'queue' the flow execution. This means that flows will be executed after the business process has finished.
Flows are stored in memory and executed as soon as the execution environment signals, that it has
finished a unit of work. The associated events are as follows:

1. After a controller action has been executed (Web) => `KernelEvents::TERMINATE`
2. After a queued message has been processed (Queue) => `WorkerMessageHandledEvent`
3. After a command has been executed (CLI) => `ConsoleEvents::TERMINATE`

Another option would be to handle flow executions as queue messages. This would entirely remove
flow executions from the runtime of the business process. While this would be a simpler solution,
it would both make debugging more complex and introduce an unpredictable delay between the business
process and the flow execution. While this delay could be mitigated by using a high priority queue,
it could not reliably be kept under a certain threshold. To entirely avoid this delay, we decided
that the flow execution should be handled as close to the business process as possible."
"## Context and Problem Statement

We want to record architectural decisions made in this project.
Which format and structure should these records follow?","## Decision 
We will adopt the [MADR (Markdown Architecture Decision Record)](https://adr.github.io/madr/) format for recording architectural decisions in this project.

## Rationale
1. **Simple and Lightweight**: MADR’s structure is easy to understand and implement, enabling contributors to quickly document decisions without excessive overhead.
2. **Markdown-based**: Markdown is widely used and supported across many tools, which ensures portability, ease of editing, and collaboration.
3. **Supports Key Elements**: MADR includes all the essential components for an architectural decision record, such as context, decision, consequences, and status.
4. **Encourages Consistency**: Using a standard format ensures that all ADRs within the project are consistent, making it easier for contributors to read, evaluate, and revisit decisions.

## Consequences
1. Future contributors will need to familiarize themselves with the MADR format (though this is minimal since the structure is straightforward and well-documented).
2. We will need to include a template of MADR in the project repository to guide contributors.
3. All ADRs will be version-controlled in a directory (e.g., `docs/adr/`) within the project for future reference.","## Decision Outcome

Chosen option: ""MADR 2.1.2"", because

* Implicit assumptions should be made explicit.
  Design documentation is important to enable people understanding the decisions
  later on.
* The MADR structure is comprehensible and facilitates usage & maintenance."
