context,decision,predicted_decision
"## Context
In the past merchants had to deal with issues where their custom-built flow did not
behave how they intended it to do. An concrete example: We've had a merchant that contacted
us (shopware) that their shop did not sent out mails. Debugging the flow turned out to
be harder than we thought and honestly harder than it should be. The flow builder should
empower users to build reliable flows and not spend their precious time trying to
figure out what went wrong.

To improve the experience when using the Flow Builder were taking measures. First,
Flow Builder Preview and second Flow Builder Logging. This ADR only discusses the former one,
there are plans internally for the latter one, but it won't get much attention for now, as
it also addresses different issues (what does my flow do vs what went wrong in the past).

Users should be able to preview a flow and get further understanding on how a flow executes.
This preview only displays the steps and decisions happening inside a flow but doesn't
execute / simulate the real flow","## Decision 
## Decision

We will implement a **Flow Builder Preview** feature to allow users to visually preview and understand the steps and decisions within a flow without executing or simulating the real flow. This feature will empower users to design reliable flows and better comprehend the logic they’ve built. It addresses the need for clarity and transparency in flow execution, making debugging and configuration less time-consuming for users.

Key Implementation Points:
- The preview will provide a step-by-step representation of the flow structure, including conditional decisions and branching paths.
- It will not execute real operations within the flow (e.g., sending emails or triggering actions); it will focus purely on flow visualization.
- Interactive elements may be introduced to allow users to expand particular steps/details during the preview to better analyze the process.
- This preview will serve as an educational and debugging tool, helping merchants design flows with predictability and confidence.

By delivering a clear, user-friendly preview, merchants can save time and reduce frustration, enabling them to focus on building efficient processes rather than struggling with debugging or troubleshooting unclear flows.","## Decision
The whole scope of the Flow Builder Preview is to help merchants *creating* new flows and
*update* their existing flows.

Will do:
* Evaluate path of flow by executing rules
* Validating the input data of the actions
* Leave it up to the action how much ÃÂÃÂ¡ÃÂÃÂ°realÃÂÃÂ¡ÃÂÃÂ± code is actually executed

Won't do:
* Executing Flow Builder Actions i.e. calling the `handleFlow` method of an action
* Execute one huge transaction to the database and rollback later
    * Mail actions e.g. could render the mail template and send it to a given mail address
    * CRUD actions e.g. could decide, if they only want to check the input data or
      open a transaction to roll it back"
"## Context
In the current media system it is possible to configure different `Shopware\Core\Content\Media\Pathname\PathnameStrategy\PathnameStrategyInterface`.

These strategies are used to store files, which are uploaded for media entity, under a certain path.

The configured strategy is then also used to generate the URL that is used in the frontend/store API to embed the file.

The generation of this URL is currently triggered in an event subscriber which is registered to the `media.loaded` event.

For generating the URL an implementation of the `UrlGeneratorInterface` is used.
```php
interface UrlGeneratorInterface
{
    public function getAbsoluteMediaUrl(MediaEntity $media): string;

    public function getRelativeMediaUrl(MediaEntity $media): string;

    public function getAbsoluteThumbnailUrl(MediaEntity $media, MediaThumbnailEntity $thumbnail): string;

    public function getRelativeThumbnailUrl(MediaEntity $media, MediaThumbnailEntity $thumbnail): string;
}

interface PathnameStrategyInterface
{
    public function getName(): string;

    /**
     * Generate a hash, missing from url if omitted
     */
    public function generatePathHash(MediaEntity $media, ?MediaThumbnailEntity $thumbnail = null): ?string;

    /**
     * Generate the cache buster part of the path, missing from url if omitted
     */
    public function generatePathCacheBuster(MediaEntity $media, ?MediaThumbnailEntity $thumbnail = null): ?string;

    /**
     * Generate the filename
     */
    public function generatePhysicalFilename(MediaEntity $media, ?MediaThumbnailEntity $thumbnail = null): string;
}
```","## Decision
## Decision

The generation of URLs for media entities and thumbnails will be refactored to decouple it from the `media.loaded` event subscriber and align closely with the `PathnameStrategyInterface`.

### Key Changes:
1. **Centralize URL Generation Logic**:
   - Move URL generation logic to implementations of the `UrlGeneratorInterface`. 
   - `UrlGeneratorInterface` will explicitly depend on `PathnameStrategyInterface` to ensure that consistent paths are generated for media and thumbnails.

2. **Responsibility Shift**:
   - Decouple URL generation from event listeners (`media.loaded`) and instead execute it either lazily when accessed or as part of the `MediaEntity`/`MediaService` lifecycle, depending on the use case.

3. **Explicit Handling of Cache Buster and Path Hash**:
   - Ensure `generatePathHash` and `generatePathCacheBuster` in the `PathnameStrategyInterface` are fully utilized to produce consistent and performant URLs.
   - Configuration for enabling or disabling hashes and cache busters should be made customizable based on deployment needs.

4. **Uniform Configuration**:
   - Offer a unified place to configure `PathnameStrategyInterface` and its dependencies within the service container.
   - Introduce validation to enforce consistent settings between path generation for storage and URL generation.

Advantages:
   - Decoupling: Removing the logic from event subscribers makes the system easier to test and reduces dependency on specific event sequences.
   - Consistency: Leveraging `PathnameStrategyInterface` ensures that the same logic governs path and URL generation.
   - Extensibility: Scoped, centralized logic makes it easier to introduce new pathname or URL strategies in the future.
   - Performance: Lazily generating URLs reduces unnecessary computation during the `media.loaded` event if the URL is not immediately required.

Disadvantages:
   - Refactoring existing implementations may take some effort, and some features will need to be validated for backward compatibility in existing implementations. However, this introduces a cleaner, more maintainable design.","## Decision
To address the issues listed above, we will make the following changes to the system:

- The file path will be saved directly to the media entity (and thumbnail) when the file is uploaded.
    - This way we don't have to access the strategy when generating the URL, which might have changed in the meantime.
- We allow to change the file path via API and write it directly when creating the entity
    - This way files can be synchronized directly with an external storage and the path only has to be changed in the entity or given during import.
- To generate the strategy we use new location structs, which can be easily created via a service.
    - So we remove the dependency to the DAL to generate the file path.
- For generating the URL, we implement a new service, which can be operated without entities.
    - The URL generation is more resource efficient and can be done without fully loaded entities.
- The new URL generator uses a new ""cache busting"" system, which writes the updated at timestamp of the media entity as query parameter into the URL.
    - This way the file path can remain the same even if the file is updated. Changes to the entity's meta data will also result in a new URL."
"## Context
We often need a way between the different Shopware versions to provide a one-time update for data. This is currently done on the way to extend an indexer to this logic and then trigger this via a migration. 
This is of course a possible way to enable certain migrations of data, but this migration is also executed again and again when the indexer is executed. 
With certain data this is critical and can lead to system errors. For example, the one-time migration of media path information.","## Decision 
## Decision

We will introduce a dedicated mechanism for one-time data migrations to separate them from indexer logic. This new mechanism will ensure that data migrations are only executed once and do not interfere with regular indexer executions.

Key points of the decision:
- Develop a new `DataMigration` system that runs one-time data migrations and stores the migration state (e.g., completed or pending).
- Provide a unique identifier for each data migration to track its execution status.
- Integrate the `DataMigration` system into existing update processes for Shopware versions.
- Ensure that migrations are idempotent to prevent critical issues if a migration is accidentally re-executed.
- Add a CLI command to list, execute, or rollback specific data migrations for better control during updates.
  
This solution ensures data consistency and prevents system errors caused by repeated execution of data migrations tied to indexers. It also provides better maintainability and separation of concerns between indexing and migration logic.","## Decision

We implement a new `PostUpdateIndexer`. This is an extension of the `EntityIndexer` and the system can be adapted 1:1. Also, the indexing registration via database migration can be adapted 1:1. 
However, the indexer is not triggered via the `IndexerRegistry` when a full re-index or an entity written event is triggered.
These indexers are only included after the update process.
In addition to the one-time update of the data, we then often also provide a command that can be used to trigger the migration of the data again."
"## Context
Our current development process uses ['Experimental features'](./2023-05-10-experimental-features.md) to publish features in an early state to gather feedback regarding those features.
During the implementation, developers may encounter challenges related to the effective management of extensive code scattered throughout the platform, particularly in connection with specific experimental features. This codebase fragmentation presents impediments to the tracking, maintenance, and comprehensive understanding of each feature's scope, thereby hindering our development progress.
 
Potential problems:
* Update `stableVersion` property for Prolonged Experiments
    * When a decision is made to extend an experiment, locating all relevant sections of code for updating the property `stableVersion` in `@experimental` annotation becomes a cumbersome task.
* Deprecation of Killed Features
    * Identifying and marking as deprecated the components associated with a deprecated experimental feature is problematic, particularly when multiple experimental features coexist simultaneously within the platform.
    * The ['Experimental features'](./2023-05-10-experimental-features.md) stipulates the ""Killing Feature"" rule, which mandates that a feature must remain within the platform's codebase until the next major version and be appropriately marked as deprecated. However, it is hardly possible to check with current annotation.

In all the above case main problem is detection to which feature belongs experimental code.","## Decision 
## Decision

Introduce a feature-specific tagging mechanism to associate all experimental code with its corresponding experimental feature. This tagging mechanism will ensure effective identification, tracking, and management of experimental features within the codebase. 

**Implementation approach:**
1. Enhance `@experimental` annotation:
   - Add a `featureId` (or similar) property to the `@experimental` annotation to uniquely associate experimental code with its designated experimental feature.
   - Example: `@experimental(featureId = ""feature-name"", stableVersion = ""1.5.0"")`

2. Ensure consistent feature identification:
   - All experimental code must include the `featureId` in its annotation for every associated feature. This provides immediate visibility into which feature the code belongs to and simplifies searchability.

3. Streamline feature lifecycle processes:
   - **Prolongation of Experiments**:
     - Easily locate all code associated with an experimental feature by searching for the `featureId`. Update the `stableVersion` property efficiently.
   - **Deprecation of Killed Features**:
     - Identify and deprecate all relevant code for an abandoned experimental feature by its `featureId`. This ensures adherence to the ""Killing Feature"" rule while minimizing the risk of missing components.

4. Tooling support:
   - Develop or integrate tools to automate:
     - Detection of all occurrences of a specific `featureId` in the codebase.
     - Generating reports of experimental features and their code coverage status.
     - Highlighting outdated or improperly annotated code for experimental features.
  
5. Documentation and best practices:
   - Update the 'Experimental features' documentation ([2023-05-10-experimental-features.md](./2023-05-10-experimental-features.md)) to include details on using the `featureId` tagging mechanism.
   - Educate developers regarding best practices to ensure consistent application of feature tags.

**Benefits:**
- Enables granular tracking and management of experimental features across the codebase.
- Simplifies tasks such as updating, prolonging, or deprecating features.
- Reduces the likelihood of errors or omissions when working with experimental code.
- Improves overall clarity and maintainability of the platform.","## Decision
To address the existing challenges, we propose implementing a refined approach to the use of the `@experimental` annotation. 

The key modifications are as follows:
* Mandatory `feature` property: 
  * Every `@experimental` annotation will now require a mandatory `feature` property. This property is a string that must contain the name of the associated feature.
* Uniform feature Naming: 
  * To enhance code organization and traceability, all sections of code related to a particular feature must use the same feature name in the `feature` property of the `@experimental` annotation.
  * Feature names should follow the conventions.
    * Feature names cannot contain spaces
    * Feature names should be written in `ALL_CAPS`."
"## Context
In the current implementation, there exists a challenge for extension developers in uniquely identifying payment and shipping methods using identifiers.
This issue is particularly significant for app servers, as it necessitates calls to the Shopware Admin API for the identification of payment and shipping methods based on their respective IDs.","## Decision 
## Decision
Introduce unique, developer-friendly, and human-readable identifiers (e.g., strings like ""credit_card"" or ""express_shipping"") for payment and shipping methods. These unique identifiers will serve as stable references for developers and app servers, eliminating the need to rely solely on the IDs returned by the Shopware Admin API. 

This approach ensures that app servers and extension developers can directly recognize payment and shipping methods without additional API requests and reduces complexity in app implementations.","## Decision
We will introduce a new property called `technicalName` to both the `payment_method` and `shipping_method` entities.
This `technicalName` property will serve as a unique identifier for payment and shipping methods, significantly simplifying the identification process.

While the `technicalName` field will be optional within the database and API to ensure backward compatibility, it will be made mandatory in the Administration.
This ensures that merchants will update their payment and shipping methods accordingly for the upcoming requirement.
An unique index will ensure uniqueness.
Starting from version 6.7.0.0, this `technicalName` field will also become required within the database and the API.

As part of the database migration process, the `technicalName` field will be automatically generated for the default payment and shipping methods provided by Shopware, as illustrated below:

| Type     | Name             | Technical Name          |
|----------|------------------|-------------------------|
| Payment  | Debit            | payment_debitpayment    |
| Payment  | Invoice          | payment_invoicepayment  |
| Payment  | Cash on Delivery | payment_cashpayment     |
| Payment  | Pre Payment      | payment_prepayment      |
| Shipping | Standard         | shipping_standard       |
| Shipping | Express          | shipping_express        |

Furthermore, all payment and shipping methods provided by apps will also benefit from the automatic generation of their `technicalName`.
This generation will be based on the app's name and the `identifier` defined for the payment method in the manifest:

| App Name | Identifier         | Technical Name                    |
|----------|--------------------|-----------------------------------|
| MyApp    | my_payment_method  | payment_MyApp_my_payment_method   |
| MyApp    | my_shipping_method | shipping_MyApp_my_shipping_method |"
"## Context

At the moment the Storefront is implementing a lot of custom SCSS inside `app/storefront/src/scss`.
Some custom SCSS is not necessary, and it already exists within Bootstrap as a utility.
For example default spacing with a custom selector:

```scss
.register-login-collapse-toogle {
    margin-bottom: $spacer;
}
```

This can be replaced with a Bootstrap [spacing utility](https://getbootstrap.com/docs/5.2/utilities/spacing/) in the HTML and the SCSS can be completely removed:

```diff
- <div class=""register-login-collapse-toogle""><div>
+ <div class=""register-login-collapse-toogle mb-3""><div>
```

A class like `register-login-collapse-toogle` should stay in the HTML in case a developer wants to style this specific element.
But there is no need to introduce a new CSS rule using a custom selector to apply a default spacing.

If you implement new UI using mostly utility classes, please consider to still add CSS classes that offer the possibility for themes to add individual styling. For example:

```html
<!-- Classes ""shipping-modal-actions"", ""shipping-abort"" and ""shipping-submit"" are added for better semantics and CSS extensibility, but ship no default CSS. -->
<div class=""border p-3 mb-3 shipping-modal-actions"">
    <button class=""btn btn-light shipping-abort"">Abort</button>
    <button class=""btn btn-primary shipping-submit"">Submit</button>
</div>
```

This principle cannot be applied everywhere. 
For more complex layouts it can still be valid to use custom SCSS because it is not possible to build with default components and utilities, or it would produce a messy template with too many generic utility classes. 
However, for simpler stuff like ""add a border here, add some spacing there"" it's not necessary to implement additional custom styling.","## Decision 
## Decision

* Replace custom SCSS rules for basic utilities (e.g., spacing, borders, colors) with Bootstrap utility classes wherever possible. Avoid introducing custom CSS rules for cases covered by Bootstrap utilities.
* Keep semantic and extendable custom class names in the HTML structure for developers to add specific styling if needed later.
* For simpler UI adjustments like spacing or borders, prioritize Bootstrap utilities to reduce the need for additional SCSS.
* Apply a hybrid approach for more complex layouts, using custom SCSS where Bootstrap utilities would result in overly complicated or less maintainable templates.
* Provide clear separation between utility usage for default styles and added custom classes for semantic and extensibility purposes.","## Decision

We want to make more use of Bootstrap utilities and get rid of custom SCSS that is not needed.

In order to do so we want to remove unneeded SCSS and add a utility class to the HTML instead (e.g. `mb-3`).
However, this can break styling overrides of themes/apps because most Bootstrap utility classes apply `!important` by default.

Let's stick to the example of `.register-login-collapse-toogle`.
* The core Storefront adds a bottom margin of `$spacer` which equals `1rem`.
* Then `CustomTheme` overrides this selector with a margin bottom of `80px`:

```diff
/* CustomTheme */
.register-login-collapse-toogle {
+    margin-bottom: 80px;
}

/* Storefront */
.register-login-collapse-toogle {
-    margin-bottom: 1rem;
}
```

If the core Storefront would migrate to the utility class it would suddenly overrule the styling of `CustomTheme` because of the `!important` property:

```diff
/* Utility class from HTML overrules CustomTheme */
.mb-3 {
+    margin-bottom: 1rem !important;
}

/* CustomTheme */
.register-login-collapse-toogle {
-    margin-bottom: 80px;
}

/* Storefront */
.register-login-collapse-toogle {
-    margin-bottom: 1rem;
}
```

The theme developer would have no other choice other than using `!important` as well, or modifying the Twig template.

Because of this, we have decided to remove the `!important` from Bootstrap utility classes by changing the [Importance](https://getbootstrap.com/docs/5.2/utilities/api/#importance) variable `$enable-important-utilities` to `false`.
By doing this, we can use more utilities while at the same time allowing themes to override the same CSS property without using `!important` or editing the template.

Since it is currently expected that Bootstrap utilities add `!important` and overrule almost everything, we do not want to change this right away but from `v6.6.0` onwards."
"## Context
For our ambitions to consequently reduce manual testing in favour for test automation the current E2E test suite, based on Cypress, is not sufficient anymore. It has several flaws that have become a big road-blocker. The test suite is tightly coupled to the state of the test environment, which leads to tests that are not very deterministic and tend to be slow and flaky. Tests are often created in different ways and don't follow a specific strategy. In addition, the test suite is currently not able to test against our cloud environment.

Our goal is to create a test suite that fulfills the following requirements:

*  Deterministic tests that can run against any environment.
*  Fast and reliable tests that follow a certain test strategy.
*  Tests that are derived from real product requirements and validate behaviour.
*  A test framework that is easy to learn and using a readable syntax that also non-tech people can comprehend.","## Decision 
## Decision

We will transition to a Playwright-based E2E test suite to address the issues with the current Cypress setup and meet our defined goals for test automation.

## Key Actions:
1. **Switch to Playwright:**
   - Use Playwright for deterministic, fast, and reliable browser-based testing that supports multiple environments, including cloud.

2. **Define a Test Strategy:**
   - Establish a clear and uniform test strategy that focuses on product requirements and validates behavior.
   - Categorize the tests into critical workflows, edge cases, and regressions.

3. **Make Tests Environment-Agnostic:**
   - Ensure tests are written in a way that they don’t rely on a specific test environment or predefined states, reducing flakiness.

4. **Readable and Easy Syntax:**
   - Utilize Playwright's modern syntax to make tests declarative and readable, enabling collaboration with non-technical stakeholders.

5. **Test Performance Optimization:**
   - Leverage Playwright's parallel testing capabilities and fast execution to improve test performance, ensuring quick feedback loops.

6. **Comprehensive Documentation and Training:**
   - Create guides and training sessions to onboard engineers and non-technical QA members to the new framework.

This transition will enable a much-needed shift toward a scalable, manageable, and reliable E2E testing approach aligned with our automation goals.","## Decision
In order to achieve this goal we decided to not further invest time in the existing test suite, but start from scratch. This offers the opportunity to also switch to another test framework that better fulfills our needs. 

After some evaluation we chose Playwright as the new test framework. First benchmarks have shown that it is faster and more stable than Cypress. Additionally, it is easy to learn, has very good documentation and uses a syntax that is easily to understand. It also offers the functionality of creating reusable traces, which come in handy when debugging failing tests from pipelines."
"## Context
1. If flow actions want to interact with the database in a transactional manner, they need to handle it themselves by starting and committing transactions.

2. When there is a problem committing the transaction, the error will be caught and ignored by the flow dispatcher. A vague error message will be logged, but the flows will continue to execute.
This is problematic if a transaction was already started before the flow is executed. If the connection is configured without save points (which is the default with Shopware), when a nested commit fails (eg during a flow action) the connection will be marked as rollback only.
When the outer transaction attempts to commit, eg the calling code, it will be unaware of the previous inner commit failure and thus will also fail.","## Decision 
## Decision

To address the transactional issue caused by handling the database interactions solely within flow actions, we propose the following changes:

1. **Transaction Context Enforcement for Flow Actions**:
   Flow actions should not independently handle transactions. Instead, they should rely on the transaction context provided by the outer calling process. This ensures that nested transactions do not corrupt the transaction state, avoiding scenarios where the connection is marked as rollback-only due to nested commit failures. Flow actions should primarily execute their operations within the scope of the outer transaction.

2. **Error Handling for Transaction Failures**:
   Modify the flow dispatcher to properly surface and handle errors when a transaction fails to commit. A clear and actionable error message should be logged instead of being vaguely ignored. Additionally, if a transaction-related failure occurs during the execution of a flow action, the dispatcher should halt further flow execution and ensure proper rollback handling to prevent cascading failures.

3. **Configure Savepoint Usage**:
   To mitigate nested transaction issues further, configure the database connection to enable savepoint usage as a default when interacting with flows. This enables precise rollback management at the appropriate levels without affecting the outer transaction. If savepoints are disabled by default in Shopware, this configuration change should be considered mandatory when flows are expected to interact transactionally with the database.

4. **Documentation and Guidelines**:
   Provide clear documentation and guidelines for developers to understand how flow actions interact with transactions. This includes cautioning against starting transactions inside flow actions and emphasizing adherence to the provided transaction context from the calling code.

With these decisions implemented, transactional integrity will be preserved, error handling will be improved, and the reliability of flows that interact with the database will be enhanced.","## Decision

We introduce a new marker interface `\Shopware\Core\Content\Flow\Dispatching\TransactionalAction` which flow actions can implement.

The flow executor will wrap any action in a database transaction which implements the interface.

Before:

```php
class SetOrderStateAction extends FlowAction implements DelayableAction
{
    public function handleFlow(StorableFlow $flow): void
    {
        $this->connection->beginTransaction();
        
        //do stuff
        
        try {
            $this->connection->commit();
        } catch (\Throwable $e) {
                
        }
    }
}
```

After:

```php

class SetOrderStateAction extends FlowAction implements DelayableAction, TransactionalAction
{
    public function handleFlow(StorableFlow $flow): void
    {        
        //do stuff - will be wrapped in a transaction
    }
}
```

You can also force the flow executor to rollback the transaction by throwing an instance of `\Shopware\Core\Content\Flow\Dispatching\TransactionFailedException`. You can use the static `because` method to create the exception from another one. Eg:

```php

class SetOrderStateAction extends FlowAction implements DelayableAction, TransactionalAction
{
    public function handleFlow(StorableFlow $flow): void
    {        
        try {
            //search for some record
            $entity = $this->repo->find(...);
        } catch (NotFoundException $e) {
            throw TransactionFailedException::because($e);
        }
    }
}
```

The transaction will be rollback if either of the following are true:

1. If Doctrine throws an instance of `Doctrine\DBAL\Exception` during commit.
2. If the action throws an instance of `TransactionFailedException` during execution.
3. If another non-handled exception is thrown during the action execution. This is to aid debugging.

If the transaction fails, then the error will be logged. Also, if the transaction has been performed inside a nested transaction without save points enabled, the exception will be rethrown.
So that the calling code knows something went wrong and is able to handle it correctly, by rolling back instead of committing. As, in this instance, the connection will be marked as rollback only."
"## Context

Vue 3 introduced a new compatibility mode to ease the migration from Vue 2 to Vue 3. This mode is enabled by default
and allows the use of most Vue 2 features in a Vue 3 application. This mode is only recommended for the transition period
and should be turned off as soon as possible.

We have kept the compatibility mode enabled in the administration because it makes it easier for plugins to migrate 
and results in fewer breaking changes during the major release. This splits the work of migrating the administration
and the plugins into two separate majors instead of one.","## Decision 
## Decision

We will keep the Vue 3 compatibility mode enabled during the current major version. This decision aims to ease the transition for plugin developers by reducing the impact of breaking changes in a single major release. The compatibility mode allows the administration to use Vue 3 while still supporting most Vue 2 features, creating a smoother upgrade path for plugin migrations.

However, we plan to disable the compatibility mode in the following major release to fully transition to Vue 3. This ensures future development is aligned with Vue 3 standards and best practices. During this major, we will begin phasing out deprecated Vue 2 features and preparing the administration to run without the compatibility mode. Plugin developers are encouraged to migrate their code to Vue 3 compatibility as early as possible to avoid potential disruptions once the mode is disabled.","## Decision

Migrating all components in one by disabling the compatibility mode for the whole administration is a huge task and
would make it hard to keep the administration stable during the migration. We decided to disable the compatibility mode
per component level. This allows us to migrate components one by one and keep the administration stable during the migration.

This gives all teams and plugin developers the possibility to migrate their components to Vue 3 without waiting for the
whole administration to be migrated and for the global removal of the compatibility mode.

To activate the new mode, the `DISABLE_VUE_COMPAT` feature flag must be enabled. Then, it is possible to disable the
compatibility mode on a per-component level by setting the `compatConfig` option in the component to our custom configuration.
This custom configuration is exposed in `Shopware.compatConfig` and has all compatibility features disabled if the 
feature flag is activated."
"## Context
It was brought to our attention that the latest version of Vuex `4.1.0` contains a bug that destroys getter reactivity under specific circumstances. The proposed fix was to downgrade to `4.0.2`. However, downgrading was not possible as `4.0.2` contains other bugs that caused modules to fail.","## Decision 
## Decision 
We decided to remain on Vuex `4.1.0` despite its bug that destroys getter reactivity under specific circumstances. The reasoning is that downgrading to `4.0.2` introduces other unfixable issues that compromise critical functionality, causing modules to fail entirely. In addition, the getter reactivity bug in `4.1.0` can be mitigated with workarounds in the implementation, making it the lesser of two evils compared to the severity of errors in `4.0.2`.","## Decision
Pinia is the new documented standard with Vue 3; therefore, we will switch to Pinia."
"## Context

In our current architecture, we rely heavily on PHP decoration, Adapter, and Factory patterns to allow for extensions and customizations by third-party developers. While these patterns are effective, they present significant challenges:

1. **Backward and Forward Compatibility:**
    - Maintaining backward and forward compatibility with these patterns is complex and labor-intensive. Each change or update can potentially break existing extensions or require extensive rework to ensure compatibility.

2. **Process Extension Limitations:**
    - These patterns do not inherently allow for the extension of subprocesses unless these subprocesses are extracted into separate classes and interfaces. This extraction often results in a proliferation of interfaces, abstract classes, and their implementations.

3. **Proliferation of Code:**
    - The need to extract subprocesses into separate entities leads to an overwhelming number of interfaces and abstract classes. This proliferation makes the codebase more difficult to understand and maintain, and increases the cognitive load on developers.","## Decision  
## Decision  

Adopt the **Pipeline Pattern** as a new architectural structure for handling extensions and subprocesses.  

### Rationale:  
The Pipeline Pattern addresses the challenges identified in our current architecture:  
1. **Improved Compatibility Management:**  
   - By structuring process logic into stages within a pipeline, it becomes easier to introduce changes incrementally.  
   - Each pipeline stage is independent, so changes to one stage are less likely to have ripple effects on others.  

2. **Simplified Process Extension:**  
   - The pipeline model allows subprocesses to naturally slot into clearly defined stages.  
   - Third-party developers can easily extend functionality by adding or modifying specific pipeline stages, reducing the need for complex decoration or class hierarchies.  

3. **Reduced Code Proliferation:**  
   - Subprocess logic is consolidated into pipeline stages, reducing the need for a large number of interfaces and abstract classes.  
   - This makes the codebase more clean, readable, and maintainable.  

### How we'll implement the transition:  
1. **Introduce iteratively:**  
   Start by adopting the Pipeline Pattern for new features or refactoring isolated sections. Gradually transition other modular areas of the system.  

2. **Stage-based design:**  
   Define clear contracts and responsibilities for each pipeline stage, with minimal coupling between stages.  

3. **Backward compatibility:**  
   - Maintain the current approach for existing features, and provide adapters as necessary during the transition period.  
   - Actively engage with third-party developers to ensure smooth adoption of the new architecture for their extensions.  

By moving toward the Pipeline Pattern, we aim to create a more flexible, maintainable, and developer-friendly architecture while keeping the codebase lean and manageable.  ","## Decision

To address these challenges, we have decided to transition to an event-based extension system. This new approach will replace the existing decoration, Adapter, and Factory patterns as the primary method for extending and customizing our system."
"## Context

Currently, our component tests in Jest are running with enabled compat mode. To remove the compat mode for each
component, we need to add a new Jest runner with disabled compat mode to make sure that the tests are running without compat mode.","## Decision 
## Decision

We will create a new Jest runner dedicated to testing components with compat mode disabled. This runner will ensure that all component tests are executed without compat mode enabled, allowing us to identify and address any issues caused by the removal of compat mode while maintaining isolated testing scenarios.","## Decision

I added a new runner command in the NPM scripts to run the Jest tests without compat mode. The new runner command is
`unit:disabled-compat` and `unit-watch:disabled-compat`. Also, the composer commands are added to run the tests. These commands are `admin:unit:disabled-compat` and `admin:unit-watch:disabled-compat`. These commands are using the environment variable `DISABLE_JEST_COMPAT_MODE` to disable the compat mode.

For the pipeline, I added a new stage to run the Jest tests without compat mode. The stage is `Jest (Administration with disabled compat mode)`.

To mark a test file working without the compat mode you need to add a comment with the `@group` tag. The tag is `@group disabledCompat`.

Example:
```javascript
/**
 * @package admin
 * @group disabledCompat
 */

import { mount } from '@vue/test-utils';

async function createWrapper() {
...
```

With this tag, the test file is running without compat mode. To make a component working for both modes, you can use the
compatUtils helper function from Vue compat:
```javascript
// Example
import { compatUtils } from '@vue/compat';

...

if (compatUtils.isCompatEnabled('INSTANCE_LISTENERS')) {
    return this.$listeners;
}

return {};

...
```


Important: the test still runs also with compat mode activated in parallel."
"## Context

In some instances, a system rollout was completed where an error in certain system functionalities was not detected until the system was live.

A software system is made up of many components that work together to provide a service. The software system can still be healthy even if some of its components are not fully in a healthy state.  System health checks are a way to monitor the health of a system and detect failures early.","## Decision 
## Decision

To improve the detection of errors and ensure system robustness, we will implement detailed health checks for the software system. These health checks will monitor the health of individual components in addition to the overall system health. 

The health check implementation will include the following:

1. **Component-Level Health Checks:** Each individual component will have its own health check to ensure its functionality is working as expected. This will allow us to pinpoint issues within specific components rather than relying solely on overall system health.

2. **Aggregated System Health Check:** The system's overall health will be calculated based on the aggregated statuses of all components. This aggregated status will take into account the importance of each component and its impact on overall system availability.

3. **Pre-Rollout Health Validation:** Before deploying the system live, health check validations will be performed to ensure that all critical components and functionalities are working correctly.

4. **Real-Time Monitoring in Production:** Health checks will run continuously in production to detect issues early. If a critical component fails, alerts will be triggered for immediate action.

5. **Communication of Results:** Health check results will be documented and shared with relevant stakeholders to assist with debugging, support, and maintenance.

By instituting thorough system health checks, potential errors can be detected earlier during development, testing, or deployment phases, reducing the likelihood of encountering undetected issues post-rollout.","## Decision

We will implement system health checks in Shopware to monitor certain parts of the system with the aim to detect failures and issues early.
This system should be extensible and allow for custom health checks to be added with ease."
"## Context

The `Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\Subscriber\TestPreparationStartedSubscriber` only allows
the `Shopware\Tests\Unit` namespace to be considered when enabling the major feature in the unit tests suite.","## Decision 
## Decision

To maintain a consistent and streamlined testing approach, we decide to limit the major feature flag enablement in the unit test suite solely to the `Shopware\Tests\Unit` namespace. This restriction ensures clear separation of concerns and avoids unintended side effects when running unit tests.

The `Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\Subscriber\TestPreparationStartedSubscriber` behavior will remain as-is, as it aligns with this decision and simplifies test configuration by keeping feature-flag-related changes isolated within the `Unit` namespace.

If in future, other namespaces are required to support major feature flags, we will reevaluate and extend the functionality with proper consideration and thorough discussion.","## Decision

To be able to unit test the upcoming major feature in other plugins we will enable the possibility to add other
namespaces to
the `Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\Subscriber\TestPreparationStartedSubscriber`.

We'll add a static method called `addNamespace()` method to the
`Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\FeatureFlagExtension` and by this we are able to add other namespaces
to the allowlist of the namespaces to be considered when enabling the major flags in the unit test suite.

This can be useful for plugins that wants to enable the major flags in their unit tests suite.

Therefore, add the extension to the extension list in the `phpunit.xml`:

```xml

<extensions>
    ...
    <bootstrap class=""Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\FeatureFlagExtension""/>
</extensions>
```

And register your test namespace in your test bootstrap file:

```php
FeatureFlagExtension::addTestNamespace('Your\\Unit\\Tests\\Namespace\\');
```

For example, in the Commercial plugin, we added the following code to the `tests/TestBootstrap.php` file:

```php
FeatureFlagExtension::addTestNamespace('Shopware\\Commercial\\Tests\\Unit\\');
```"
