context,decision,predicted_decision
"## Context
By default, every exception that is thrown in the PHP stack and not caught will be logged by the `symfony/monolog-bridge` on `error` level.
But there are some cases where the exception is caused by clients accessing the API wrong (missing fields etc.) and throwing an `ShopwareHttpException` with an HTTP-Status-Code of 40x is our way of handling such situations and returning a correct HTTP-Status-Code to the client.
So those cases are in fact no ""errors"" that need to be analyzed, but are expected given a malformed API request.
Logging those cases as ""errors"" produces a lot of noise, which makes it harder to actually find errors in the logs.

For our cloud product, we already used a configuration list that configures that some Exception classes should only be logged as notices.","## Decision
We will implement a logging configuration that differentiates the log level based on the type of exception thrown. Specifically, we will adjust the `symfony/monolog-bridge` configuration to log `ShopwareHttpException` and other client-side error exceptions (those with HTTP status codes in the 40x range) at the `notice` level instead of the `error` level. This change will help in reducing the noise in our logs, making it easier to identify true system errors that require attention.

To achieve this, we will:
1. Update the existing configuration list used for our cloud product to include `ShopwareHttpException` and potentially other similar exceptions.
2. Modify the Monolog configuration to check against this list and set the log level to `notice` for these specific exceptions.
3. Ensure that the new configuration is applied across all environments to maintain consistency in logging behavior.

This approach will ensure that expected client-side issues are logged appropriately, while still capturing and highlighting more critical system errors.","## Decision

We add a configuration to the platform that degrades the error level of specific exceptions to notices. This way, external hosters can also profit from our classification.
We use [symfony's `exceptions` configuration](https://symfony.com/doc/current/reference/configuration/framework.html#exceptions) for this.

This has the benefit that for specific projects this configuration could be adjusted, for example, for cases where you also control all clients that access the shop, you may want to log also every client error, just to help debugging the client.

Another solution could be to do the configuration of the log level directly in the exception class either by attributes or a separate method specifying the log level, but that would make overwriting it for a specific project harder, so we stick to the default symfony configuration."
"## Context

Using UUIDs as primary keys eases the integration of several different data sources,
but it also brings some performance issues.

Currently, we're using UUIDv4, which is a random UUID the completely random prefix means
that the B-tree indexes of the database are not very efficient.

UUIDv7 time-based prefix is less spread than that of UUIDv4, this helps the database to keep the index more compact.
It allows the Index to allocate fewer new pages and to keep the index smaller.","## Decision

We will switch from using UUIDv4 to UUIDv7 as the primary key for our database entities. This change is expected to improve the performance of B-tree index operations by leveraging the time-ordered nature of UUIDv7, which will help in keeping the indexes more compact and efficient. The transition will be planned to ensure minimal disruption to the existing system, with a phased approach to update the primary keys in the database and adjust any dependent systems accordingly.","## Decision

Considering there is little risk to using UUIDv7, as v4 and v7 share the same
length and are indistinguishable for shopware, we can switch to v7 without any risk
of breaking anything.

The effort is also very low as we only need to change the
implementation of the `Uuid` class. As using UUIDv7 will improve the speed of
bulk product inserts by about 8 %, we think the effort is worth the measurable and
theoretical gain."
"## Context
Currently, apps can not extend the list of available events in the flow builder.","## Decision
To address the limitation where apps cannot extend the list of available events in the flow builder, we will implement a plugin architecture that allows third-party developers to define and register custom events. This approach will provide flexibility and extensibility to the flow builder, enabling it to support a wider range of use cases.

### Key Points:
1. **Plugin Architecture**: Develop a plugin system that allows for the dynamic registration of custom events.
2. **Event Definition API**: Create an API that third-party developers can use to define new events, including their properties and triggers.
3. **Validation and Security**: Implement validation and security measures to ensure that custom events are safe and do not introduce vulnerabilities.
4. **Documentation and SDK**: Provide comprehensive documentation and an SDK to guide developers on how to create and integrate custom events.
5. **User Interface Integration**: Ensure that the flow builder's user interface is updated to seamlessly include and display custom events alongside the built-in ones.

This decision will enhance the functionality and adaptability of the flow builder, making it more versatile and valuable to users.","## Decision
We update the flow builder so the apps can expand the list of available trigger events in the flow builder UI."
"## Context

Right now only Shopware Backend is able to communicate with the App Server in a secure way.
This is because the App Server is able to verify the origin of the request by checking request signature, 
and this signature is generated by the Shopware 6 backend application with a shop to app server secret.

When an app wants to communicate directly with the App Server,
the App Server is not able to verify the origin of the request and has to trust the client.
This works fine for public available data, but not when you reliably need the logged-in customer and other information.","## Decision

To enable secure communication between the App and the App Server, we will implement a token-based authentication mechanism. This mechanism will allow the App Server to verify the origin of the request and ensure that it is coming from a trusted source, even when the request is initiated directly by the app.

### Implementation Details:

1. **Token Generation:**
   - The Shopware Backend will generate a unique, time-limited, and signed token for each authenticated user session.
   - This token will be securely transmitted to the app (e.g., via an API call or through a secure channel).
   - The token will include information such as the customer ID, session ID, and other relevant metadata, all encrypted and signed with a secret key known only to the Shopware Backend and the App Server.

2. **Token Transmission:**
   - The app will include this token in the `Authorization` header of each request made to the App Server.
   - The token will be transmitted over HTTPS to ensure its confidentiality and integrity.

3. **Token Verification:**
   - The App Server will verify the token by checking its signature and expiration time.
   - If the token is valid, the App Server will extract the customer ID and other necessary information from the token.
   - If the token is invalid or has expired, the App Server will reject the request.

4. **Token Revocation:**
   - The Shopware Backend will maintain a list of revoked tokens to handle cases where a token needs to be invalidated before its expiration (e.g., if a user logs out or if a security breach is detected).
   - The App Server will check the revocation list as part of the token verification process.

### Benefits:
- **Enhanced Security:** The App Server can now verify the origin of the request, ensuring that it is coming from a trusted source.
- **Reliable User Information:** The App Server can reliably access the logged-in customer's information, enabling more personalized and secure interactions.
- **Scalability:** This solution can be extended to support additional security features, such as role-based access control and fine-grained permissions.

### Considerations:
- **Performance:** Token generation and verification should be optimized to minimize latency.
- **Security:** The secret key used for signing the tokens must be kept secure and rotated periodically.
- **Usability:** The app and backend must handle token management seamlessly to avoid disrupting the user experience.

By implementing this token-based authentication mechanism, we can ensure that the App Server can securely communicate with the app, even when the request is initiated directly by the app.","## Decision

We provide a new endpoint `/store-api/app-system/{appName}/generate-token` (`/app-system/{appName}/generate-token` in Storefront) which generates a JWT token for the given app.
This endpoint requires that the customer is logged-in and the app is installed and active. 

The JWT token contains claims like:
- `iat` - issued at
- `exp` - expiration time
- `shopId` - the shop id of the current shop
- `salesChannelId` - the sales channel id of the current sales channel
- `customerId` - the customer id of the logged-in customer
- `cartToken` - the cart token of the current cart

The additional claims are bound to app permissions when an app does not have permissions to read a customer,
it does not get the `customerId` claim.

The JWT token is signed with the shop to app server secret key which we use already for the signature.
So the App Server needs to be able to verify the JWT key and use the claims in a secure way.
The request body of the client is still untrusted and has to be properly validated by the app server.

The request cycle would look like this:

```mermaid
sequenceDiagram
    participant Client
    participant Shopware Backend
    participant App Server
    Client->>Shopware Backend: GET /store-api/app-system/TestApp/generate-token
    Shopware Backend->>Client: Responds with Signed JWT Token
    Client->>App Server: Post /product-review/submit containing JWT in header
```

The JWT token is valid for 15 minutes and can be used multiple times until expired.
The client should save it in the [session storage](https://developer.mozilla.org/en-US/docs/Web/API/Window/sessionStorage)
and request it only on expiry again.
Additionally, the API route should be rate limited to not generate too often an expensive JWT key."
"## Context
In the past merchants had to deal with issues where their custom-built flow did not
behave how they intended it to do. An concrete example: We've had a merchant that contacted
us (shopware) that their shop did not sent out mails. Debugging the flow turned out to
be harder than we thought and honestly harder than it should be. The flow builder should
empower users to build reliable flows and not spend their precious time trying to
figure out what went wrong.

To improve the experience when using the Flow Builder were taking measures. First,
Flow Builder Preview and second Flow Builder Logging. This ADR only discusses the former one,
there are plans internally for the latter one, but it won't get much attention for now, as
it also addresses different issues (what does my flow do vs what went wrong in the past).

Users should be able to preview a flow and get further understanding on how a flow executes.
This preview only displays the steps and decisions happening inside a flow but doesn't
execute / simulate the real flow","## Decision
We will implement a **Flow Builder Preview** feature that allows users to visualize and understand the execution path of their flows without actually executing or simulating the flow. This preview will provide a clear, step-by-step representation of the flow, including all steps and decision points, enabling users to better comprehend how their flow is structured and how it would execute in a real scenario.

### Key Features of the Flow Builder Preview:
1. **Step-by-Step Visualization**: The preview will display each step and decision point in the flow, showing the order in which they would be executed.
2. **Conditional Logic Highlighting**: For decision points, the preview will highlight the conditions and the possible paths that can be taken based on those conditions.
3. **Interactive Elements**: Users will be able to interact with the preview to expand and collapse sections, making it easier to navigate complex flows.
4. **Read-Only Mode**: The preview will be read-only, ensuring that users cannot accidentally modify the flow while previewing it.
5. **Real-Time Updates**: Any changes made to the flow will be immediately reflected in the preview, allowing users to see the impact of their modifications in real-time.

### Implementation Approach:
- **UI/UX Design**: The preview will be integrated into the existing Flow Builder interface, providing a seamless experience for users. It will be accessible via a dedicated ""Preview"" button or tab within the Flow Builder.
- **Data Representation**: The preview will use the same data model as the actual flow, but will render it in a visual, non-executable format. This ensures consistency and accuracy in the representation.
- **Performance Considerations**: To ensure the preview remains responsive even for complex flows, we will optimize the rendering process and use lazy loading techniques where necessary.

### Benefits:
- **Enhanced Understanding**: Users will have a clearer understanding of how their flows are structured and how they will execute, reducing the likelihood of errors and misconfigurations.
- **Faster Debugging**: By providing a visual representation of the flow, users can more easily identify potential issues and areas for improvement, leading to faster debugging and troubleshooting.
- **Improved User Experience**: The preview feature will enhance the overall user experience by providing a powerful tool for flow design and validation, making the Flow Builder more intuitive and user-friendly.

### Next Steps:
- **Design and Prototyping**: Create wireframes and prototypes for the Flow Builder Preview feature.
- **Development**: Implement the preview functionality in the Flow Builder.
- **Testing and Feedback**: Conduct user testing to gather feedback and make necessary adjustments.
- **Documentation and Training**: Provide documentation and training materials to help users understand and effectively use the new preview feature.

This decision aligns with our goal of empowering users to build reliable flows and reduces the time and effort required to debug and troubleshoot issues.","## Decision
The whole scope of the Flow Builder Preview is to help merchants *creating* new flows and
*update* their existing flows.

Will do:
* Evaluate path of flow by executing rules
* Validating the input data of the actions
* Leave it up to the action how much ÃÂÃÂ¡ÃÂÃÂ°realÃÂÃÂ¡ÃÂÃÂ± code is actually executed

Won't do:
* Executing Flow Builder Actions i.e. calling the `handleFlow` method of an action
* Execute one huge transaction to the database and rollback later
    * Mail actions e.g. could render the mail template and send it to a given mail address
    * CRUD actions e.g. could decide, if they only want to check the input data or
      open a transaction to roll it back"
"## Context
In the current media system it is possible to configure different `Shopware\Core\Content\Media\Pathname\PathnameStrategy\PathnameStrategyInterface`.

These strategies are used to store files, which are uploaded for media entity, under a certain path.

The configured strategy is then also used to generate the URL that is used in the frontend/store API to embed the file.

The generation of this URL is currently triggered in an event subscriber which is registered to the `media.loaded` event.

For generating the URL an implementation of the `UrlGeneratorInterface` is used.
```php
interface UrlGeneratorInterface
{
    public function getAbsoluteMediaUrl(MediaEntity $media): string;

    public function getRelativeMediaUrl(MediaEntity $media): string;

    public function getAbsoluteThumbnailUrl(MediaEntity $media, MediaThumbnailEntity $thumbnail): string;

    public function getRelativeThumbnailUrl(MediaEntity $media, MediaThumbnailEntity $thumbnail): string;
}

interface PathnameStrategyInterface
{
    public function getName(): string;

    /**
     * Generate a hash, missing from url if omitted
     */
    public function generatePathHash(MediaEntity $media, ?MediaThumbnailEntity $thumbnail = null): ?string;

    /**
     * Generate the cache buster part of the path, missing from url if omitted
     */
    public function generatePathCacheBuster(MediaEntity $media, ?MediaThumbnailEntity $thumbnail = null): ?string;

    /**
     * Generate the filename
     */
    public function generatePhysicalFilename(MediaEntity $media, ?MediaThumbnailEntity $thumbnail = null): string;
}
```","## Decision

To improve the current media system and ensure a more robust, maintainable, and flexible URL generation process, we will refactor the `UrlGeneratorInterface` and `PathnameStrategyInterface` to decouple the responsibilities of generating URLs and file paths. This will allow for better separation of concerns and easier extension in the future.

### Changes:

1. **Refactor `UrlGeneratorInterface`**:
   - The `UrlGeneratorInterface` will be simplified to focus solely on generating URLs based on the provided path and hash.
   - The `generatePathHash` and `generatePathCacheBuster` methods will be moved to a new interface, `MediaPathGenerationStrategyInterface`, which will handle the generation of the path components.
   - The `generatePhysicalFilename` method will remain in the `PathnameStrategyInterface` as it is specific to the filename generation.

2. **Introduce `MediaPathGenerationStrategyInterface`**:
   - This new interface will be responsible for generating the path hash and cache buster.
   - Implementations of this interface will be used by the `UrlGeneratorInterface` to generate the full URL.

3. **Update Event Subscriber**:
   - The event subscriber that listens to the `media.loaded` event will be updated to use the new interfaces.
   - The `UrlGeneratorInterface` will be injected with an instance of `MediaPathGenerationStrategyInterface` to generate the necessary path components before generating the URL.

4. **Configuration**:
   - The configuration for the media system will be updated to allow for the selection of both a `PathnameStrategyInterface` and a `MediaPathGenerationStrategyInterface`.
   - This will provide flexibility in choosing different strategies for path generation and URL generation independently.

### New Interfaces:

```php
interface MediaPathGenerationStrategyInterface
{
    public function generatePathHash(MediaEntity $media, ?MediaThumbnailEntity $thumbnail = null): ?string;

    public function generatePathCacheBuster(MediaEntity $media, ?MediaThumbnailEntity $thumbnail = null): ?string;
}

interface UrlGeneratorInterface
{
    public function getAbsoluteMediaUrl(MediaEntity $media, MediaPathGenerationStrategyInterface $strategy): string;

    public function getRelativeMediaUrl(MediaEntity $media, MediaPathGenerationStrategyInterface $strategy): string;

    public function getAbsoluteThumbnailUrl(MediaEntity $media, MediaThumbnailEntity $thumbnail, MediaPathGenerationStrategyInterface $strategy): string;

    public function getRelativeThumbnailUrl(MediaEntity $media, MediaThumbnailEntity $thumbnail, MediaPathGenerationStrategyInterface $strategy): string;
}
```

### Example Implementation:

```php
class DefaultUrlGenerator implements UrlGeneratorInterface
{
    private PathnameStrategyInterface $pathnameStrategy;

    public function __construct(PathnameStrategyInterface $pathnameStrategy)
    {
        $this->pathnameStrategy = $pathnameStrategy;
    }

    public function getAbsoluteMediaUrl(MediaEntity $media, MediaPathGenerationStrategyInterface $strategy): string
    {
        $pathHash = $strategy->generatePathHash($media);
        $cacheBuster = $strategy->generatePathCacheBuster($media);
        $filename = $this->pathnameStrategy->generatePhysicalFilename($media);

        // Construct the full URL
        return ""https://example.com/media/{$pathHash}/{$cacheBuster}/{$filename}"";
    }

    // Other methods...
}
```

### Benefits:
- **Separation of Concerns**: The responsibilities of generating paths and URLs are clearly separated.
- **Flexibility**: Different strategies can be easily swapped or extended.
- **Maintainability**: The codebase becomes more modular and easier to maintain.

This decision will enhance the extensibility and maintainability of the media system while ensuring that the URL generation process remains robust and flexible.","## Decision
To address the issues listed above, we will make the following changes to the system:

- The file path will be saved directly to the media entity (and thumbnail) when the file is uploaded.
    - This way we don't have to access the strategy when generating the URL, which might have changed in the meantime.
- We allow to change the file path via API and write it directly when creating the entity
    - This way files can be synchronized directly with an external storage and the path only has to be changed in the entity or given during import.
- To generate the strategy we use new location structs, which can be easily created via a service.
    - So we remove the dependency to the DAL to generate the file path.
- For generating the URL, we implement a new service, which can be operated without entities.
    - The URL generation is more resource efficient and can be done without fully loaded entities.
- The new URL generator uses a new ""cache busting"" system, which writes the updated at timestamp of the media entity as query parameter into the URL.
    - This way the file path can remain the same even if the file is updated. Changes to the entity's meta data will also result in a new URL."
"## Context
We often need a way between the different Shopware versions to provide a one-time update for data. This is currently done on the way to extend an indexer to this logic and then trigger this via a migration. 
This is of course a possible way to enable certain migrations of data, but this migration is also executed again and again when the indexer is executed. 
With certain data this is critical and can lead to system errors. For example, the one-time migration of media path information.","## Decision
We will implement a dedicated one-time data migration service to handle version-specific data updates. This service will be triggered only once during the upgrade process and will not be coupled with the indexer. The steps for this decision are as follows:

1. **Create a One-Time Migration Service:**
   - Develop a new service that encapsulates the logic for the one-time data migration.
   - Ensure this service is idempotent, meaning it can be safely executed multiple times without causing issues.

2. **Trigger the Migration via Upgrade Process:**
   - Integrate the one-time migration service into the Shopware upgrade process.
   - Use a flag or a database entry to track whether the migration has already been executed.
   - If the migration has already been executed, skip it in subsequent upgrades.

3. **Decouple from Indexer:**
   - Remove the one-time migration logic from the indexer.
   - Ensure the indexer continues to function as intended without the one-time migration logic.

4. **Testing and Validation:**
   - Thoroughly test the one-time migration service to ensure it handles all edge cases and does not cause system errors.
   - Validate that the migration is only executed once and does not interfere with the normal operation of the indexer.

5. **Documentation:**
   - Document the new one-time migration service and its integration into the upgrade process.
   - Provide clear instructions for developers on how to add new one-time migrations if needed in the future.

By implementing this dedicated one-time migration service, we can ensure that critical data migrations are handled correctly and do not cause issues when the indexer is executed.","## Decision

We implement a new `PostUpdateIndexer`. This is an extension of the `EntityIndexer` and the system can be adapted 1:1. Also, the indexing registration via database migration can be adapted 1:1. 
However, the indexer is not triggered via the `IndexerRegistry` when a full re-index or an entity written event is triggered.
These indexers are only included after the update process.
In addition to the one-time update of the data, we then often also provide a command that can be used to trigger the migration of the data again."
"## Context
Our current development process uses ['Experimental features'](./2023-05-10-experimental-features.md) to publish features in an early state to gather feedback regarding those features.
During the implementation, developers may encounter challenges related to the effective management of extensive code scattered throughout the platform, particularly in connection with specific experimental features. This codebase fragmentation presents impediments to the tracking, maintenance, and comprehensive understanding of each feature's scope, thereby hindering our development progress.
 
Potential problems:
* Update `stableVersion` property for Prolonged Experiments
    * When a decision is made to extend an experiment, locating all relevant sections of code for updating the property `stableVersion` in `@experimental` annotation becomes a cumbersome task.
* Deprecation of Killed Features
    * Identifying and marking as deprecated the components associated with a deprecated experimental feature is problematic, particularly when multiple experimental features coexist simultaneously within the platform.
    * The ['Experimental features'](./2023-05-10-experimental-features.md) stipulates the ""Killing Feature"" rule, which mandates that a feature must remain within the platform's codebase until the next major version and be appropriately marked as deprecated. However, it is hardly possible to check with current annotation.

In all the above case main problem is detection to which feature belongs experimental code.","## Decision
To address the challenges related to codebase fragmentation and the management of experimental features, we will implement a structured tagging and documentation system. This system will help in clearly identifying and managing experimental feature code, making it easier to update, deprecate, and track these features throughout their lifecycle.

### Key Components of the Decision:

1. **Feature Tagging:**
   - **Tag Naming Convention:** Establish a consistent naming convention for tags that includes the feature name and a version identifier (e.g., `feat-experimental-feature-v1.0`).
   - **Code Comments:** Add comments in the code to indicate the start and end of experimental feature code blocks, along with the corresponding tag.
   - **Git Tags:** Use Git tags to mark specific commits related to the introduction or significant updates of experimental features.

2 . **Centralized Feature Documentation:**
   - **Feature Registry:** Create a centralized feature registry (e.g., a markdown file or a dedicated database) that documents each experimental feature, including its description, status (active, extended, deprecated), and associated tags.
   - **Documentation Updates:** Ensure that the feature registry is updated whenever changes are made to an experimental feature, such as extending the experiment or deprecating the feature.

3. **Automated Tooling:**
   - **Code Analysis Tools:** Implement or configure code analysis tools to automatically detect and report on the presence of experimental feature tags and their associated code blocks.
   - **Version Update Script:** Develop a script or tool that can automatically locate and update the `stableVersion` property in `@experimental` annotations when an experiment is extended.
   - **Deprecation Helper:** Create a tool or script that can identify and mark components associated with a deprecated experimental feature, ensuring they are appropriately documented and flagged in the codebase.

4. **Development Workflow Enhancements:**
   - **Branching Strategy:** Adopt a branching strategy that includes branches specifically for experimental features, allowing for better isolation and tracking.
   - **Pull Request Templates:** Introduce pull request templates that require developers to specify the experimental feature and any relevant tags, ensuring that changes are properly documented and reviewed.

5. **Training and Onboarding:**
   - **Developer Training:** Provide training sessions and documentation for developers to understand the new tagging and documentation system, ensuring consistent adoption across the team.
   - **Onboarding Process:** Update the onboarding process for new developers to include information about the experimental feature management system.

By implementing this structured approach, we aim to improve the maintainability and traceability of our experimental features, making it easier to manage updates, deprecations, and overall codebase organization.","## Decision
To address the existing challenges, we propose implementing a refined approach to the use of the `@experimental` annotation. 

The key modifications are as follows:
* Mandatory `feature` property: 
  * Every `@experimental` annotation will now require a mandatory `feature` property. This property is a string that must contain the name of the associated feature.
* Uniform feature Naming: 
  * To enhance code organization and traceability, all sections of code related to a particular feature must use the same feature name in the `feature` property of the `@experimental` annotation.
  * Feature names should follow the conventions.
    * Feature names cannot contain spaces
    * Feature names should be written in `ALL_CAPS`."
"## Context
In the current implementation, there exists a challenge for extension developers in uniquely identifying payment and shipping methods using identifiers.
This issue is particularly significant for app servers, as it necessitates calls to the Shopware Admin API for the identification of payment and shipping methods based on their respective IDs.","## Decision
To address the challenge of uniquely identifying payment and shipping methods, we will introduce a standardized and unique identifier system for both payment and shipping methods. This system will be designed to be easily accessible and consistent across the platform, reducing the need for extension developers and app servers to make additional calls to the Shopware Admin API.

### Key Points of the Decision:
1. **Unique Identifiers**: Each payment and shipping method will be assigned a unique, immutable identifier (UUID) that will be generated upon creation and remain constant throughout the lifecycle of the method.
2. **API Enhancements**: The Shopware Admin API will be updated to include endpoints that allow retrieval of payment and shipping methods by their unique identifiers. This will enable app servers and extension developers to fetch the necessary information with a single, efficient API call.
3. **Documentation and Best Practices**: We will provide comprehensive documentation and best practices for using these unique identifiers, ensuring that developers understand how to integrate and utilize them effectively.
4. **Backward Compatibility**: To ensure backward compatibility, the existing ID-based system will be maintained, and the new unique identifier system will be introduced as an optional but recommended approach. Over time, we will encourage the transition to the new system through deprecation notices and support.

This decision aims to streamline the process of identifying payment and shipping methods, improving the efficiency and reliability of the integration process for extension developers and app servers.","## Decision
We will introduce a new property called `technicalName` to both the `payment_method` and `shipping_method` entities.
This `technicalName` property will serve as a unique identifier for payment and shipping methods, significantly simplifying the identification process.

While the `technicalName` field will be optional within the database and API to ensure backward compatibility, it will be made mandatory in the Administration.
This ensures that merchants will update their payment and shipping methods accordingly for the upcoming requirement.
An unique index will ensure uniqueness.
Starting from version 6.7.0.0, this `technicalName` field will also become required within the database and the API.

As part of the database migration process, the `technicalName` field will be automatically generated for the default payment and shipping methods provided by Shopware, as illustrated below:

| Type     | Name             | Technical Name          |
|----------|------------------|-------------------------|
| Payment  | Debit            | payment_debitpayment    |
| Payment  | Invoice          | payment_invoicepayment  |
| Payment  | Cash on Delivery | payment_cashpayment     |
| Payment  | Pre Payment      | payment_prepayment      |
| Shipping | Standard         | shipping_standard       |
| Shipping | Express          | shipping_express        |

Furthermore, all payment and shipping methods provided by apps will also benefit from the automatic generation of their `technicalName`.
This generation will be based on the app's name and the `identifier` defined for the payment method in the manifest:

| App Name | Identifier         | Technical Name                    |
|----------|--------------------|-----------------------------------|
| MyApp    | my_payment_method  | payment_MyApp_my_payment_method   |
| MyApp    | my_shipping_method | shipping_MyApp_my_shipping_method |"
"## Context

At the moment the Storefront is implementing a lot of custom SCSS inside `app/storefront/src/scss`.
Some custom SCSS is not necessary, and it already exists within Bootstrap as a utility.
For example default spacing with a custom selector:

```scss
.register-login-collapse-toogle {
    margin-bottom: $spacer;
}
```

This can be replaced with a Bootstrap [spacing utility](https://getbootstrap.com/docs/5.2/utilities/spacing/) in the HTML and the SCSS can be completely removed:

```diff
- <div class=""register-login-collapse-toogle""><div>
+ <div class=""register-login-collapse-toogle mb-3""><div>
```

A class like `register-login-collapse-toogle` should stay in the HTML in case a developer wants to style this specific element.
But there is no need to introduce a new CSS rule using a custom selector to apply a default spacing.

If you implement new UI using mostly utility classes, please consider to still add CSS classes that offer the possibility for themes to add individual styling. For example:

```html
<!-- Classes ""shipping-modal-actions"", ""shipping-abort"" and ""shipping-submit"" are added for better semantics and CSS extensibility, but ship no default CSS. -->
<div class=""border p-3 mb-3 shipping-modal-actions"">
    <button class=""btn btn-light shipping-abort"">Abort</button>
    <button class=""btn btn-primary shipping-submit"">Submit</button>
</div>
```

This principle cannot be applied everywhere. 
For more complex layouts it can still be valid to use custom SCSS because it is not possible to build with default components and utilities, or it would produce a messy template with too many generic utility classes. 
However, for simpler stuff like ""add a border here, add some spacing there"" it's not necessary to implement additional custom styling.","## Decision

We will adopt a strategy that prioritizes the use of Bootstrap utility classes for common styling needs such as spacing, margins, and padding. This approach will help in reducing the amount of custom SCSS code, making the project more maintainable and aligning with best practices for using utility-first CSS frameworks like Bootstrap.

### Key Points:
1. **Use Bootstrap Utility Classes**: For simple styling tasks, such as adding margins, padding, or borders, we will use Bootstrap's built-in utility classes. This will reduce the need for custom SCSS and ensure consistency across the application.
   
2. **Semantic Class Names**: We will continue to add semantic class names (e.g., `register-login-collapse-toogle`, `shipping-modal-actions`, `shipping-abort`, `shipping-submit`) to HTML elements. These classes will not have any default styles but will be available for theme-specific or future customizations.
   
3. **Custom SCSS for Complex Layouts**: Custom SCSS will still be used for more complex layouts or when it is not feasible to achieve the desired design with utility classes alone. This ensures that the templates remain clean and maintainable.

4. **Documentation and Guidelines**: We will update our documentation to include guidelines on when to use utility classes and when to write custom SCSS. This will help developers make informed decisions and maintain consistency in the project.

By following this decision, we aim to streamline the development process, reduce the overhead of maintaining custom SCSS, and improve the overall maintainability of the Storefront.","## Decision

We want to make more use of Bootstrap utilities and get rid of custom SCSS that is not needed.

In order to do so we want to remove unneeded SCSS and add a utility class to the HTML instead (e.g. `mb-3`).
However, this can break styling overrides of themes/apps because most Bootstrap utility classes apply `!important` by default.

Let's stick to the example of `.register-login-collapse-toogle`.
* The core Storefront adds a bottom margin of `$spacer` which equals `1rem`.
* Then `CustomTheme` overrides this selector with a margin bottom of `80px`:

```diff
/* CustomTheme */
.register-login-collapse-toogle {
+    margin-bottom: 80px;
}

/* Storefront */
.register-login-collapse-toogle {
-    margin-bottom: 1rem;
}
```

If the core Storefront would migrate to the utility class it would suddenly overrule the styling of `CustomTheme` because of the `!important` property:

```diff
/* Utility class from HTML overrules CustomTheme */
.mb-3 {
+    margin-bottom: 1rem !important;
}

/* CustomTheme */
.register-login-collapse-toogle {
-    margin-bottom: 80px;
}

/* Storefront */
.register-login-collapse-toogle {
-    margin-bottom: 1rem;
}
```

The theme developer would have no other choice other than using `!important` as well, or modifying the Twig template.

Because of this, we have decided to remove the `!important` from Bootstrap utility classes by changing the [Importance](https://getbootstrap.com/docs/5.2/utilities/api/#importance) variable `$enable-important-utilities` to `false`.
By doing this, we can use more utilities while at the same time allowing themes to override the same CSS property without using `!important` or editing the template.

Since it is currently expected that Bootstrap utilities add `!important` and overrule almost everything, we do not want to change this right away but from `v6.6.0` onwards."
