context,decision,predicted_decision
"## Context

We recently shipped composite actions, which allows you to reuse individual steps inside an action. 
However, one of the [most requested features](https://github.com/actions/runner/issues/834) has been a way to support the `if` keyword.","## Decision  
## Decision Outcome

Chosen option: ""Support the `if` keyword in composite actions"", because it addresses a highly requested feature and enables greater flexibility and control in reusable workflows by allowing conditional execution of steps within composite actions.",
"## Context

This ADR details the design changes for supporting custom configurable hooks for on various runner events. This has been a long requested user feature [here](https://github.com/actions/runner/issues/1543), [here](https://github.com/actions/runner/issues/699) and [here](https://github.com/actions/runner/issues/1116) for users to have more information on runner observability, and for the ability to run cleanup and teardown jobs. 

This feature is mainly intended for self hosted runner administrators.

**What we hope to solve with this feature**
1. A runner admininstrator is able to add custom scripts to cleanup their runner environment at the start or end of a job
2. A runner admininstrator is able to add custom scripts to help setup their runner environment at the beginning of a job, for reasons like [caching](https://github.com/actions/runner/issues/1543#issuecomment-1050346279)
3. A runner administrator is able to grab custom telemetry of jobs running on their self hosted runner

**What we don't think this will solve**
- Policy features that require certain steps run at the beginning or end of all jobs
  - This would be better solved to in a central place in settings, rather then decentralized on each runner. 
  - The Proposed `Notification Hooks for Runners` is limited to self hosted runners, we don't beileve Policy features should be
- Reuse scenarios between jobs are covered by [composite actions](https://docs.github.com/en/actions/creating-actions/creating-a-composite-action) and [resuable workflows](https://docs.github.com/en/actions/using-workflows/reusing-workflows)
- Security applications, security should be handled on the policy side on the server, not decentralized on each runner","## Decision 
## Decision

Introduce a configurable hooks system for self-hosted runners that allows administrators to define custom scripts triggered at specific lifecycle events of a job. The supported events will be:

- `job-start`: Executes before a job begins, enabling environment setup, caching operations, or telemetry initialization.
- `job-end`: Executes after a job completes (regardless of success or failure), enabling cleanup, log aggregation, or custom telemetry reporting.

Hooks are defined in a configuration file (e.g., `runner-hooks.yml` or via runner configuration parameters) and point to executable scripts on the runner host. These scripts run under the same execution context as the runner, with access to job metadata via environment variables (e.g., `GITHUB_REPOSITORY`, `GITHUB_RUN_ID`, `GITHUB_JOB_STATUS`).

The hooks system will:
- Be opt-in and only available to self-hosted runners.
- Run synchronously with timeouts (configurable or defaulted to 5 minutes).
- Log hook execution output alongside runner logs for observability.
- Not affect job result; failures in hooks do not fail the job unless explicitly configured.

This design fulfills administrator needs for observability, environment management, and customization while explicitly excluding policy enforcement and security controls, which remain server-side responsibilities.",
,Please provide the context for which you'd like me to return a decision.,
"## Context

Following the [adoption of actions-runner-controller by GitHub](https://github.com/actions/actions-runner-controller/discussions/2072) and the introduction of the new runner scale set autoscaling mode, we needed to provide a basic runner image that could be used off the shelf without much friction.

The [current runner image](https://github.com/actions/runner/pkgs/container/actions-runner) is published to GHCR. Each release of this image is tagged with the runner version and the most recent release is also tagged with `latest`.

While the use of `latest` is common practice, we recommend that users pin a specific version of the runner image for a predictable runtime and improved security posture. However, we still notice that a large number of end users are relying on the `latest` tag & raising issues when they encounter problems.

Add to that, the community actions-runner-controller maintainers have issued a [deprecation notice](https://github.com/actions/actions-runner-controller/issues/2056) of the `latest` tag for the existing runner images (https://github.com/orgs/actions-runner-controller/packages).","## Decision 
## Decision

We will deprecate the `latest` tag for the official GitHub Actions runner image on GHCR.

Going forward:
- The primary method of distribution will be versioned tags (e.g., `v2.304.0`, `2.304.0`).
- The `latest` tag will no longer be updated with new releases.
- Existing usage of `latest` will continue to work but will point to a fixed, older version to prevent silent breakage while encouraging migration.
- Documentation and examples will be updated to emphasize pinning specific versions.
- A warning message will be displayed in logs when `latest` is used, directing users to use versioned tags instead.

This decision aligns with security best practices, improves reproducibility, and supports the broader ecosystem shift led by actions-runner-controller toward explicit versioning.","## Decision

Proceed with Option 2, keeping the `latest` tag and adding the `NOTES.txt` file to our helm charts with the notice."
"## Context
SS?? fundamentally relies on a third-party provider service to authenticate requests (e.g. OAuth2
via Google). The provider may experience transient faults for any number of reasons - perhaps the
provider is experiencing a transient outage, or our traffic has been temporarily rate limited. We
wanted to build SS?? to anticipate and handle the presence of faults during communication with
authentication providers, no matter the underlying cause.","## Decision  
## Decision

We will implement a resilient authentication layer that gracefully handles transient faults when communicating with third-party identity providers. This includes:

* Introducing configurable retry policies with exponential backoff for failed authentication requests.
* Implementing circuit breaker patterns to prevent cascading failures during prolonged outages of the provider.
* Caching authentication results or tokens where security and usability allow, to reduce dependency on real-time provider availability.
* Clearly distinguishing between client errors (e.g. invalid credentials), permanent failures, and transient faults in error handling logic.

These measures ensure that SS?? remains robust and usable during intermittent connectivity issues or provider-side instabilities, without compromising security.","## Decision
We implemented a generic `circuit.Breaker` type, which implements the ""Circuit Breaker"" design
pattern made popular by Michael T. Nygard's book, [""Release It!""](
https://pragprog.com/book/mnee/release-it). All requests to the provider service are issued through
a stateful `circuit.Breaker` instance, which tracks the frequency of request failures. When the
`Breaker` sees that enough requests are failing, it temporarily suspends all outgoing traffic to the
provider (i.e. ""enters `Open` state). After some time, the `Breaker` transitions to a `HalfOpen`
state, in which a limited number of outbound requests are allowed. If failures persist, then the
`Breaker` will once again suspend outbound traffic, re-enter `Open` state, and typically will wait
for a longer interval of time before trying again. If instead the `Breaker` observes that requests
are consistently succeeding, then it will resume all outbound traffic (i.e. enter `Closed` state).

The SS?? [`docs`](/docs/) directory contains a [Circuit Breaker](
/docs/architecture/circuit-breaker.md) document with more details. The implementation can be found
in [`breaker.go`](/internal/auth/circuit/breaker.go)"
"## Context

We make a lot of decisions during the life of a project and
documenting those decisions would help new team members and outside
contributors follow our thinking. It also opens up an opportunity for
constructive criticism around those decisions which will result
in better decision making.

We want to develop a product in the open. Opening up our decision making process for outside contributors is an important part in providing the opportunity to take ownership and impact the project in non-trivial ways.

Recording decisions will also be a useful form of documentation in general as it does not get out of date. All that's documented is that a decision has been made at a certain point in time.","## Decision  
## Decision Outcome

We will use **Markdown Architecture Decision Records (MADR)** to document all project decisions—architectural, technical, and process-related.

This format is lightweight, human-readable, version-control-friendly, and well-suited for open-source collaboration. It enables transparent, traceable, and contextual decision-making that remains valuable over time.

Each decision will be recorded as a separate Markdown file in the `docs/decisions` directory, using the MADR structure with the following sections:
- **Status** – e.g., proposed, accepted, deprecated
- **Context** – the problem and forces shaping the decision
- **Decision** – the chosen path and rationale
- **Consequences** – impacts, trade-offs, and follow-up actions

By maintaining an open and accessible decision log, we support onboarding, accountability, community engagement, and continuous improvement.","## Decision

We will adopt a format similar to [Architecture Decision
Records](http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions) (ADR)
to propose and document notable decisions. In contrast to ADRs we will try to embrace this tool for more than just architectural concerns. Decisions regarding development practices and product direction are just as important.

What decisions are notable and which are not is left to common-sense and informal consensus among the team.

Decisions may be proposed and discussed informally, should however eventually end up ÃÂ¡ÃÂª with all relevant discussion summarized ÃÂ¡ÃÂª in the `doc/decisions/` directory of this repository.

Decisions are numbered to have a clear identifier."
"## Context

Extensions are defined by an EDN file accessed from decentralized storage. An URI schema allows to identify those files.","## Decision 
## Decision

We will use the `extension://` URI scheme to identify and locate extension definitions stored in decentralized storage.

An extension URI follows the format:  
```
extension://<namespace>/<extension-name>[/version]
```

Where:
- `namespace` uniquely identifies the publisher or domain of the extension
- `extension-name` is the logical name of the extension
- `version` (optional) specifies a particular version; if omitted, the latest available version is resolved

The EDN file located at the resolved decentralized storage address contains metadata and pointers to the extension’s assets, including code, configuration, and dependencies. Resolution is handled by a global Extension Registry contract or decentralized naming service that maps URIs to content identifiers (e.g., IPFS or Arweave hashes).

This approach ensures:
- Decentralized, tamper-resistant distribution of extensions
- Versioned, reproducible deployments via optional version pinning
- Human-readable identifiers while supporting cryptographic integrity through backend content addressing
- Interoperability across services and clients using a standardized resolution mechanism","## Decision

URI follows ethereum URI schema as specified in [EIP 831](https://github.com/ethereum/EIPs/blob/master/EIPS/eip-831.md)


```
uri                     = ""ethereum:"" path
path                    = ""status:extension"" "":"" storage ""@"" id
storage                 = STRING (e.g. IPFS)
id                      = STRING (e.g. IPFS hash)
```

An example of an extension available on IPFS is: `ethereum:status:extension:ipfs@QmTeW79w7QQ6Npa3b1d5tANreCDxF2iDaAPsDvW6KtLmfB`"
"## Context

We want to launch our beta in Q2. This requires us to keep a tight scope and stay on the critical path.

Group chat is not as vital as 1-1 chat for the chat experience. It is also
likely not as useful for an MVP as public chat is, since this gives people a
chance to talk to strangers and it is open by default.

Whether group chats are in scope or not has been a recurring discussing and a
lot of effort has been wasted related to this.

There are currently a lot of outstanding regressions related to group chat: https://github.com/status-im/status-mobile/labels/group-chat Additionally, since group chats are private the encryption and security of those are generally harder than 1-1 and public chat.","## Decision  
## Decision

Group chat is out of scope for the beta launch in Q2.  

We will focus on delivering a stable and secure 1-1 and public chat experience as part of the MVP. This decision reduces scope, avoids known technical debt and security complexities, and aligns with the goal of staying on the critical path.  

Revisiting group chat functionality will be considered post-beta, based on user feedback and prioritization in future planning cycles.","## Decision

Disable group chat for beta and don't work on bugs related to it until after. See https://github.com/status-im/status-mobile/issues/3995

This ensures we can release beta without blockers, and then we can take some
time to fix group chats properly."
"## Context

Currently peers for messaging are hardcoded in the app. This means we can't
easily scale, as some of these nodes might fill up when we have more than N
active users.

Discovery v5 protocol (https://ideas.status.im/ideas/092-disc-v5-research,
https://github.com/fjl/p2p-drafts/blob/master/discv5-eip.md) allow us to
discover new peers from the app and scale server peers in our cluster
independently. This is vital for high availability/reliability and security.","## Decision 
## Decision

We will implement support for Discovery v5 protocol to enable dynamic peer discovery in the app.

Hardcoded peers present a scalability and operational bottleneck, as they limit our ability to respond to load fluctuations and perform seamless cluster scaling. By adopting Discv5, we gain:

- Dynamic discovery of available messaging nodes
- Independent scaling of server-side peer clusters
- Improved resilience through automatic failover to healthy peers
- Enhanced security via authenticated node discovery

The implementation will involve:
1. Integrating a Discv5-compliant library into the client application
2. Setting up bootstrap nodes that participate in the discovery network
3. Modifying the peer selection logic to prefer discovered peers over static ones
4. Maintaining fallback to hardcoded peers during transition and for emergency access

This change supports our goals of high availability, reliability, and secure, scalable peer-to-peer communication.","## Decision

- Use and enable Discovery v5 for all networks
- Do this before beta is released

This means we have capacity to achieve 5000+ DAU / 500 concurrent connection. It
seems unlikely we can do so with reliable messaging in the current setup.

Trade-off for this is:
- Uncertainty in introducing a new protocol leading to possible delays
- Possible increase in CPU/Network (we can disable protocol once peers are found though)"
"## Context

Idea [142-Wallet-Compatibility](https://ideas.status.im/ideas/142-wallet-compatibility/README) changes the way we generate keys starting from the 12 mnemonic words.

This change allows users to create a wallet in other apps and import the same address in Status using the 12 mnemonic words.","## Decision 
## Decision

Adopt BIP-39 and BIP-44 standards for mnemonic-based key derivation to ensure cross-wallet compatibility.

This decision enables users to generate a wallet using 12-word mnemonics in any standards-compliant wallet (e.g., Ledger, MetaMask, Trust Wallet) and seamlessly import the same account into Status, and vice versa. The implementation will use:

- **BIP-39** for generating the mnemonic phrase and deriving a seed from it.
- **BIP-44** (with appropriate coin types for Cosmos and Ethereum chains) for hierarchical deterministic (HD) key derivation, ensuring consistent address generation across platforms.

This change aligns Status with industry standards, improves user experience, and reduces friction during onboarding by eliminating vendor lock-in. Existing non-standard key generation methods will be deprecated, and migration paths will be provided for current users.","## Decision

* update the BIP39 seed generation to use the salt `""mnemonic""` instead of `""status-im""` following [BIP39](https://github.com/bitcoin/bips/blob/master/bip-0039.mediawiki#from-mnemonic-to-seed).

* update the master key generation using the constant `""Bitcoin seed""` instead of `""status-im""`, following [BIP32](https://github.com/bitcoin/bips/blob/master/bip-0032.mediawiki#master-key-generation).

* remove the use of the password in the salt during the BIP39 seed generation (password is not removed from the app in general, and it's still required to encrypt the keys on the device)."
"## Context

On the path to releasing a usable beta we've faced a variety of performance
issues:

- https://github.com/status-im/ideas/issues/55
- https://ideas.status.im/ideas/071-low-traffic
- https://ideas.status.im/ideas/076-smooth-ui
- https://ideas.status.im/ideas/083-energy-efficient

Some of these performance issues are related to the use of LES, especially on
Mainnet. Examples of problems include: slow/hot sync, disk filling up, bandwidth
usage, etc. This can partly be remedied by the use of CHT to speed up sync
(https://github.com/status-im/status-go/wiki/Updating-CHT-BloomTrie).

In order to simplify the problem, we decided earlier this year to not spend too
much time looking into performance improvements related to LES, instead focusing
our efforts on improving the performance on Whisper and in client-side code.

This also means we don't have a full picture of to what extent LES is a
performance bottleneck for the Status app. It is possible proper use of CHT,
slowing sync down, vary load depending on if you are on WiFi or not, etc, can
solve these problems. However, the consensus right now is that ULC is the more
promising route to take.

However, since ULC isn't ready yet, this means we are relying on Infura. This
is a bad idea from a decentralization and security point of view. This can be
partly remedied by allowing the user to run an upstream node. It is still a bad
trust model, relying on third-party Ethereum nodes, and we want to get away
from this as soon as possible.

With ULC it is possible to connect to more than one node, which increases
decentralization and security.","## Decision 
## Decision

We will prioritize the development and integration of Ultra Light Client (ULC) as the primary path for Ethereum node connectivity in the Status app, deferring further optimization of LES (Light Ethereum Subprotocol) for Mainnet.

While LES remains functional and can be improved with techniques like CHT, sync throttling, and network-aware behavior, these are short-term mitigations that do not resolve the fundamental scalability, decentralization, and trust issues. ULC offers a more sustainable, secure, and decentralized alternative by enabling clients to verify data from multiple untrusted nodes, reducing reliance on centralized infrastructure like Infura.

In the interim, we will:
- Maintain basic LES functionality with minimal performance safeguards (e.g. disk usage limits, sync pauses on poor connectivity).
- Encourage and support users who wish to connect to self-hosted or community-run upstream nodes.
- Monitor real-world performance data to assess the true impact of LES bottlenecks.

All new protocol-level performance efforts will focus on advancing ULC to production readiness, including multi-node connectivity, proof verification, and resilience under low-bandwidth conditions. This aligns with our long-term goals of security, energy efficiency, and decentralized network access.","## Decision

1. Rely on upstream nodes for beta. For the closed beta scheduled to be releases
Q2 we will provide two ways of accessing the Ethereum network:

- Upstream RPC with Infura (default)
- Custom upstream node (https://github.com/status-im/status-mobile/issues/3994)

From a decentralization point of view we need the latter before we can release
the beta.

2. ULC MVP. Additionally, as soon as beta is released, assess and start to
   introduce ULC as an experimental non-default mode in the app.
   
By doing this we also support the network, since it is still a very new
protocol. ULC requires trusted peers to operate, and right now trust is
established by config (list of trusted peers).

Initially we could hardcode these nodes, with option to add your own. Later on
we can have some form of distributed directory with a rating system. This also
likely requires merging ULC upstream, so we aren't the only ones running trusted
nodes.

3. LES track (optional). If we still have resources and there's interest,
optionally run a parallel track to clean up LES usage (update CHT, cluster) and
understand exact performance impact and viablity of running LES on
resource-constrained devices.

These three decisions balances the following trade-offs:

- get a usable beta released as soon as possible
- provide users with options to get minimal amount of decentralization
- pave the way for trustless usage by default (ULC/LES node)"
"## Context

We have some data that we don't want to appear in the logs (user passwords are
a good example). Currently, they are passed around as strings, that could be
printed out by mistake in a log entry (see https://github.com/status-im/status-mobile/issues/4053)","## Decision 
## Decision

We should create a `Secret` type, which is a wrapper around a string that prevents accidental logging.

The `Secret` type will:
- Wrap a string value
- Implement common interfaces (Stringer, JSON marshal/unmarshal) 
- But override the string representation to prevent accidental exposure
- Provide explicit methods to access the underlying secret value when needed

This approach ensures secrets cannot be accidentally logged while still allowing controlled access when necessary. The type system will help catch potential leaks at compile time rather than runtime.","## Decision

To minimize the risk of leaking passwords through logs, we should not pass
passwords as strings in our codebase. We introduced a new type `MaskedData` in
`status-im.utils.security`.
update (16-Dec-2022) `status-im.utils.security` is now moved over to `utils.security.core` 

We use `(security/mask-data <data to hide>` to wrap sensitive data into this
type and then use `(security/unmask <masked-data>)` to get the plaintext back.

It is important to keep that sensitive data masked as much as possible, until
you need the plaintext to pass to the extenral APIs.

Example:
```clojure
(println (security/mask-data ""my-plaintext-password"")) ;; Outputs ""******""
(println (security/unmask (security/mask-data ""my-plaintext-password""))) ;; Outputs ""my-plaintext-password""
```"
"## Context

This change describes a methodology of development which we believe will help
us increase the confidence and speed in the development process.","## Decision 
## Decision

We will use test-driven development in our software creation process.",
"## Context

Classical release approach: we cut off the release branch, stabilize it, fix every critical issue and release. Some changes are cherry-picked to the release branch.

It has a couple of downsides:

- Resources are scattered across two branches;

- Unique fixes and unique combination of commits in the release branch;

- Unpredictable release schedule (any day can be a release day!).","## Decision 
## Decision

Adopt a time-based release model with feature flags and mainline development to improve predictability, streamline resource allocation, and reduce branch divergence.

### Key Elements of the Decision:

- **Mainline Development**: All development, including features and fixes, occurs on the main branch. This ensures a single source of truth and avoids scattering work across multiple long-lived branches.

- **Time-Based Releases**: Schedule regular, predictable releases (e.g., every 4 weeks). This enables better planning, stakeholder communication, and team alignment.

- **Feature Flags**: Use feature flags to control the visibility of incomplete or unstable features in production. This allows merging code early while keeping it disabled until release readiness.

- **Stable Release Preparation**:
  - A release branch is created only *after* the release date is reached and the main branch is tagged.
  - Only critical hotfixes are applied post-release; these are first committed to main and then cherry-picked or merged into the release branch.

- **No Long-Lived Release Branches**: Avoid maintaining separate stabilization branches during the release cycle. Stabilization happens on main via testing in staging environments with appropriate feature flag configurations.

### Rationale:

- **Predictability**: Time-boxed cycles eliminate ""any day can be a release day"" uncertainty.
- **Focus**: Teams stay on main; no context switching between release and development branches.
- **Reduced Complexity**: Eliminates need for frequent cherry-picks during stabilization and avoids inconsistent commit sets across branches.
- **Faster Feedback**: Continuous integration and deployment from main ensure issues are caught early.

This approach aligns with modern practices used by teams practicing continuous delivery and leverages automation and feature toggling to decouple deployment from release.",
"## Context

Originally, we supported 3rd party status extensions in form of javascript jailed execution environment (eq Jail) + small js library exposing chat commands API to js code.

While neat in theory, it has some serious downsides:

- Design of the API was quite poor, preferring mutable semantics over stateless API leveraging strength of the host application (cljs/re-frame).
  As a result of that, more dynamic/state requiring things (like the live tx detail in `/send` command messages) were very hard to do,
  so instead of ""eating our own dogfood"", we decided to side-step the API and implement such things as hard-coded logic in the app, while partly
  retaining the js code for ""easier"" things (like parameter declaration).
  Needles to say, such efforts produced code of very poor quality, riddling our app with hard-coded ""magic"" everywhere in the codebase, completely
  defeating the point of ""dogfooding"" while still requiring more effort and being much more error prone (no way to unit test jail logic) because 
  of the need to asynchronously communicate with jail for leftover logic in command messages (the parts not hardcoded in app).
  
- We were in a state where there was not even one command defined completely in jail, with all of them requiring custom hardcoded logic in app to
  actually work.
  Due to numerous changes and rush to get things working, half of the API was obsolete and was not working/working differently then described in
  the API documentation.
  
- We are quite tight stretched regarding performance and the Jail didn't particularly help with that - whenever some command message was defined in
  Jail, it required constant RN Bridge ""ping-pong"" whenever sending the message or receiving the message, eating more resources + breaking otherwise
  quite simple logic into harder to reason asynchronous call chains (execute method defined in Jail, wait for the result, execute next method in Jail...).
  
- Till now, there was no real interest in 3rd party bots anyway - the only ""real"" DAPPs submitted to status were ""normal"" DAPPs utilising just the `web3.js`
  API and built on top of regular web technologies, so they could be ran in any Ethereum client like Metamask or Mist, besides Status.
  
- There is a very promising new concept of extensions (project pluto), which will enable to extend status with much nicer and declarative extension
  definitions.
  Such extensions will not be able to only hook-in into the command messages logic, but also other application (host) hooks, like wallet assets/collectibles,
  chat contacts, etc.","## Decision 
We decided to deprecate and remove the JavaScript Jail execution environment for 3rd party status extensions due to its poor API design, performance overhead, lack of real-world adoption, and the emergence of a superior alternative (Project Pluto). 

Instead, we will invest in the development of **Project Pluto**, a new extension system based on declarative, secure, and host-integrated extension definitions. This new system will provide better performance, improved developer experience, full testability, and deeper integration with the host application (e.g., wallet, contacts, chat), while aligning with our architecture by leveraging the strengths of ClojureScript and re-frame.

All existing command logic previously relying on the Jail will be fully migrated into native app code, eliminating technical debt, reducing complexity, and enabling consistent behavior across all commands.","## Decision

In the light of points above, we decided to remove Jail and `Status.js` API from the application and re-work command messages in set of nicely
encapsulated app level protocols, so command related logic will be defined in one place, commands will be able to leverage strength of our platform
and development of any new functionality related to them will be much faster and more pleasant. 
We will address the 3rd party code issue separately by extensions."
"## Context

During the development of a new Sylius API (based on API Platform) for Product Options, we had to decide how we should handle
Product Option's values collection, to make it efficient and easy to use.","## Decision 
## Decision Drivers

* Need to efficiently manage and retrieve Product Option values in a scalable way.
* Desire for a clean, maintainable API that aligns with API Platform best practices.
* Importance of performance when handling large collections of option values.
* Requirement to support flexible filtering, sorting, and validation of Product Option values.","## Decision and reasoning

Product option values should always be provided with their IRIs. They can exist outside of the `ProductOption` resource 
(e.g. be [related with](https://github.com/Sylius/Sylius/blob/master/src/Sylius/Component/Product/Model/ProductVariant.php#L44) `ProductVariant`).
Moreover, values embedded together with their translations in the `ProductOption` that already has its translations would
result in a massive and unmanageable response."
"## Context and Problem Statement

We want our API to cover all the functionalities that are currently implemented in the UI.","## Decision 
## Decision

The API will expose endpoints that fully encompass all functionalities currently implemented in the UI. This includes both standard CRUD operations and custom workflows or actions specific to the application’s business logic.

To ensure completeness and maintainability:

- The API surface will be aligned with the UI feature set through close collaboration between frontend and backend teams.
- Any UI-specific logic that cannot be handled by generic entity endpoints will be implemented via dedicated API routes or command-style endpoints (e.g., `POST /orders/checkout`, `PUT /documents/approve`).
- Custom endpoints will follow consistent naming, versioning, and error-handling conventions as the rest of the API.
- Where appropriate, apps may extend or override default behavior using app-provided API extensions, as permitted by the module façade design.

This ensures the API remains a first-class citizen capable of supporting current and near-future UI requirements without forcing UI logic into the client layer.","## Decision Drivers

* All the functionalities implemented for API should be tested
* Tracking whether a feature has been covered in the API or not should be easy"
"## Context and Problem Statement
While developing the new, unified API, there weren't clear guidelines for structuring new API endpoints. The first approach
was introducing two different endpoint prefixes, similar to what is currently done in a regular shop. On the 30th of April,
we have merged a unification of our endpoints in https://github.com/Sylius/Sylius/pull/11397. This move was dictated by 
the fact that we wanted to push unification even further. Depending on the currently logged in user, we had to expose different
data for available entities in both contexts. Besides, it ought to simplify API usage (as it would reduce the number of endpoints)
and simplify the relations between resources. However, this change rose a lot of new issues to solve:

 * Different serialization for different users is not trivial. Some relations between objects are also contextual, so 
admin can see many more links than the regular visitor or shop user. 
 * Endpoints like ""Product Show"" are resolved differently depending on the context as well. The shop products are determined 
based on the slug (taking into account the current channel), while the administrator is browsing products by code. This
separation blurs the product identifier, and it is not clear which route should be considered as IRI. 
 * the split was not complete. Two separate log in endpoints have to be preserved, due to our user architecture and the
decision that we want to be explicit, which user is trying to log in.
 
Using one unified identifier in both admin and shop panel is a no go as well. In the shop we should use a `slug`, to be able
to expose product data based on URL (or provide redirect to proper resource based on the channel and locale), while in admin 
resources are channel and locale agnostic, and we should use `codes` instead.","## Decision  
## Decision

We will maintain separate API endpoints for admin and shop contexts despite the initial move towards unification. This separation is necessary to address context-specific requirements and ensure clarity in resource identification and serialization.

* **Admin API** will use `code` as the primary identifier for resources (e.g., `/api/admin/products/{code}`), reflecting its channel- and locale-agnostic nature.
* **Shop API** will use `slug` as the identifier (e.g., `/api/shop/products/{slug}`), enabling proper URL routing, SEO, and channel/locale resolution.

Different serialization contexts and available relationships will be handled separately per API, allowing each to expose only relevant data and links based on the user role and context.

While this introduces a degree of duplication, it ensures semantic clarity, avoids ambiguous identifiers, supports proper IRI stability, and aligns with actual usage patterns in both admin and shop environments. The split login endpoints will remain as they reflect intentional architectural clarity regarding user authentication context.","## Decision Drivers

* Driver 1: There is not strict requirement to have a direct 1 to 1 correlation between entities in database and exposed API Resources.
One resource in the database may aggregate several API Resources
* Driver 2: There should be a clear way to determine an IRI for each of exposed API Resources
* Driver 3: A clear separation of available resources and paths for visitor and admin may be expected"
"## Context and Problem Statement

While defining new handlers, we may define a bus to which particular handler should be assigned to. If not, handler will
be added to all existing buses. Right now, we have only one bus in Sylius, so decision will not change current behaviour.
However, we may add additional buses in the future and more than one bus is not uncommon thing.","## Decision 
## Decision

Explicitly assign handlers to specific buses during their definition to ensure predictable and maintainable message routing, even as the system scales with additional buses. 

If a bus assignment is not specified, the default behavior of assigning the handler to all existing buses may lead to unintended side effects, such as duplicated message processing or tight coupling across concerns. Therefore, we deprecate implicit assignment to all buses and require an explicit bus identifier in handler configuration.

This change improves clarity, supports future extensibility, and aligns with the principle of least surprise.","## Decision Drivers <!-- optional -->

* Driver 1 - easiness of changing default behaviour and usage of the bus
* Driver 2 - backward compatible possibility of changing behaviour"
"## Context and Problem Statement

To achieve 100% API coverage, we need to handle emails by API.","## Decision 
## Decision

We will implement a dedicated Email API endpoint to manage email operations programmatically. This endpoint will support core actions such as sending, scheduling, canceling, and retrieving email status. 

The design follows REST conventions and integrates with the existing authentication and authorization mechanisms to ensure secure access. Email content templates will be managed separately via the template service, allowing dynamic composition while maintaining separation of concerns.

By exposing email functionality through the API, we enable full automation, third-party integrations, and consistent behavior across UI and backend processes. This also aligns with our goal of achieving 100% API coverage and supports auditability, testability, and observability of email-related workflows.

Additionally, we will emit appropriate events when emails are sent or fail, enabling downstream systems to react accordingly. These events will be part of our event-driven architecture and can be used for logging, monitoring, and retry mechanisms.","## Decision Outcome

Chosen option: ""Using events"", because it allows us to send email using events, commands and handlers. Thanks to this we can queue few messages in async transport."
"## Context and Problem Statement

Initial implementation of Unified API used `/new-api` prefix, to aggregate all following endpoints. This prefix does not 
clearly state the version of it and is not future-proof. At some moment of time our ""new api"" can become ""old api"". We should 
have clear guidance how to version our APIs.","## Decision 
## Decision

Adopt a versioned URL prefix for the Unified API using the format `/api/v{major-version}` (e.g., `/api/v1`).  
This approach ensures clear, predictable, and future-proof API versioning.  
Versioning at the major level aligns with semantic versioning principles, where breaking changes require a new major version.  
The initial release of the Unified API will be versioned as `/api/v1`, replacing the ambiguous `/new-api` prefix.  
Future versions will increment the major version number in the URL path when backward-incompatible changes are introduced.  
Documentation and routing will be structured around versioned endpoints to support lifecycle management and deprecation.","## Decision Outcome

As the underlaying technology, structure and content have changed significantly and taking into account easiness of first solution
the decision is to go with the `/api/v2` endpoint path. In the future it does not block us from the usage of the `Accept`
header in addition to this path, however it may be misleading for consumers."
"## Context and Problem Statement

API Platform recommends using IRI as an identifier. That identifier gives more clarity than an id because it contains more information - a full endpoint path to the resource and its unique identifier. On resources, API Platform handles IRI out of the box.
While we were designing Sylius new API, we have decided to use commands in many endpoints.
In some cases, this solution is more flexible than the default creation approach (as we have control over what we are processing), but it doesn't handle the transformation of IRI to proper `code`/`id`.
In the past, we have been using `code`/`id` instead of IRI, then we have been using both approaches.
Now we are trying to unify the new API and replace codes and ids with IRI everywhere.
The main challenge is the usage of IRI in requests, where we want to have IRI in the request but `id`/`code`in its commands and command handlers.","## Decision  
## Decision

We will implement an **IRI resolver service** that automatically transforms IRIs into internal identifiers (`id`/`code`) during command handling.

This service will:
- Intercept incoming requests containing IRIs (e.g. in JSON payloads or URL references)
- Resolve each IRI to its corresponding resource by extracting the unique identifier (typically the last segment of the IRI path)
- Map the resolved identifier to the appropriate `id` or `code` used internally by the domain
- Populate commands with these internal identifiers before they are passed to command handlers

Example:  
Given IRI: `/api/v2/products/P123` → resolved to `code: P123`  
Given IRI: `/api/v2/orders/456` → resolved to `id: 456`

The transformation will be handled transparently via a request listener or middleware layer, ensuring that:
- The API contract uses IRIs consistently across all endpoints
- Command and command handlers remain decoupled from API concerns and work exclusively with internal identifiers
- Developers don’t need to manually resolve IRIs in each handler

Additionally, we will:
- Leverage Symfony’s PropertyInfo component and API Platform’s metadata system to automate resolution where possible
- Provide a reusable `ResolveIriFor` attribute/injection mechanism for complex or custom cases
- Document IRI usage as the standard for client-server communication

This approach ensures consistency with API Platform best practices while maintaining clean separation between the API surface and domain logic.","## Decision Outcome

Chosen option: ""Handling and transforming IRI to `id`/`code`"". Request that is based on command and needed information like `code`/`id` should get it as IRI"
